Name,Date of birth,Team,Batting Style,Bowling Style,ODI Debut,Debut Team,Matches played,Innings,Total Run,Not Out,Highe Score,Batting Avg,Balls faced,Stick rate,100s,50s,4s,6s,Caught,Stumped,Balls,Runs,Wickets,Bowling Avg,Economy,Stick rate,5WI,10WM,BBI,BBM
Materba Kanatha Gamage Chamila Premanath Lakshitha,04-01-1979,SRI LANKA,Right-hand bat,Right-arm fast-medium,"August 4,2002",Sri Lanka v Bangladesh,7,2,7,1,4,7.000,12,58.33,0,0,0,0,--,--,300,254,8,31.75,5.080,37.50,0,0,2/33,2/34
Manimeldura Chaminda Mendis,28-12-1968,SRI LANKA,Right-hand bat,Off-break,"April 1,1995",New Zealand v Sri Lanka,1,1,3,1,3*,--,2,150.0,0,0,0,0,2,0,--,--,--,--,--,--,--,--,,
Warnakulasuriya Patabendige Ushantha Joseph Chaminda Vaas,27-01-1974,SRI LANKA,Left-hand bat,Left-arm fast-medium,"February 15,1994",India v Sri Lanka,322,220,2025,72,50*,13.68,2792,72.52,0,1,127,22,60,0,15775,11014,400,27.53,4.189,39.43,4,0,8/19,8/19
Champaka Priyadarshana Hewage Ramanayake,08-01-1965,SRI LANKA,Right-hand bat,Right-arm fast-medium,"March 8,1986",Sri Lanka v Pakistan,62,35,210,14,26,10.00,374,56.14,0,0,13,1,11,0,2864,2049,68,30.13,4.292,42.11,0,0,4/17,4/17
Uda Walawwe Mahim Bandaralage Chanaka Asanka Welagedara,20-03-1981,SRI LANKA,Right-hand bat,Left-arm fast-medium,"December 15,2009",India v Sri Lanka,10,3,4,2,2*,4.000,9,44.44,0,0,0,0,2,0,457,433,15,28.86,5.684,30.46,1,0,5/52,5/66
Upul Chandika Hathurusingha,13-09-1968,SRI LANKA,Right-hand bat,Right-arm medium-fast,"January 10,1992",Pakistan v Sri Lanka,35,33,669,1,66,20.90,1318,50.75,0,4,59,0,6,0,954,709,14,50.64,4.459,68.14,0,0,4/57,4/57
Charith Panduka Senanayake,19-12-1962,SRI LANKA,Left-hand bat,Right-arm medium,"December 21,1990",Pakistan v Sri Lanka,7,7,126,0,27,18.00,211,59.71,0,0,7,0,2,0,--,--,--,--,--,--,--,--,,
Thudellage Charitha Buddhika Fernando,22-08-1980,SRI LANKA,Right-hand bat,Right-arm fast-medium,"October 26,2001",Sri Lanka v Zimbabwe,17,10,29,6,14*,7.250,59,49.15,0,0,0,0,3,0,700,586,15,39.06,5.022,46.66,1,0,5/67,5/67
Pinnaduwage Chaturanga de Silva,17-01-1990,SRI LANKA,Left-hand bat,Slow left-arm,"February 25,2014",Pakistan v Sri Lanka,7,7,94,1,44,15.66,112,83.92,0,0,10,0,4,0,316,256,5,51.20,4.860,63.20,0,0,2/29,2/29
Dammika Ranatunga,12-10-1962,SRI LANKA,Right-hand bat,Off-break,"December 5,1990",India v Sri Lanka,4,4,49,0,25,12.25,156,31.41,0,0,2,0,1,0,--,--,--,--,--,--,--,--,,
Mashtayage Dhanushka Gunathilleke,17-03-1991,SOUTHERN EXPRESS,Left-hand bat,Right-arm medium-fast,"November 1,2015",Sri Lanka v West Indies,33,32,957,1,116,30.87,1114,85.90,1,7,97,15,12,0,282,268,6,44.66,5.702,47.00,0,--,,
Peter David Heyn,26-06-1945,SRI LANKA,Left-hand bat,Right-arm medium,"June 7,1975",Sri Lanka v West Indies,2,2,3,0,2,1.500,20,15.00,0,0,0,0,1,0,--,--,--,--,--,--,--,--,,
Kariyawasam Tirana Gamage Dammika Prasad,30-05-1983,SRI LANKA,Right-hand bat,Right-arm fast-medium,"February 25,2006",Bangladesh v Sri Lanka,24,12,129,6,31*,21.50,146,88.35,0,0,9,3,1,0,1015,976,32,30.50,5.769,31.71,0,0,3/17,3/17
Hewawasam Gamage Dharshana Nayanakantha,02-03-1979,SRI LANKA,Right-hand bat,Right-arm fast-medium,"May 13,2003",Sri Lanka v New Zealand,3,2,3,1,2*,3.000,10,30.00,0,0,0,0,2,0,95,83,2,41.50,5.242,47.50,0,0,1/26,1/26
Congenige Randhi Dilhara Fernando,19-07-1979,SRI LANKA,Right-hand bat,Right-arm fast-medium,"January 9,2001",South Africa v Sri Lanka,147,61,239,35,20,9.192,392,60.96,0,0,19,2,27,0,6507,5648,187,30.20,5.207,34.79,1,0,6/27,6/27
Loku Hettige Danushka Dilhara,03-07-1980,SRI LANKA,Right-hand bat,Right-arm fast-medium,"July 30,2005",Sri Lanka v India,9,9,83,0,29,9.222,107,77.57,0,0,8,4,3,0,330,261,6,43.50,4.745,55.00,0,0,2/6,2/6
Mahawaduge Dilruwan Kamalaneth Perera,22-07-1982,SOUTHERN EXPRESS,Right-hand bat,Off-break,"October 13,2007",Sri Lanka v England,12,11,123,0,30,11.18,155,79.35,0,0,13,1,2,0,438,384,13,29.53,5.260,33.69,0,0,1/11,1/11
Eldeniya Medagedara Dilshan Yasika Munaweera,24-04-1989,BARBADOS TRIDENTS,Right-hand bat,Off-break,"August 31,2017",Sri Lanka v India,2,2,15,0,11,7.500,29,51.72,0,0,2,0,2,0,--,--,--,--,--,--,--,--,,
Frank Dimuth Madushanka Karunaratne,28-04-1988,SRI LANKA,Left-hand bat,Right-arm medium,"July 9,2011",England v Sri Lanka,17,13,190,1,60*,15.83,276,68.84,0,1,14,0,4,0,10,11,0,--,6.600,--,0,0,0/5,0/5
Lokuge Dinesh Chandimal,18-11-1989,SRI LANKA,Right-hand bat,Off-break,"June 1,2010",Zimbabwe v Sri Lanka,139,126,3433,21,111,32.69,4650,73.82,4,21,234,37,58,7,--,--,--,--,--,--,--,--,,
Kandana Arachchige Dinusha Manoj Fernando,10-08-1979,SRI LANKA,Right-hand bat,Right-arm fast-medium,"November 18,2003",Sri Lanka v England,1,0,0,0,0,--,0,--,0,0,0,0,1,0,42,13,2,6.500,1.857,21.00,0,0,2/13,2/13
Sangarange Don Anurasiri,25-02-1966,SRI LANKA,Right-hand bat,Slow left-arm,"March 2,1986",Sri Lanka v Pakistan,45,18,62,12,11,10.33,143,43.35,0,0,--,0,10,0,2100,1464,32,45.75,4.182,65.62,0,0,3/40,3/40
Louis Rohan Duleep Mendis,25-08-1952,SRI LANKA,Right-hand bat,Right-arm medium,"June 7,1975",Sri Lanka v West Indies,79,74,1527,9,80,23.49,2008,76.04,0,7,106,2,14,0,--,--,--,--,--,--,--,--,,
Dulip Kapila Liyanage,06-06-1972,SRI LANKA,Left-hand bat,Right-arm fast-medium,"December 4,1992",Sri Lanka v New Zealand,16,11,144,2,43,16.00,207,69.56,0,0,6,1,6,0,642,510,10,51.00,4.766,64.20,0,0,3/49,3/44
Dulip Prasanna Samaraweera,12-02-1972,SRI LANKA,Right-hand bat,Off-break,"November 3,1993",Sri Lanka v West Indies,5,4,91,0,49,22.75,169,53.84,0,0,8,0,3,0,--,--,--,--,--,--,--,--,,
Kalutarage Eric Amila Upashantha,10-06-1972,SRI LANKA,Right-hand bat,Right-arm fast-medium,"October 3,1995",Pakistan v Sri Lanka,12,8,49,1,15,7.000,86,56.97,0,0,3,1,2,0,564,481,12,40.08,5.117,47.00,0,0,4/37,4/37
Mohamed Farveez Maharoof,07-09-1984,SOUTHERN EXPRESS,Right-hand bat,Right-arm fast-medium,"April 25,2004",Zimbabwe v Sri Lanka,109,75,1113,18,69*,19.52,1294,86.01,0,2,89,25,26,0,4640,3789,135,28.06,4.899,34.37,2,0,6/14,6/14
Kahawalage Gamini Perera,22-05-1964,SRI LANKA,Right-hand bat,Slow left-arm,"March 2,1986",Sri Lanka v Pakistan,1,0,0,0,0,--,0,--,0,0,0,0,--,--,12,15,0,--,7.500,--,0,0,0/15,0/15
Anguppulige Gamini Dayantha Wickremasinghe,27-12-1965,SRI LANKA,Right-hand bat,Off-break,"December 4,1992",Sri Lanka v New Zealand,4,1,2,0,2,2.000,10,20.00,0,0,0,0,2,4,--,--,--,--,--,--,--,--,,
Graeme Fredrick Labrooy,07-06-1964,SRI LANKA,Right-hand bat,Right-arm fast-medium,"November 27,1986",India v Sri Lanka,44,36,249,7,33,8.586,350,71.14,0,0,10,1,8,0,2308,1876,45,41.68,4.876,51.28,1,0,5/57,5/57
Granville Nissanka de Silva,12-03-1955,SRI LANKA,Right-hand bat,Right-arm fast-medium,"April 30,1983",Sri Lanka v Australia,4,2,9,1,7,9.000,18,50.00,0,0,0,0,--,--,194,169,0,--,5.226,--,0,0,0/21,0/21
Ronald Guy de Alwis,15-02-1959,SRI LANKA,Right-hand bat,NaN,"March 2,1983",New Zealand v Sri Lanka,31,27,401,8,59*,21.10,512,78.32,0,2,32,6,27,3,--,--,--,--,--,--,--,--,,
Kandage Hasantha Ruwan Kumara Fernando,14-10-1979,SRI LANKA,Right-hand bat,Right-arm medium-fast,"August 4,2002",Sri Lanka v Bangladesh,7,5,43,3,23*,21.50,72,59.72,0,0,4,1,2,0,234,159,6,26.50,4.076,39.00,0,0,3/12,3/12
Hashan Prasantha Tillakaratne,14-07-1967,SRI LANKA,Left-hand bat,Off-break,"November 27,1986",India v Sri Lanka,200,168,3789,40,104*,29.60,6582,57.56,2,13,221,7,89,6,180,141,6,23.50,4.700,30.00,0,0,1/3,1/3
Jayawardene Welathanthrige Hemantha Devapriya Boteju,03-11-1977,SRI LANKA,Right-hand bat,Right-arm medium,"March 22,1999",India v Sri Lanka,2,2,3,1,2,3.000,11,27.27,0,0,0,0,1,0,102,113,0,--,6.647,--,0,0,0/56,0/56
Ranasinghe Pattikirikoralalage Aruna Hemantha Wickramaratne,21-02-1971,SRI LANKA,Left-hand bat,Slow left-arm,"September 4,1993",Sri Lanka v South Africa,3,2,4,0,3,2.000,6,66.66,0,0,0,0,--,--,--,--,--,--,--,--,--,--,,
Samantha Indika de Saram,02-09-1973,SRI LANKA,Right-hand bat,Off-break,"August 22,1999",Sri Lanka v Australia,15,13,183,2,38,16.63,270,67.77,0,0,12,1,9,0,--,--,--,--,--,--,--,--,,
Indika Sanjeewa Gallage,22-11-1975,SRI LANKA,Right-hand bat,Right-arm fast-medium,"December 19,1999",Zimbabwe v Sri Lanka,3,2,17,1,14,17.00,27,62.96,0,0,1,0,--,--,144,115,3,38.33,4.791,48.00,0,0,2/42,2/42
Merenna Koralage Don Ishara Amerasinghe,05-03-1978,SRI LANKA,Right-hand bat,Right-arm fast-medium,"May 18,2007",Pakistan v Sri Lanka,8,4,6,4,5*,--,9,66.66,0,0,1,0,1,0,426,363,9,40.33,5.112,47.33,0,0,3/44,3/44
Isuru Udana Tillakaratna,17-02-1988,SRI LANKA,Right-hand bat,Left-arm medium-fast,"July 24,2012",Sri Lanka v India,2,0,0,0,0*,--,0,--,0,0,0,0,--,--,72,84,0,--,7.000,--,0,0,0/18,0/18
Janak Champika Gamage,17-04-1964,SRI LANKA,Right-hand bat,Right-arm fast-medium,"March 29,1995",New Zealand v Sri Lanka,4,2,8,2,7*,--,9,88.88,0,0,0,0,2,0,132,104,3,34.66,4.727,44.00,0,0,2/17,2/17
Kahakatchchi Patabandige Jayananda Warnaweera,23-11-1960,SRI LANKA,Left-hand bat,"Right-arm medium, Off-break","December 8,1990",India v Sri Lanka,6,3,1,3,1*,--,11,9.090,0,0,0,0,2,0,294,200,6,33.33,4.081,49.00,0,0,2/24,2/24
Kelaniyage Jayantha Silva,02-06-1973,SRI LANKA,Right-hand bat,Slow left-arm,"March 26,1995",New Zealand v Sri Lanka,1,1,1,1,1*,--,1,100.0,0,0,0,0,--,--,48,55,0,--,6.875,--,0,0,0/35,0/55
Balapuwaduge Manukulasuriya Amith Jeewan Mendis,15-01-1983,BARBADOS TRIDENTS,Left-hand bat,Leg-break,"June 1,2010",Zimbabwe v Sri Lanka,54,40,604,10,72,20.13,710,85.07,0,1,46,11,13,0,1337,1134,28,40.50,5.089,47.75,0,0,3/15,3/15
Jehan Mubarak,10-01-1981,SOUTHERN EXPRESS,Left-hand bat,Off-break,"November 27,2002",South Africa v Sri Lanka,40,37,704,6,72,22.70,1115,63.13,0,4,62,5,12,0,129,95,2,47.50,4.418,64.50,0,0,1/9,1/9
Kapila Indaka Weerakkody Wijegunawardene,23-11-1964,SRI LANKA,Right-hand bat,Right-arm fast-medium,"October 27,1988",Pakistan v Sri Lanka,26,12,20,5,8*,2.857,54,37.03,0,0,0,0,3,0,1186,986,25,39.44,4.988,47.44,0,0,4/49,4/49
Kaushal Samaraweera Lokuarachchi,20-05-1982,SRI LANKA,Right-hand bat,Leg-break,"April 6,2003",Kenya v Sri Lanka,21,18,210,3,69,14.00,262,80.15,0,1,9,5,5,0,1011,725,31,23.38,4.302,32.61,0,0,4/44,4/44
Kaushalya Weeraratne,29-01-1981,SRI LANKA,Left-hand bat,Right-arm medium-fast,"May 29,2000",Bangladesh v Sri Lanka,15,9,160,1,41,20.00,177,90.39,0,0,10,3,3,0,480,385,6,64.16,4.812,80.00,0,0,3/46,3/46
Kaushik Naginda Amalean,07-04-1965,SRI LANKA,Right-hand bat,Right-arm fast-medium,"March 8,1986",Sri Lanka v Pakistan,8,3,15,1,9,7.500,26,57.69,0,0,0,0,--,--,318,207,9,23.00,3.905,35.33,0,0,4/46,4/46
Sirimewan Keerthi Ranasinghe,04-07-1962,SRI LANKA,Left-hand bat,Right-arm medium,"March 2,1986",Sri Lanka v Pakistan,4,3,55,0,41,18.33,81,67.90,0,0,2,--,1,0,126,96,3,32.00,4.571,42.00,0,0,1/28,1/28
Kasun Disi Kithuruwan Vithanage,26-02-1991,SRI LANKA,Left-hand bat,Leg-break,"December 25,2013",Pakistan v Sri Lanka,6,6,75,1,27,15.00,90,83.33,0,0,11,0,2,0,12,17,0,--,8.500,--,0,0,0/7,0/7
Chamith Kosala Bandara Kulasekara,15-07-1985,SRI LANKA,Right-hand bat,Right-arm fast-medium,"November 11,2011",Pakistan v Sri Lanka,4,3,38,0,19,12.66,72,52.77,0,0,0,0,1,0,78,80,0,--,6.153,--,0,0,0/6,0/6
Handunnettige Deepthi Priyantha Kumar Dharmasena,24-04-1971,SRI LANKA,Right-hand bat,"Right-arm medium, Off-break","August 24,1994",Sri Lanka v Pakistan,141,87,1222,33,69*,22.62,1879,65.03,0,4,63,2,34,0,7009,4998,138,36.21,4.278,50.78,0,0,4/37,4/37
Kumar Chokshanada Sangakkara,27-10-1977,SRI LANKA,Left-hand bat,Off-break,"July 5,2000",Sri Lanka v Pakistan,405,380,14234,41,169,41.98,18048,78.86,25,93,1385,88,403,98,--,--,--,--,--,--,--,--,,
Mathurage Don Kusal Janith Perera,17-08-1990,SOUTHERN EXPRESS,Left-hand bat,NaN,"January 13,2013",Australia v Sri Lanka,73,70,1856,5,135,28.55,2068,89.74,3,9,193,42,27,2,--,--,--,--,--,--,--,--,,
Hettige Don Rumesh Lahiru Thirimanne,08-09-1989,SRI LANKA,Left-hand bat,Right-arm medium-fast,"January 5,2010",India v Sri Lanka,117,97,2946,12,139*,34.65,4130,71.33,4,20,227,24,37,0,104,94,3,31.33,5.423,34.66,0,0,1/25,1/25
Lalith Wasantha Silva Kaluperuma,25-06-1949,SRI LANKA,Right-hand bat,Off-break,"June 7,1975",Sri Lanka v West Indies,4,3,33,3,14*,--,60,55.00,0,0,2,0,--,--,208,137,2,68.50,3.951,104.0,0,0,1/35,1/35
Thewarathantrige Lalithamana Fernando,27-12-1962,SRI LANKA,Right-hand bat,Right-arm medium,"October 25,1989",Australia v Sri Lanka,1,1,8,0,8,8.000,6,133.3,0,0,0,0,--,--,18,16,1,16.00,5.333,18.00,0,0,1/16,1/16
Sanjeewa Kumara Lanka de Silva,29-07-1975,SRI LANKA,Right-hand bat,Off-break,"July 18,1997",Sri Lanka v India,11,6,161,3,57,53.66,193,83.41,0,2,16,0,9,6,--,--,--,--,--,--,--,--,,
Separamadu Lasith Malinga Swarnajith,04-09-1983,SRI LANKA,Right-hand bat,Right-arm fast,"July 17,2004",Sri Lanka v United Arab Emirates,205,102,496,31,56,6.985,654,75.84,0,1,38,20,29,0,9830,8705,301,28.92,5.313,32.65,7,0,6/38,6/38
Denagamage Proboth Mahela de Silva Jayawardene,27-05-1977,SRI LANKA,Right-hand bat,Right-arm medium,"January 24,1998",Sri Lanka v Zimbabwe,449,418,12650,39,144,33.37,16020,78.96,19,77,1119,76,218,0,593,563,8,70.37,5.696,74.12,0,0,2/32,2/32
Mahela Lakmal Udawatte,19-07-1986,SRI LANKA,Left-hand bat,Off-break,"April 10,2008",West Indies v Sri Lanka,9,9,257,0,73,28.55,383,67.10,0,2,25,3,--,--,--,--,--,--,--,--,--,--,,
Hettiarachige Mahes Goonatilleke,16-08-1952,SRI LANKA,Right-hand bat,NaN,"February 14,1982",Sri Lanka v England,6,4,31,3,14*,31.00,58,53.44,0,0,--,--,0,4,--,--,--,--,--,--,--,--,,
Basnayake Shalith Malinda Warnapura,26-05-1979,SRI LANKA,Left-hand bat,Off-break,"May 20,2007",Pakistan v Sri Lanka,3,3,35,0,30,11.66,76,46.05,0,0,5,0,3,0,--,--,--,--,--,--,--,--,,
Herath Mudiyanselage Charitha Malinga Bandara,31-12-1979,SRI LANKA,Right-hand bat,Leg-break googly,"January 6,2006",New Zealand v Sri Lanka,31,17,160,4,31,12.30,224,71.42,0,0,8,5,9,0,1470,1232,36,34.22,5.028,40.83,0,0,4/31,4/31
Arachchige Manjula Nishantha Munasinghe,10-12-1971,SRI LANKA,Right-hand bat,Right-arm fast-medium,"April 14,1994",Australia v Sri Lanka,5,4,13,1,8,4.333,52,25.00,0,0,0,0,--,--,217,146,4,36.50,4.036,54.25,0,0,3/30,3/30
Dudley Marlon Vonhagt,31-03-1965,SRI LANKA,Right-hand bat,Right-arm medium,"February 3,1985",Australia v Sri Lanka,1,1,8,0,8,8.000,17,47.05,0,0,1,0,--,--,--,--,--,--,--,--,--,--,,
Marvan Samson Atapattu,22-11-1970,SRI LANKA,Right-hand bat,Leg-break,"December 1,1990",India v Sri Lanka,268,259,8529,32,132*,37.57,12593,67.72,11,59,734,15,70,0,51,41,0,--,4.823,--,0,0,0/1,0/1
Hemal Sri Mevan Pieris,16-02-1946,SRI LANKA,Left-hand bat,Right-arm fast-medium,"June 7,1975",Sri Lanka v West Indies,3,3,19,1,16,9.500,59,32.20,0,0,2,0,--,--,132,135,2,67.50,6.136,66.00,0,0,2/68,2/68
Michael Hugh Tissera,23-03-1939,SRI LANKA,Right-hand bat,Leg-break,"June 7,1975",Sri Lanka v West Indies,3,3,78,0,52,26.00,147,53.06,0,1,10,0,--,--,--,--,--,--,--,--,--,--,,
Michael Graydon Vandort,19-01-1980,SRI LANKA,Left-hand bat,Right-arm medium,"January 13,2006",Australia v Sri Lanka,1,1,48,0,48,48.00,117,41.02,0,0,3,0,--,--,--,--,--,--,--,--,--,--,,
Tissa Appuhamilage Milinda Siriwardene,04-12-1985,SRI LANKA,Left-hand bat,Slow left-arm,"July 11,2015",Sri Lanka v Pakistan,26,23,513,1,66,23.31,521,98.46,0,3,39,13,5,0,589,530,9,58.88,5.399,65.44,0,--,,
Mithra de Silva Wettimuny,11-06-1951,SRI LANKA,Right-hand bat,NaN,"March 2,1983",New Zealand v Sri Lanka,1,1,2,0,2,2.000,11,18.18,0,0,0,0,--,--,--,--,--,--,--,--,--,--,,
Muthumudalige Pushpakumara,26-09-1981,SRI LANKA,Left-hand bat,Off-break,"December 27,2009",India v Sri Lanka,3,1,7,1,7*,--,19,36.84,0,0,0,0,--,--,30,21,0,--,4.200,--,0,0,0/21,0/21
Muttiah Muralitharan,17-04-1972,SRI LANKA,Right-hand bat,Off-break,"August 12,1993",Sri Lanka v India,350,162,674,63,33*,6.808,869,77.56,0,0,50,12,130,0,18811,12326,534,23.08,3.931,35.22,10,0,7/30,7/30
Mohamed Naveed Nawaz,20-09-1973,SRI LANKA,Left-hand bat,Leg-break,"January 26,1998",Sri Lanka v Zimbabwe,3,3,31,1,15*,15.50,71,43.66,0,0,1,0,--,--,--,--,--,--,--,--,--,--,,
Nilantha Lakshitha Kithsiri Ratnayake,22-11-1968,SRI LANKA,Left-hand bat,Right-arm fast-medium,"March 24,1989",Pakistan v Sri Lanka,2,0,0,0,0,--,0,--,0,0,0,0,--,--,101,98,2,49.00,5.821,50.50,0,0,1/39,1/39
Mapa Rallalage Chandima Niroshan Bandaratilleke,16-05-1975,SRI LANKA,Right-hand bat,Slow left-arm,"June 21,1998",Sri Lanka v New Zealand,3,1,0,0,0,0.000,2,0.000,0,0,0,0,--,--,144,111,2,55.50,4.625,72.00,0,0,2/29,2/34
Ungamandadige Nisal Kumudusiri Fernando,10-03-1970,SRI LANKA,Right-hand bat,Off-break,"February 15,1994",India v Sri Lanka,2,2,22,2,20*,--,25,88.00,0,0,2,0,--,--,--,--,--,--,--,--,--,--,,
Nishantha Ranatunga,22-01-1966,SRI LANKA,Right-hand bat,Right-arm medium-fast,"February 3,1993",Sri Lanka v Zimbabwe,2,1,0,0,0,0.000,3,0.000,0,0,0,0,--,--,102,82,1,82.00,4.823,102.0,0,0,1/33,1/33
