Name,Date of birth,Team,Batting Style,Bowling Style,ODI Debut,Debut Team,Matches played,Innings,Total Run,Not Out,Highe Score,Batting Avg,Balls faced,Stick rate,100s,50s,4s,6s,Caught,Stumped,Balls,Runs,Wickets,Bowling Avg,Economy,Stick rate,5WI,10WM,BBI,BBM
Frederick Robert John Coleman,15-12-1991,SCOTLAND,Right-hand bat,Off-break,"June 30,2013",Scotland v Kenya,16,14,211,0,70,15.07,344,61.33,0,1,21,1,8,0,--,--,--,--,--,--,--,--,,
George Salmond,01-12-1969,SCOTLAND,Right-hand bat,Right-arm medium,"May 16,1999",Australia v Scotland,5,5,57,0,31,11.40,109,52.29,0,0,5,0,1,0,--,--,--,--,--,--,--,--,,
Glenn Alan Rogers,12-04-1977,SCOTLAND,Right-hand bat,Slow left-arm,"December 15,2006",Bangladesh v Scotland,13,8,81,3,26,16.20,169,47.92,0,0,10,0,2,0,512,409,8,51.12,4.793,64.00,0,0,2/15,2/15
Gordon David Drummond,21-04-1980,SCOTLAND,Right-hand bat,Right-arm medium,"July 12,2007",Scotland v West Indies,30,20,240,7,35*,18.46,261,91.95,0,0,21,4,5,0,1263,932,25,37.28,4.427,50.52,0,0,4/41,4/41
Gordon Goudie,12-08-1987,SCOTLAND,Right-hand bat,Right-arm medium-fast,"July 2,2008",Scotland v Ireland,16,11,80,3,23,10.00,99,80.80,0,0,6,5,7,0,729,623,23,27.08,5.127,31.69,1,0,5/73,5/73
Gregor Ian Maiden,22-07-1979,SCOTLAND,Right-hand bat,Off-break,"June 15,2010",Netherlands v Scotland,7,6,84,2,31,21.00,133,63.15,0,0,5,1,5,0,48,38,0,--,4.750,--,0,0,0/14,0/14
John Greig Williamson,20-12-1968,SCOTLAND,Right-hand bat,Right-arm medium,"May 27,1999",Scotland v West Indies,2,2,11,0,10,5.500,35,31.42,0,0,0,0,--,--,--,--,--,--,--,--,--,--,,
Hamish John William Gardiner,04-01-1991,SCOTLAND,Right-hand bat,NaN,"September 3,2013",Scotland v Australia,11,11,262,0,96,23.81,397,65.99,0,2,33,0,4,0,--,--,--,--,--,--,--,--,,
Iain Lindsay Philip,09-06-1958,SCOTLAND,Right-hand bat,Slow left-arm,"May 16,1999",Australia v Scotland,3,3,20,0,17,6.666,89,22.47,0,0,0,0,4,0,--,--,--,--,--,--,--,--,,
Iain Wardlaw,29-06-1985,SCOTLAND,Right-hand bat,Right-arm medium-fast,"March 6,2013",Afghanistan v Scotland,22,14,21,8,7*,3.500,40,52.50,0,0,2,0,1,0,1108,1036,36,28.77,5.610,30.77,0,0,4/22,4/22
Ian Michael Stanger,05-10-1971,SCOTLAND,Right-hand bat,Right-arm medium,"May 20,1999",Pakistan v Scotland,5,5,50,0,27,10.00,150,33.33,0,0,1,0,2,0,54,56,0,--,6.222,--,0,0,0/23,0/23
James Edward Brinkley,13-03-1974,SCOTLAND,Right-hand bat,Right-arm fast-medium,"May 16,1999",Australia v Scotland,5,5,52,0,23,10.40,118,44.06,0,0,6,0,1,0,168,117,2,58.50,4.178,84.00,0,0,1/29,1/29
Jan Hendrik Stander,04-01-1982,SCOTLAND,Right-hand bat,Right-arm medium-fast,"April 1,2009",Ireland v Scotland,5,5,44,1,22*,11.00,75,58.66,0,0,1,3,1,0,150,166,6,27.66,6.640,25.00,0,0,2/24,2/24
John Angus Rae Blain,04-01-1979,SCOTLAND,Right-hand bat,Right-arm medium-fast,"May 16,1999",Australia v Scotland,33,25,284,6,41,14.94,517,54.93,0,0,16,6,8,0,1329,1173,41,28.60,5.295,32.41,1,0,5/22,5/22
Joshua Henry Davey,03-08-1990,SCOTLAND,Right-hand bat,Right-arm medium,"June 15,2010",Netherlands v Scotland,29,26,471,5,64,22.42,715,65.87,0,2,44,1,9,0,1199,1014,47,21.57,5.074,25.51,2,0,5/9,5/9
Kyle James Coetzer,14-04-1984,SCOTLAND,Right-hand bat,Right-arm medium-fast,"August 18,2008",Scotland v England,49,47,1911,2,156,42.46,2172,87.98,4,11,248,26,12,0,179,203,1,203.0,6.804,179.0,0,0,1/35,1/35
Rana Majid Haq Khan,11-02-1983,SCOTLAND,Left-hand bat,Off-break,"December 17,2006",Bangladesh v Scotland,54,40,566,6,71,16.64,931,60.79,0,3,66,2,10,0,2633,1975,60,32.91,4.500,43.88,1,0,4/28,4/28
Marc John Petrie,02-03-1990,SCOTLAND,Left-hand bat,NaN,"July 7,2009",Scotland v Canada,4,2,3,0,3,1.500,18,16.66,0,0,0,0,3,1,--,--,--,--,--,--,--,--,,
Matthew William Machan,15-02-1991,SCOTLAND,Left-hand bat,Off-break,"March 6,2013",Afghanistan v Scotland,23,22,734,0,114,33.36,943,77.83,1,3,62,7,4,0,402,384,9,42.66,5.731,44.66,0,0,3/23,3/23
Matthew Henry Cross,15-10-1992,SCOTLAND,Right-hand bat,NaN,"January 23,2014",Canada v Scotland,42,38,817,1,114,22.08,1062,76.93,2,2,78,13,64,3,--,--,--,--,--,--,--,--,,
Matthew Archibald Parker,02-03-1989,SCOTLAND,Left-hand bat,Right-arm medium-fast,"June 15,2010",Netherlands v Scotland,10,8,59,2,22,9.833,104,56.73,0,0,4,0,3,0,414,327,12,27.25,4.739,34.50,0,0,4/33,4/33
Michael Alexander Leask,29-10-1990,SCOTLAND,Right-hand bat,Off-break,"January 23,2014",Canada v Scotland,29,23,425,5,59*,23.61,395,107.5,0,3,38,15,15,0,938,831,14,59.35,5.315,67.00,0,--,,
Michael James de Grey Allingham,06-01-1965,SCOTLAND,Right-hand bat,Right-arm medium,"May 16,1999",Australia v Scotland,3,3,11,0,6,3.666,96,11.45,0,0,0,0,1,0,--,--,--,--,--,--,--,--,,
Moneeb Mohammed Iqbal,28-02-1986,SCOTLAND,Right-hand bat,Leg-break,"April 1,2009",Ireland v Scotland,13,12,192,4,63,24.00,360,53.33,0,1,13,1,1,0,270,270,4,67.50,6.000,67.50,0,0,2/15,2/15
Navdeep Singh Poonia,11-05-1986,SCOTLAND,Right-hand bat,Right-arm medium-fast,"August 5,2006",Scotland v Ireland,21,21,237,0,67,11.28,377,62.86,0,1,31,2,7,0,--,--,--,--,--,--,--,--,,
Neil Miller Carter,29-01-1975,SCOTLAND,Left-hand bat,Left-arm medium-fast,"May 17,2013",Scotland v Pakistan,3,1,0,0,0,0.000,6,0.000,0,0,0,0,--,--,175,132,5,26.40,4.525,35.00,0,0,3/27,3/27
Neil John MacRae,25-03-1972,SCOTLAND,Right-hand bat,Leg-break,"June 27,2006",Scotland v Pakistan,2,2,10,0,8,5.000,36,27.77,0,0,1,0,--,--,--,--,--,--,--,--,--,--,,
Neil Francis Ian McCallum,22-11-1977,SCOTLAND,Right-hand bat,NaN,"June 27,2006",Scotland v Pakistan,43,42,1002,6,121*,27.83,1449,69.15,2,4,96,17,14,0,--,--,--,--,--,--,--,--,,
Nicholas Rayner Dyer,10-06-1969,SCOTLAND,Right-hand bat,Off-break,"May 16,1999",Australia v Scotland,5,4,3,3,2*,3.000,14,21.42,0,0,0,0,2,0,156,117,5,23.40,4.500,31.20,0,0,2/26,2/26
Oliver James Hairs,14-04-1991,SCOTLAND,Left-hand bat,Off-break,"July 1,2010",Netherlands v Scotland,5,5,68,0,27,13.60,100,68.00,0,0,13,0,--,--,--,--,--,--,--,--,--,--,,
Rana Omer Hussain,03-12-1984,SCOTLAND,Left-hand bat,NaN,"August 5,2006",Scotland v Ireland,8,8,63,1,17,9.000,143,44.05,0,0,6,0,1,0,--,--,--,--,--,--,--,--,,
Paul Jacob Christopher Hoffmann,14-01-1970,SCOTLAND,Right-hand bat,Right-arm medium-fast,"June 27,2006",Scotland v Pakistan,18,14,85,3,31,7.727,68,125.0,0,0,8,6,5,0,743,555,16,34.68,4.481,46.43,0,0,3/22,3/22
Preston Luke Mommsen,14-10-1987,SCOTLAND,Right-hand bat,Off-break,"June 15,2010",Netherlands v Scotland,44,42,1115,6,139*,30.97,1620,68.82,2,6,93,8,22,0,132,130,6,21.66,5.909,22.00,0,0,3/26,3/26
Mohammad Qasim Sheikh,30-10-1984,SCOTLAND,Left-hand bat,Left-arm medium,"July 2,2008",Scotland v Ireland,7,7,63,1,23,10.50,140,45.00,0,0,6,0,2,0,--,--,--,--,--,--,--,--,,
Richard Douglas Berrington,03-04-1987,SCOTLAND,Right-hand bat,Right-arm medium-fast,"July 2,2008",Scotland v Ireland,69,64,1558,6,101*,26.86,2177,71.56,1,11,107,26,24,0,1208,1049,29,36.17,5.210,41.65,0,0,2/13,2/13
Robert Meadows Lombe Taylor,21-12-1989,SCOTLAND,Left-hand bat,Left-arm medium,"March 8,2013",Afghanistan v Scotland,15,14,154,3,46*,14.00,172,89.53,0,0,11,3,6,0,713,617,20,30.85,5.192,35.65,0,0,3/17,3/17
Ross Thomas Lyons,08-12-1984,SCOTLAND,Left-hand bat,Slow left-arm,"June 27,2006",Scotland v Pakistan,25,14,90,10,28,22.50,145,62.06,0,0,8,0,4,0,1093,901,20,45.05,4.946,54.65,0,0,3/21,3/21
Ryan Flannigan,30-06-1988,SCOTLAND,Right-hand bat,Right-arm medium,"August 17,2010",Scotland v Afghanistan,1,1,0,0,0,0.000,2,0.000,0,0,0,0,--,--,--,--,--,--,--,--,--,--,,
Ryan Robert Watson,12-11-1976,SCOTLAND,Right-hand bat,Right-arm medium,"June 27,2006",Scotland v Pakistan,35,35,956,4,123*,30.83,1283,74.51,1,6,102,10,12,0,570,528,12,44.00,5.557,47.50,0,0,3/18,3/18
Safyaan Mohammed Sharif,24-05-1991,SCOTLAND,Right-hand bat,Right-arm fast-medium,"June 29,2011",Scotland v Netherlands,35,25,211,10,34,14.06,300,70.33,0,0,14,3,10,0,1668,1347,53,25.41,4.845,31.47,1,0,4/24,4/24
Stuart James Chalmers,18-11-1982,SCOTLAND,Right-hand bat,Right-arm medium-fast,"July 7,2009",Scotland v Canada,2,1,9,1,9*,--,14,64.28,0,0,1,0,--,--,60,49,1,49.00,4.900,60.00,0,0,1/34,1/34
