Name,Date of birth,Team,Batting Style,Bowling Style,ODI Debut,Debut Team,Matches played,Innings,Total Run,Not Out,Highe Score,Batting Avg,Balls faced,Stick rate,100s,50s,4s,6s,Caught,Stumped,Balls,Runs,Wickets,Bowling Avg,Economy,Stick rate,5WI,10WM,BBI,BBM
Athar Ali Khan,10-02-1962,BANGLADESH,Right-hand bat,Right-arm medium,"October 27,1988",Bangladesh v India,19,19,532,1,82,29.55,892,59.64,0,3,43,0,2,0,420,365,6,60.83,5.214,70.00,0,0,2/33,2/33
Mohammad Azhar Hossain,15-03-1964,BANGLADESH,Right-hand bat,Off-break,"October 27,1988",Bangladesh v India,7,7,96,0,54,13.71,228,42.10,0,1,3,--,2,0,263,209,4,52.25,4.768,65.75,0,0,1/20,1/20
Dhiman Ghosh,23-11-1987,BANGLADESH,Right-hand bat,Off-break,"March 9,2008",Bangladesh v South Africa,14,12,126,3,30,14.00,201,62.68,0,0,9,1,9,4,--,--,--,--,--,--,--,--,,
Mohammad Dolar Mahmud,30-12-1988,BANGLADESH,Right-hand bat,Right-arm fast-medium,"June 8,2008",Bangladesh v Pakistan,7,4,61,0,41,15.25,44,138.6,0,0,5,4,--,--,210,258,8,32.25,7.371,26.25,0,0,4/28,4/28
Ehsanul Haque,01-12-1979,BANGLADESH,Right-hand bat,Off-break,"December 2,2002",Bangladesh v West Indies,6,6,57,0,20,9.500,129,44.18,0,0,6,0,--,--,141,113,3,37.66,4.808,47.00,0,0,2/34,2/34
Mohammad Elias Sunny,02-08-1986,BANGLADESH,Left-hand bat,Slow left-arm,"December 3,2011",Bangladesh v Pakistan,4,4,2,2,1*,1.000,11,18.18,0,0,0,0,--,--,204,161,5,32.20,4.735,40.80,0,0,2/18,2/18
Enamul Haque,27-02-1966,BANGLADESH,Left-hand bat,Slow left-arm,"April 28,1990",Bangladesh v New Zealand,29,26,236,5,32,11.23,479,49.26,0,0,17,0,6,0,1238,1083,19,57.00,5.248,65.15,0,0,2/40,2/40
Fahim Muntasir Rahman,01-11-1980,BANGLADESH,Right-hand bat,Off-break,"November 23,2001",Bangladesh v Zimbabwe,3,3,6,1,5,3.000,17,35.29,0,0,0,0,2,0,169,111,0,--,3.940,--,0,0,0/29,0/29
Faisal Hossain,26-10-1978,BANGLADESH,Left-hand bat,Slow left-arm,"May 19,2004",West Indies v Bangladesh,6,5,43,1,17,10.75,91,47.25,0,0,3,1,3,0,73,53,1,53.00,4.356,73.00,0,0,1/27,1/27
Farhad Reza,16-06-1986,BANGLADESH,Right-hand bat,Right-arm fast-medium,"July 30,2006",Zimbabwe v Bangladesh,34,31,412,6,50,16.48,636,64.77,0,1,39,8,13,0,1139,1017,22,46.22,5.357,51.77,1,0,5/42,5/42
Faruk Ahmed,24-07-1966,BANGLADESH,Right-hand bat,Off-break,"October 29,1988",Bangladesh v Pakistan,7,7,105,0,57,15.00,224,46.87,0,1,4,--,2,0,--,--,--,--,--,--,--,--,,
Gazi Ashraf Hossain,29-12-1960,BANGLADESH,Right-hand bat,Off-break,"March 31,1986",Bangladesh v Pakistan,7,7,59,0,18,8.428,209,28.22,0,0,--,--,1,0,51,33,2,16.50,3.882,25.50,0,0,1/7,1/7
Golam Faruq Chowdhury,24-07-1962,BANGLADESH,Right-hand bat,Right-arm fast-medium,"March 31,1986",Bangladesh v Pakistan,5,4,44,2,23*,22.00,104,42.30,0,0,--,--,--,--,186,116,2,58.00,3.741,93.00,0,0,1/22,1/22
Golam Mohammad Nousher,06-10-1964,BANGLADESH,Left-hand bat,Left-arm medium,"March 31,1986",Bangladesh v Pakistan,9,3,8,2,4,8.000,16,50.00,0,0,--,0,--,--,408,314,5,62.80,4.617,81.60,0,0,1/27,1/27
Qazi Habibul Bashar,17-08-1972,BANGLADESH,Right-hand bat,Off-break,"April 6,1995",Bangladesh v Sri Lanka,111,105,2168,5,78,21.68,3587,60.44,0,14,182,10,26,0,175,142,1,142.0,4.868,175.0,0,0,1/31,1/31
Abdul Hannan Sarkar,01-12-1982,BANGLADESH,Right-hand bat,Right-arm medium,"August 7,2002",Sri Lanka v Bangladesh,20,20,383,0,61,19.15,713,53.71,0,3,36,2,8,0,3,13,0,--,26.00,--,0,0,0/13,0/13
Mohammad Harunur Rashid,30-11-1968,BANGLADESH,Right-hand bat,Leg-break,"October 27,1988",Bangladesh v India,2,2,0,0,0,0.000,17,0.000,0,0,0,0,--,--,--,--,--,--,--,--,--,--,,
Mohammad Hasibul Hossain,03-06-1977,BANGLADESH,Right-hand bat,Right-arm fast-medium,"April 6,1995",Bangladesh v Sri Lanka,32,26,172,6,21*,8.600,247,69.63,0,0,8,3,6,0,1375,1338,29,46.13,5.838,47.41,0,0,4/56,4/56
Imrul Kayes,02-02-1987,BANGLADESH,Left-hand bat,NaN,"October 14,2008",Bangladesh v New Zealand,70,70,1998,1,112,28.95,2941,67.93,2,14,200,29,22,0,--,--,--,--,--,--,--,--,,
Jahangir Alam,05-03-1973,BANGLADESH,Right-hand bat,NaN,"October 10,1997",Kenya v Bangladesh,3,3,4,0,3,1.333,22,18.18,0,0,0,0,0,1,--,--,--,--,--,--,--,--,,
Mohammad Jahangir Alam Talukdar,04-12-1968,BANGLADESH,Right-hand bat,Left-arm medium,"April 30,1990",Australia v Bangladesh,2,1,7,1,7*,--,16,43.75,0,0,1,0,--,--,42,36,0,--,5.142,--,0,0,0/16,0/16
Jahangir Shah,19-07-1949,BANGLADESH,Right-hand bat,Right-arm fast-medium,"March 31,1986",Bangladesh v Pakistan,5,4,16,2,8*,8.000,26,61.53,0,0,--,--,1,0,234,172,2,86.00,4.410,117.0,0,0,2/23,2/23
Mohammad Jahurul Islam,12-12-1986,BANGLADESH,Right-hand bat,Off-break,"June 21,2010",Bangladesh v Pakistan,14,13,270,1,53,22.50,371,72.77,0,1,25,2,7,0,--,--,--,--,--,--,--,--,,
Jamaluddin Ahmed,05-01-1977,BANGLADESH,Right-hand bat,Off-break,"November 7,2003",Bangladesh v England,1,1,18,1,18*,--,28,64.28,0,0,2,0,1,0,24,28,0,--,7.000,--,0,0,0/28,0/28
Mohammad Javed Omar Belim,25-11-1976,BANGLADESH,Right-hand bat,Leg-break,"April 5,1995",Bangladesh v India,59,59,1312,4,85*,23.85,2528,51.89,0,10,139,5,12,0,--,--,--,--,--,--,--,--,,
Jubair Hossain,12-09-1995,BANGLADESH,Right-hand bat,Leg-break,"November 28,2014",Bangladesh v Zimbabwe,3,1,5,0,5,5.000,9,55.55,0,0,1,0,1,0,114,114,4,28.50,6.000,28.50,0,--,,
Mohammad Junaid Siddique,30-10-1987,BANGLADESH,Left-hand bat,Off-break,"December 26,2007",New Zealand v Bangladesh,54,53,1196,1,100,23.00,1753,68.22,1,6,118,7,23,0,12,13,0,--,6.500,--,0,0,0/2,0/2
Khaled Mahmud,26-07-1971,BANGLADESH,Right-hand bat,Right-arm medium,"January 10,1998",Bangladesh v India,77,72,991,3,50,14.36,1461,67.83,0,1,90,7,17,0,3385,2865,67,42.76,5.078,50.52,0,0,4/19,4/19
Khaled Mashud,08-02-1976,BANGLADESH,Right-hand bat,NaN,"April 5,1995",Bangladesh v India,126,110,1818,27,71*,21.90,3317,54.80,0,7,123,4,91,35,--,--,--,--,--,--,--,--,,
Liton Kumar Das,13-10-1994,BANGLADESH,Right-hand bat,NaN,"June 18,2015",Bangladesh v India,12,12,165,1,36,15.00,215,76.74,0,0,18,3,9,0,--,--,--,--,--,--,--,--,,
Mafizur Rahman,10-11-1978,BANGLADESH,Right-hand bat,Right-arm fast-medium,"July 22,1997",Sri Lanka v Bangladesh,4,4,53,1,16,17.66,104,50.96,0,0,2,--,1,0,66,73,0,--,6.636,--,0,0,0/1,0/1
Mahbubul Alam,01-12-1983,BANGLADESH,Right-hand bat,Right-arm medium-fast,"January 10,2009",Bangladesh v Zimbabwe,5,2,81,0,59,40.50,71,114.0,0,1,3,4,1,0,222,280,7,40.00,7.567,31.71,0,0,2/42,2/42
Mahbubur Rahman,01-02-1969,BANGLADESH,Right-hand bat,NaN,"March 25,1999",Bangladesh v Zimbabwe,1,1,3,0,3,3.000,8,37.50,0,0,0,0,--,--,--,--,--,--,--,--,--,--,,
Mohammad Mahmudullah,04-02-1986,BANGLADESH,Right-hand bat,Off-break,"July 25,2007",Sri Lanka v Bangladesh,153,133,3327,35,128*,33.94,4370,76.13,3,18,273,39,52,0,3726,3197,70,45.67,5.148,53.22,0,0,3/4,3/4
Mohammad Manjural Islam,07-11-1979,BANGLADESH,Left-hand bat,Left-arm fast-medium,"March 16,1999",Bangladesh v Pakistan,34,22,53,13,13,5.888,134,39.55,0,0,4,0,8,0,1591,1284,24,53.50,4.842,66.29,0,0,3/37,3/37
Mashrafe Bin Mortaza,05-10-1983,BANGLADESH,Right-hand bat,Right-arm fast-medium,"November 23,2001",Bangladesh v Zimbabwe,187,138,1616,22,51*,13.93,1833,88.16,0,1,141,53,56,0,9310,7421,238,31.18,4.782,39.11,1,0,6/26,6/26
Mohammad Mazharul Haque Chowdhuri,03-07-1980,BANGLADESH,Right-hand bat,Off-break,"September 19,2002",Australia v Bangladesh,1,1,3,0,3,3.000,18,16.66,0,0,0,0,--,--,4,4,0,--,6.000,--,0,0,0/4,0/4
Mehrab Hossain,22-09-1978,BANGLADESH,Right-hand bat,Right-arm medium,"May 14,1998",India v Bangladesh,18,18,449,0,101,24.94,763,58.84,1,2,48,3,6,0,30,42,0,--,8.400,--,0,0,0/5,0/5
Minhajul Abedin,25-09-1965,BANGLADESH,Right-hand bat,Off-break,"March 31,1986",Bangladesh v Pakistan,27,26,453,2,68*,18.87,876,51.71,0,2,25,--,2,0,546,511,13,39.30,5.615,42.00,0,0,2/39,2/39
Mohammad Mithun Ali,03-02-1990,BANGLADESH,Right-hand bat,NaN,"June 17,2014",Bangladesh v India,3,2,36,0,26,18.00,66,54.54,0,0,5,1,1,0,--,--,--,--,--,--,--,--,,
Mohammad Ashraful,09-09-1984,BANGLADESH,Right-hand bat,"Leg-break, Off-break","April 11,2001",Zimbabwe v Bangladesh,177,169,3468,13,109,22.23,4947,70.10,3,20,354,29,35,0,697,661,18,36.72,5.690,38.72,0,0,3/26,3/26
Mohammad Rafique,05-09-1970,BANGLADESH,Left-hand bat,Slow left-arm,"April 5,1995",Bangladesh v India,125,106,1191,17,77,13.38,1663,71.61,0,2,110,29,28,0,6414,4739,125,37.91,4.433,51.31,1,0,5/36,5/47
Mohammad Salim,15-10-1981,BANGLADESH,Right-hand bat,NaN,"April 17,2003",Bangladesh v South Africa,1,1,9,0,9,9.000,24,37.50,0,0,1,0,1,0,--,--,--,--,--,--,--,--,,
Mohammad Sharif,12-12-1985,BANGLADESH,Right-hand bat,Right-arm medium-fast,"April 7,2001",Zimbabwe v Bangladesh,9,9,53,5,13*,13.25,102,51.96,0,0,1,0,1,0,499,424,10,42.40,5.098,49.90,0,0,3/40,3/40
Mominul Haque,29-09-1991,BANGLADESH,Left-hand bat,Slow left-arm,"November 30,2012",Bangladesh v West Indies,26,24,543,1,60,23.60,728,74.58,0,3,59,1,4,0,216,175,7,25.00,4.861,30.85,0,0,2/13,2/13
AI Mohammad Moniruzzaman,25-10-1976,BANGLADESH,Right-hand bat,NaN,"November 10,2003",Bangladesh v England,2,2,1,0,1,0.500,20,5.000,0,0,0,0,--,--,--,--,--,--,--,--,--,--,,
Mohammad Morshed Ali Khan,14-05-1972,BANGLADESH,Left-hand bat,Left-arm medium,"May 14,1998",India v Bangladesh,3,1,2,1,2*,--,4,50.00,0,0,0,0,2,0,138,85,2,42.50,3.695,69.00,0,0,1/26,1/26
Khondaker Mosharraf Hossain,20-11-1981,BANGLADESH,Left-hand bat,Slow left-arm,"March 9,2008",Bangladesh v South Africa,5,5,26,1,8,6.500,75,34.66,0,0,0,0,1,0,198,147,4,36.75,4.454,49.50,0,0,1/26,1/26
Mohammad Mushfiqur Rahim,01-09-1988,BANGLADESH,Right-hand bat,NaN,"August 6,2006",Zimbabwe v Bangladesh,184,170,4718,27,117,32.99,6143,76.80,5,28,376,62,146,41,--,--,--,--,--,--,--,--,,
Mushfiqur Rahman,01-01-1980,BANGLADESH,Right-hand bat,Right-arm fast-medium,"May 30,2000",Bangladesh v India,28,25,360,3,49,16.36,690,52.17,0,0,29,1,6,0,1332,983,19,51.73,4.427,70.10,0,0,2/21,2/21
Mohammad Mustafizur Rahman,06-09-1995,BANGLADESH,Left-hand bat,Left-arm medium,"June 18,2015",Bangladesh v India,27,26,72,20,18*,12.00,138,52.17,0,0,8,0,6,0,2534,1958,102,19.19,4.636,24.84,6,--,,
Mohammad Naeem Islam,31-12-1986,BANGLADESH,Right-hand bat,Off-break,"October 9,2008",Bangladesh v New Zealand,59,51,975,15,84,27.08,1473,66.19,0,5,84,13,19,0,1743,1407,35,40.20,4.843,49.80,0,0,3/32,3/32
Mohammad Nafees Iqbal Khan,31-01-1985,BANGLADESH,Right-hand bat,Right-arm medium,"November 7,2003",Bangladesh v England,16,16,309,0,58,19.31,567,54.49,0,2,32,2,2,0,--,--,--,--,--,--,--,--,,
Naimur Rahman,19-09-1974,BANGLADESH,Right-hand bat,Off-break,"April 8,1995",Bangladesh v Pakistan,29,27,488,2,47,19.52,771,63.29,0,0,42,5,7,0,1094,904,10,90.40,4.958,109.4,0,0,2/51,2/51
Nasir Ahmed,01-01-1964,BANGLADESH,Right-hand bat,NaN,"October 27,1988",Bangladesh v India,7,4,25,2,11,12.50,62,40.32,0,0,0,--,1,1,--,--,--,--,--,--,--,--,,
Mohammad Nasir Hossain,30-11-1991,BANGLADESH,Right-hand bat,Off-break,"August 14,2011",Zimbabwe v Bangladesh,65,52,1281,8,100,29.11,1605,79.81,1,6,112,15,34,0,1256,988,24,41.16,4.719,52.33,0,0,2/3,2/3
Mohammad Nazimuddin Ahmed,01-10-1985,BANGLADESH,Right-hand bat,NaN,"March 12,2008",Bangladesh v South Africa,11,11,147,0,47,13.36,237,62.02,0,0,18,2,1,0,--,--,--,--,--,--,--,--,,
Mohammad Nazmul Hossain,05-10-1987,BANGLADESH,Right-hand bat,Right-arm fast-medium,"September 12,2004",Bangladesh v South Africa,38,21,35,13,6*,4.375,128,27.34,0,0,0,0,6,0,1649,1386,44,31.50,5.043,37.47,0,0,4/40,4/40
Mohammad Niamur Rashid,01-01-1975,BANGLADESH,Right-hand bat,Right-arm medium-fast,"March 25,1999",Bangladesh v Zimbabwe,2,2,5,1,4*,5.000,5,100.0,0,0,0,0,1,0,78,66,1,66.00,5.076,78.00,0,0,1/46,1/46
Nurul Abedin,07-09-1964,BANGLADESH,Right-hand bat,Right-arm medium,"March 31,1986",Bangladesh v Pakistan,4,4,15,0,13,3.750,55,27.27,0,0,--,--,--,--,--,--,--,--,--,--,--,--,,
Rafiqul Alam,04-10-1957,BANGLADESH,Right-hand bat,Right-arm medium,"March 31,1986",Bangladesh v Pakistan,2,2,24,0,14,12.00,53,45.28,0,0,--,--,--,--,--,--,--,--,--,--,--,--,,
Mohammad Rafiqul Islam Khan,07-11-1977,BANGLADESH,Right-hand bat,NaN,"October 9,2002",South Africa v Bangladesh,1,1,0,0,0,0.000,5,0.000,0,0,0,0,--,--,--,--,--,--,--,--,--,--,,
Khondokar Mohammad Rajin Saleh Alam,20-11-1983,BANGLADESH,Right-hand bat,Off-break,"September 9,2003",Pakistan v Bangladesh,43,43,1005,1,108*,23.92,1833,54.82,1,6,94,3,9,0,539,459,15,30.60,5.109,35.93,0,0,4/16,4/16
Raqibul Hasan,15-01-1953,BANGLADESH,Right-hand bat,NaN,"March 31,1986",Bangladesh v Pakistan,2,2,17,0,12,8.500,85,20.00,0,0,--,--,1,0,1,4,0,--,24.00,--,0,0,0/4,0/4
SK Robiul Islam,20-10-1986,BANGLADESH,Right-hand bat,Right-arm fast-medium,"May 3,2013",Zimbabwe v Bangladesh,3,1,0,1,0*,--,1,0.000,0,0,0,0,--,--,133,117,2,58.50,5.278,66.50,0,0,1/21,1/21
Mohammad Rubel Hossain,01-01-1990,BANGLADESH,Right-hand bat,Right-arm medium-fast,"January 14,2009",Bangladesh v Sri Lanka,85,43,116,22,17,5.523,200,58.00,0,0,12,2,13,0,3778,3555,107,33.22,5.645,35.30,1,0,6/26,6/26
Mohammad Sabbir Rahman,20-08-1991,BANGLADESH,Right-hand bat,Leg-break,"November 21,2014",Bangladesh v Zimbabwe,51,45,1027,5,65,25.67,1103,93.10,0,5,114,22,29,0,212,244,3,81.33,6.905,70.66,0,--,,
Mohammad Saiful Islam Khan,14-04-1969,BANGLADESH,Right-hand bat,Right-arm medium,"December 31,1990",Bangladesh v Sri Lanka,7,4,37,2,22*,18.50,59,62.71,0,0,3,0,--,--,303,256,6,42.66,5.069,50.50,0,0,4/36,4/36
Sajjad Ahmed,20-05-1974,BANGLADESH,Right-hand bat,Off-break,"April 5,1995",Bangladesh v India,2,2,15,0,11,7.500,46,32.60,0,0,0,0,--,--,--,--,--,--,--,--,--,--,,
Sheikh Salahuddin Ahmed,10-02-1969,BANGLADESH,Right-hand bat,Off-break,"July 16,1997",Bangladesh v Pakistan,6,5,24,3,12,12.00,136,17.64,0,0,--,--,--,--,246,249,4,62.25,6.073,61.50,0,0,2/48,2/48
Samiur Rahman,03-12-1953,BANGLADESH,Right-hand bat,Right-arm fast-medium,"March 31,1986",Bangladesh v Pakistan,2,2,4,0,4,2.000,7,57.14,0,0,--,0,1,0,60,30,0,--,3.000,--,0,0,0/15,0/15
Mohammad Sanwar Hossain,05-08-1973,BANGLADESH,Right-hand bat,Off-break,"January 10,1998",Bangladesh v India,27,27,290,2,52,11.60,597,48.57,0,1,23,0,11,0,383,327,10,32.70,5.122,38.30,0,0,3/49,3/49
Shafiuddin Ahmed,01-06-1973,BANGLADESH,Right-hand bat,Right-arm fast-medium,"October 11,1997",Bangladesh v Zimbabwe,11,10,22,6,11,5.500,66,33.33,0,0,0,--,--,--,495,426,11,38.72,5.163,45.00,0,0,3/42,3/42
Shafiul Islam,06-10-1989,BANGLADESH,Right-hand bat,Right-arm fast-medium,"January 4,2010",Bangladesh v Sri Lanka,56,31,126,11,24*,6.300,221,57.01,0,0,13,2,8,0,2342,2294,63,36.41,5.877,37.17,0,0,4/21,4/21
Kazi Shahadat Hossain,07-08-1986,BANGLADESH,Right-hand bat,Right-arm fast-medium,"March 17,2006",Bangladesh v Kenya,51,27,79,17,16*,7.900,151,52.31,0,0,7,1,5,0,2198,2143,47,45.59,5.849,46.76,0,0,3/34,3/34
Shaheedur Rahman Chowdhury,01-01-1963,BANGLADESH,Right-hand bat,NaN,"March 31,1986",Bangladesh v Pakistan,2,2,62,0,37,31.00,106,58.49,0,0,--,--,--,--,--,--,--,--,--,--,--,--,,
Mohammad Shahriar Hossain,01-06-1976,BANGLADESH,Right-hand bat,NaN,"October 10,1997",Kenya v Bangladesh,20,19,362,0,95,19.05,682,53.07,0,2,35,--,5,0,--,--,--,--,--,--,--,--,,
Shahriar Nafees Ahmed,25-01-1986,BANGLADESH,Left-hand bat,Slow left-arm,"June 21,2005",England v Bangladesh,75,75,2201,5,123*,31.44,3167,69.49,4,13,277,7,13,0,--,--,--,--,--,--,--,--,,
Shakib Al Hasan,24-03-1987,BANGLADESH,Left-hand bat,Slow left-arm,"August 6,2006",Zimbabwe v Bangladesh,185,174,5243,24,134*,34.95,6469,81.04,7,37,477,37,43,0,9343,6924,235,29.46,4.446,39.75,1,0,4/15,4/15
Mohammad Shamsur Rahman,05-06-1988,BANGLADESH,Right-hand bat,Right-arm medium,"October 31,2013",Bangladesh v New Zealand,10,10,266,0,96,26.60,350,76.00,0,2,23,9,3,0,6,13,0,--,13.00,--,0,--,,
Shariful Haque,15-01-1976,BANGLADESH,Right-hand bat,Off-break,"January 10,1998",Bangladesh v India,1,1,10,0,10,10.00,6,166.6,0,0,0,1,--,--,18,21,0,--,7.000,--,0,0,0/21,0/21
Shuvagata Hom Chowdhury,11-11-1986,BANGLADESH,Right-hand bat,Off-break,"August 16,2011",Zimbabwe v Bangladesh,4,3,70,1,35*,35.00,86,81.39,0,0,9,0,--,--,12,9,0,--,4.500,--,0,0,0/1,0/9
Mohammad Sohag Gazi,05-08-1991,BANGLADESH,Right-hand bat,Off-break,"November 30,2012",Bangladesh v West Indies,20,16,184,4,30,15.33,213,86.38,0,0,18,4,7,0,919,722,22,32.81,4.713,41.77,0,0,4/29,4/29
Soumya Sarkar,25-02-1993,BANGLADESH,Left-hand bat,Right-arm medium-fast,"December 1,2014",Bangladesh v Zimbabwe,32,31,967,3,127*,34.53,1001,96.60,1,6,122,19,15,0,78,70,0,--,5.384,--,0,--,,
Mohammad Suhrawadi Shuvo,21-11-1988,BANGLADESH,Right-hand bat,Slow left-arm,"March 2,2010",Bangladesh v England,17,10,98,3,20*,14.00,135,72.59,0,0,9,1,9,0,762,572,14,40.85,4.503,54.42,0,0,3/14,3/14
Syed Rasel,03-07-1984,BANGLADESH,Left-hand bat,Left-arm fast-medium,"August 31,2005",Sri Lanka v Bangladesh,52,27,81,11,15,5.062,185,43.78,0,0,7,0,8,0,2657,2051,61,33.62,4.631,43.55,0,0,4/22,4/22
Talha Jubair,10-12-1985,BANGLADESH,Right-hand bat,Right-arm medium,"September 23,2002",Bangladesh v New Zealand,6,5,5,3,4*,2.500,15,33.33,0,0,1,0,1,0,204,255,6,42.50,7.500,34.00,0,0,4/65,4/65
Tamim Iqbal Khan,20-03-1989,WORLD XI,Left-hand bat,Off-break,"February 9,2007",Zimbabwe v Bangladesh,179,177,6018,5,154,34.98,7690,78.25,9,41,668,76,42,0,6,13,0,--,13.00,--,0,0,0/1,0/1
Tapash Kumar Baisya,25-12-1982,BANGLADESH,Right-hand bat,Right-arm fast-medium,"August 4,2002",Sri Lanka v Bangladesh,56,41,336,13,35*,12.00,574,58.53,0,0,26,4,8,0,2608,2452,59,41.55,5.641,44.20,0,0,4/16,4/16
Mohammad Tareq Aziz Khan,04-09-1983,BANGLADESH,Right-hand bat,Right-arm medium-fast,"January 22,2002",Bangladesh v Pakistan,10,8,26,7,11*,26.00,73,35.61,0,0,2,0,4,0,465,424,13,32.61,5.471,35.76,0,0,3/19,3/19
Taskin Ahmed,03-04-1995,BANGLADESH,Left-hand bat,Right-arm fast-medium,"June 17,2014",Bangladesh v India,32,16,41,6,14,4.100,99,41.41,0,0,2,0,7,0,1413,1401,45,31.13,5.949,31.40,1,--,,
Sheikh Tushar Imran,10-12-1983,BANGLADESH,Right-hand bat,Right-arm medium,"November 23,2001",Bangladesh v Zimbabwe,41,40,574,0,65,14.35,970,59.17,0,2,67,1,6,0,126,103,1,103.0,4.904,126.0,0,0,1/24,1/24
Wahidul Gani,22-09-1958,BANGLADESH,Right-hand bat,Leg-break,"October 29,1988",Bangladesh v Pakistan,1,0,0,0,0,--,0,--,0,0,0,0,--,--,36,32,0,--,5.333,--,0,0,0/32,0/32
Zahid Razzak,02-08-1967,BANGLADESH,Right-hand bat,NaN,"October 27,1988",Bangladesh v India,3,3,14,0,6,4.666,44,31.81,0,0,0,0,--,--,--,--,--,--,--,--,--,--,,
Mohammad Zakir Hasan,01-12-1972,BANGLADESH,Right-hand bat,Right-arm fast-medium,"July 24,1997",Bangladesh v India,2,1,0,0,0,0.000,1,0.000,0,0,0,0,--,--,36,35,0,--,5.833,--,0,0,0/17,0/17
Mohammad Ziaur Rahman,02-12-1986,BANGLADESH,Right-hand bat,Right-arm fast-medium,"March 23,2013",Sri Lanka v Bangladesh,13,11,124,0,41,11.27,110,112.7,0,0,13,6,5,0,390,301,10,30.10,4.630,39.00,1,0,5/30,5/30
