Name,Date of birth,Team,Batting Style,Bowling Style,ODI Debut,Debut Team,Matches played,Innings,Total Run,Not Out,Highe Score,Batting Avg,Balls faced,Stick rate,100s,50s,4s,6s,Caught,Stumped,Balls,Runs,Wickets,Bowling Avg,Economy,Stick rate,5WI,10WM,BBI,BBM
Akshar Rajeshbhai Patel,20-01-1994,INDIA,Left-hand bat,Slow left-arm,"June 15,2014",Bangladesh v India,38,20,181,6,38*,12.92,190,95.26,0,0,8,8,15,0,1908,1409,45,31.31,4.430,42.40,0,--,,
Amay Ramsevak Khurasiya,18-05-1972,INDIA,Left-hand bat,Slow left-arm,"March 30,1999",India v Sri Lanka,12,11,149,0,57,13.54,188,79.25,0,1,14,2,3,0,--,--,--,--,--,--,--,--,,
Ambati Thirupathi Rayudu,23-09-1985,INDIA,Right-hand bat,Off-break,"July 24,2013",Zimbabwe v India,34,30,1055,9,124*,50.23,1383,76.28,2,6,90,13,11,0,108,111,3,37.00,6.166,36.00,0,0,0/9,0/9
Amit Bhandari,01-10-1978,INDIA,Right-hand bat,Right-arm fast-medium,"June 3,2000",India v Pakistan,2,1,0,1,0*,--,0,--,0,0,0,0,--,--,106,106,5,21.20,6.000,21.20,0,0,3/31,3/31
Amit Mishra,24-11-1982,INDIA,Right-hand bat,Leg-break,"April 13,2003",India v South Africa,36,11,43,3,14,5.375,82,52.43,0,0,4,0,5,0,1917,1511,64,23.60,4.729,29.95,2,0,6/48,6/48
Anil Kumble,17-10-1970,INDIA,Right-hand bat,Leg-break googly,"April 25,1990",India v Sri Lanka,271,136,938,47,26,10.53,1536,61.06,0,0,57,6,85,0,14496,10412,337,30.89,4.309,43.01,2,0,6/12,6/12
Anshuman Dattajirao Gaekwad,23-09-1952,INDIA,Right-hand bat,Off-break,"June 7,1975",England v India,15,14,269,1,78*,20.69,509,52.84,0,1,12,--,6,0,48,39,1,39.00,4.875,48.00,0,0,1/4,1/4
Arshad Ayub,02-08-1958,INDIA,Right-hand bat,Off-break,"December 8,1987",India v West Indies,32,17,116,7,31*,11.60,162,71.60,0,0,6,0,5,0,1769,1216,31,39.22,4.124,57.06,1,0,5/21,5/21
Jagdishlal Arun Lal,01-08-1955,INDIA,Right-hand bat,Right-arm medium,"January 27,1982",India v England,13,13,122,0,51,9.384,232,52.58,0,1,10,1,4,0,--,--,--,--,--,--,--,--,,
Ashish Nehra,29-04-1979,INDIA,Right-hand bat,Left-arm medium-fast,"June 24,2001",Zimbabwe v India,120,46,141,21,24,5.640,246,57.31,0,0,12,3,18,0,5751,4981,157,31.72,5.196,36.63,2,0,6/23,6/23
Ashok Bhimchandra Dinda,25-03-1984,INDIA,Right-hand bat,Right-arm medium-fast,"May 28,2010",Zimbabwe v India,13,5,21,0,16,4.200,36,58.33,0,0,1,0,1,0,594,612,12,51.00,6.181,49.50,0,0,2/9,2/9
Ashok Omprakash Malhotra,26-01-1957,INDIA,Right-hand bat,Right-arm medium,"January 27,1982",India v England,20,19,457,4,65,30.46,645,70.85,0,1,23,--,4,0,6,0,0,--,0.000,--,0,0,0/0,0/0
Ashok Vinoo Mankad,12-10-1946,INDIA,Right-hand bat,Right-arm medium,"July 15,1974",England v India,1,1,44,0,44,44.00,61,72.13,0,0,3,0,--,--,35,47,1,47.00,8.057,35.00,0,0,1/47,1/47
Ashok Kurjibhai Patel,06-03-1957,INDIA,Right-hand bat,Off-break,"September 28,1984",India v Australia,8,2,6,0,6,3.000,11,54.54,0,0,0,0,1,0,360,263,7,37.57,4.383,51.42,0,0,3/43,3/43
Atul Chandrakant Bedade,24-06-1966,INDIA,Left-hand bat,Right-arm medium,"April 13,1994",United Arab Emirates v India,13,10,158,3,51,22.57,183,86.33,0,1,11,5,4,0,--,--,--,--,--,--,--,--,,
Atul Satish Wassan,23-03-1968,INDIA,Right-hand bat,Right-arm fast-medium,"March 1,1990",New Zealand v India,9,6,33,2,16,8.250,56,58.92,0,0,2,0,2,0,426,283,11,25.72,3.985,38.72,0,0,3/28,3/28
Balwinder Singh Sandhu,03-08-1956,INDIA,Right-hand bat,Right-arm medium-fast,"December 3,1982",Pakistan v India,22,7,51,3,16*,12.75,78,65.38,0,0,1,0,5,0,1110,763,16,47.68,4.124,69.37,0,0,3/27,3/27
Bhagwat Subramanya Chandrasekhar,17-05-1945,INDIA,Right-hand bat,Leg-break,"February 22,1976",New Zealand v India,1,1,11,1,11*,--,13,84.61,0,0,--,--,--,--,42,36,3,12.00,5.142,14.00,0,0,3/25,3/36
Bharathi Arun,14-12-1962,INDIA,Right-hand bat,Right-arm medium,"December 24,1986",India v Sri Lanka,4,3,21,1,8,10.50,32,65.62,0,0,2,0,--,--,102,103,1,103.0,6.058,102.0,0,0,1/26,1/40
Bharath Reddy,12-11-1954,INDIA,Right-hand bat,NaN,"November 3,1978",Pakistan v India,3,4,22,4,8*,--,40,55.00,0,0,2,0,2,0,--,--,--,--,--,--,--,--,,
Bhupinder Singh,01-04-1965,INDIA,Right-hand bat,Right-arm fast-medium,"April 13,1994",United Arab Emirates v India,2,1,6,0,6,6.000,13,46.15,0,0,0,0,--,--,102,78,3,26.00,4.588,34.00,0,0,3/34,3/34
Bhuvneshwar Kumar Singh,05-02-1990,INDIA,Right-hand bat,Right-arm fast-medium,"December 30,2012",India v Pakistan,86,40,379,14,53*,14.57,497,76.25,0,1,34,5,23,0,4144,3448,90,38.31,4.992,46.04,1,0,4/8,4/8
Bishan Singh Bedi,25-09-1946,INDIA,Right-hand bat,Slow left-arm,"July 13,1974",England v India,10,7,31,2,13,6.200,70,44.28,0,0,0,0,4,0,576,340,7,48.57,3.541,82.28,0,0,2/21,2/26
Brijesh Pursuram Patel,24-11-1952,INDIA,Right-hand bat,Off-break,"July 13,1974",England v India,10,9,243,1,82,30.37,399,60.90,0,1,21,2,1,0,--,--,--,--,--,--,--,--,,
Chandrakant Sitaram Pandit,30-09-1961,INDIA,Right-hand bat,NaN,"April 10,1986",India v New Zealand,36,23,290,9,33*,20.71,400,72.50,0,0,15,--,15,15,--,--,--,--,--,--,--,--,,
Chetandra Pratap Singh Chauhan,21-07-1947,INDIA,Right-hand bat,Off-break,"October 1,1978",Pakistan v India,7,7,153,0,46*,21.85,301,50.83,0,0,4,--,3,0,--,--,--,--,--,--,--,--,,
Chetan Sharma,03-01-1966,INDIA,Right-hand bat,Right-arm fast-medium,"December 7,1983",India v West Indies,65,35,456,16,101*,24.00,504,90.47,1,0,31,4,7,0,2835,2336,67,34.86,4.943,42.31,0,0,3/22,3/22
Cheteshwar Arvindbhai Pujara,25-01-1988,INDIA,Right-hand bat,Leg-break,"August 1,2013",Zimbabwe v India,5,5,51,0,27,10.20,130,39.23,0,0,4,0,--,--,--,--,--,--,--,--,--,--,,
Debasis Sarbeswar Mohanty,20-07-1976,INDIA,Right-hand bat,Right-arm medium,"September 13,1997",India v Pakistan,45,11,28,6,18*,5.600,57,49.12,0,0,1,0,10,0,1996,1662,57,29.15,4.996,35.01,0,0,4/56,4/56
Deep Biplab Dasgupta,07-06-1977,INDIA,Right-hand bat,NaN,"October 5,2001",South Africa v India,5,4,51,1,24*,17.00,82,62.19,0,0,6,0,2,1,--,--,--,--,--,--,--,--,,
Devang Jayant Gandhi,06-09-1971,INDIA,Right-hand bat,Right-arm medium,"November 17,1999",India v New Zealand,3,3,49,0,30,16.33,97,50.51,0,0,8,0,--,--,--,--,--,--,--,--,--,--,,
Dhawal Sunil Kulkarni,10-12-1988,INDIA,Right-hand bat,Right-arm medium,"September 2,2014",England v India,12,2,27,2,25*,--,28,96.42,0,0,2,1,2,0,598,508,19,26.73,5.097,31.47,0,--,,
Dilip Rasiklal Doshi,22-12-1947,INDIA,Left-hand bat,Slow left-arm,"December 6,1980",Australia v India,15,5,9,2,5*,3.000,20,45.00,0,0,0,0,3,0,792,524,22,23.81,3.969,36.00,0,0,4/30,4/30
Dilip Balwant Vengsarkar,06-04-1956,INDIA,Right-hand bat,Right-arm medium,"February 21,1976",New Zealand v India,129,120,3508,19,105,34.73,5179,67.73,1,23,220,16,37,0,6,4,0,--,4.000,--,0,0,0/3,0/3
Krishankumar Dinesh Karthik,01-06-1985,INDIA,Right-hand bat,Off-break,"September 5,2004",England v India,79,67,1496,17,79,29.92,2055,72.79,0,9,154,12,53,7,--,--,--,--,--,--,--,--,,
Dinesh Mongia,17-04-1977,INDIA,Left-hand bat,Slow left-arm,"March 28,2001",India v Australia,57,51,1230,7,159*,27.95,1721,71.47,1,4,122,8,21,0,640,571,14,40.78,5.353,45.71,0,0,3/31,3/31
Doddanarasiah Ganesh,30-06-1973,INDIA,Right-hand bat,Right-arm medium,"February 15,1997",Zimbabwe v India,1,1,4,0,4,4.000,8,50.00,0,0,0,0,--,--,30,20,1,20.00,4.000,30.00,0,0,1/20,1/20
Eknath Dhondu Solkar,18-03-1948,INDIA,Left-hand bat,"Left-arm medium, Slow left-arm","July 13,1974",England v India,7,6,27,0,13*,4.500,79,34.17,0,0,2,0,2,0,228,169,4,42.25,4.447,57.00,0,0,2/31,2/31
Farokh Manecksha Engineer,25-02-1938,INDIA,Right-hand bat,Leg-break,"July 13,1974",England v India,5,4,114,1,54*,38.00,195,58.46,0,1,13,0,3,1,--,--,--,--,--,--,--,--,,
Gagan Kishanlal Khoda,24-10-1974,INDIA,Right-hand bat,Off-break,"May 14,1998",India v Bangladesh,2,2,115,0,89,57.50,185,62.16,0,1,11,0,--,--,--,--,--,--,--,--,--,--,,
Gautam Gambhir,14-10-1981,INDIA,Left-hand bat,Leg-break,"April 11,2003",Bangladesh v India,147,143,5238,11,150*,39.68,6144,85.25,11,34,562,17,36,0,6,13,0,--,13.00,--,0,0,0/4,0/4
Ghulam Ahmed Parkar,25-10-1955,INDIA,Right-hand bat,Right-arm medium,"June 2,1982",England v India,10,10,165,1,42,18.33,332,49.69,0,0,9,--,4,0,--,--,--,--,--,--,--,--,,
Gopal Krishna Bose,20-05-1947,INDIA,Right-hand bat,Off-break,"July 15,1974",England v India,1,1,13,0,13,13.00,18,72.22,0,0,1,0,--,--,66,39,1,39.00,3.545,66.00,0,0,1/39,1/39
Gopal Sharma,03-08-1960,INDIA,Right-hand bat,Off-break,"August 25,1985",Sri Lanka v India,11,2,11,0,7,5.500,24,45.83,0,0,0,0,2,0,486,361,10,36.10,4.456,48.60,0,0,3/29,3/29
Gundappa Rangnath Viswanath,12-02-1949,INDIA,Right-hand bat,Leg-break,"July 13,1974",England v India,25,23,439,1,75*,19.95,830,52.89,0,2,30,--,3,0,--,--,--,--,--,--,--,--,,
Gursharan Singh,08-03-1963,INDIA,Right-hand bat,NaN,"March 8,1990",Australia v India,1,1,4,0,4,4.000,10,40.00,0,0,0,0,1,0,--,--,--,--,--,--,--,--,,
Gyanendrakumar Kedarnath Pandey,12-08-1972,INDIA,Left-hand bat,Slow left-arm,"March 24,1999",India v Pakistan,2,2,4,1,4*,4.000,11,36.36,0,0,0,0,--,--,78,60,0,--,4.615,--,0,0,0/21,0/21
Harbhajan Singh,03-07-1980,INDIA,Right-hand bat,Off-break,"April 17,1998",India v New Zealand,236,128,1237,35,49*,13.30,1526,81.06,0,0,92,35,71,0,12479,8973,269,33.35,4.314,46.39,3,0,5/13,5/18
Harvinder Singh,23-12-1977,INDIA,Right-hand bat,Right-arm fast-medium,"September 13,1997",India v Pakistan,16,5,6,1,3*,1.500,19,31.57,0,0,0,0,6,0,686,609,24,25.37,5.326,28.58,0,0,3/44,3/44
Hemang Kamal Badani,14-11-1976,INDIA,Left-hand bat,Slow left-arm,"May 30,2000",Bangladesh v India,40,36,867,10,100,33.34,1180,73.47,1,4,68,10,13,0,183,149,3,49.66,4.885,61.00,0,0,1/7,1/7
Hrishikesh Hemant Kanitkar,14-11-1974,INDIA,Left-hand bat,Off-break,"December 25,1997",India v Sri Lanka,34,27,339,8,57,17.84,512,66.21,0,1,25,1,14,0,1006,803,17,47.23,4.789,59.17,0,0,2/22,2/22
Irfan Khan Pathan,27-10-1984,INDIA,Left-hand bat,Left-arm medium-fast,"January 9,2004",Australia v India,120,87,1544,21,83,23.39,1941,79.54,0,5,143,37,21,0,5855,5142,173,29.72,5.269,33.84,2,0,5/27,5/27
Ishant Sharma,02-09-1988,INDIA,Right-hand bat,Right-arm fast-medium,"June 29,2007",India v South Africa,80,28,72,13,13*,4.800,203,35.46,0,0,6,0,19,0,3733,3563,115,30.98,5.726,32.46,0,0,4/34,4/34
Jacob Joseph Martin,11-05-1972,INDIA,Right-hand bat,Leg-break googly,"September 11,1999",India v West Indies,10,8,158,1,39,22.57,331,47.73,0,0,15,0,6,0,--,--,--,--,--,--,--,--,,
Jatin Vasudev Paranjpe,17-04-1972,INDIA,Left-hand bat,Slow left-arm,"May 28,1998",India v Kenya,4,4,54,1,27,18.00,91,59.34,0,0,3,1,2,0,--,--,--,--,--,--,--,--,,
Javagal Srinath,31-08-1969,INDIA,Right-hand bat,Right-arm fast-medium,"October 18,1991",India v Pakistan,229,121,883,38,53,10.63,1109,79.62,0,1,62,17,32,0,11935,8847,315,28.08,4.447,37.88,3,0,5/23,5/23
Jaydev Dipakbhai Unadkat,18-10-1991,INDIA,Right-hand bat,Left-arm fast-medium,"July 24,2013",Zimbabwe v India,7,0,0,0,0*,--,0,--,0,0,0,0,--,--,312,209,8,26.12,4.019,39.00,0,0,4/41,4/41
Joginder Sharma,23-10-1983,INDIA,Right-hand bat,Right-arm fast-medium,"December 23,2004",Bangladesh v India,4,3,35,2,29*,35.00,30,116.6,0,0,5,0,3,0,150,115,1,115.0,4.600,150.0,0,0,1/10,1/10
Jai Prakash Yadav,07-08-1974,INDIA,Right-hand bat,Right-arm medium,"November 6,2002",India v West Indies,12,7,81,3,69,20.25,123,65.85,0,1,11,1,3,0,396,326,6,54.33,4.939,66.00,0,0,2/32,2/32
Kapil Dev Ramlal Nikhanj,06-01-1959,INDIA,Right-hand bat,Right-arm fast-medium,"October 1,1978",Pakistan v India,225,198,3783,39,175*,23.79,3932,96.21,1,14,281,59,71,0,11202,6945,253,27.45,3.719,44.27,1,0,5/28,5/43
Karn Vinod Sharma,23-10-1987,INDIA,Left-hand bat,Leg-break googly,"November 13,2014",India v Sri Lanka,2,0,0,0,0,--,0,--,0,0,0,0,3,0,114,125,0,--,6.578,--,0,--,,
Karsan Devjibhai Ghavri,28-02-1951,INDIA,Left-hand bat,"Left-arm medium, Slow left-arm","June 7,1975",England v India,19,16,114,6,20*,11.40,194,58.76,0,0,6,--,2,0,1033,708,15,47.20,4.112,68.86,0,0,3/40,3/40
Karun Kaladharan Nair,06-12-1991,INDIA,Right-hand bat,Off-break,"June 11,2016",Zimbabwe v India,2,2,46,0,39,23.00,88,52.27,0,0,6,0,--,--,--,--,--,--,--,--,--,--,,
Kedar Mahadeo Jadhav,26-03-1985,INDIA,Right-hand bat,Off-break,"November 16,2014",India v Sri Lanka,40,27,798,7,120,39.90,732,109.0,2,3,85,15,19,0,593,512,16,32.00,5.180,37.06,0,--,,
Kiran Shankar More,04-09-1962,INDIA,Right-hand bat,NaN,"December 5,1984",India v England,94,65,563,22,42*,13.09,808,69.67,0,0,42,3,63,27,--,--,--,--,--,--,--,--,,
Kirtivardhan Bhagwat Jha Azad,02-01-1959,INDIA,Right-hand bat,Off-break,"December 6,1980",Australia v India,25,21,269,2,39*,14.15,381,70.60,0,0,18,8,7,0,390,273,7,39.00,4.200,55.71,0,0,2/48,2/48
Krishnamachari Srikkanth,21-12-1959,INDIA,Right-hand bat,Right-arm medium,"November 25,1981",India v England,146,145,4091,4,123,29.01,5662,72.25,4,27,396,32,42,0,712,641,25,25.64,5.401,28.48,2,0,5/27,5/27
Kuldeep Yadav,14-12-1994,INDIA,Left-hand bat,Chinaman,"June 23,2017",West Indies v India,20,7,23,5,19,11.50,37,62.16,0,0,4,0,2,0,976,781,39,20.02,4.801,25.02,0,--,,
Lakshmipathy Balaji,27-09-1981,INDIA,Right-hand bat,Right-arm fast-medium,"November 18,2002",India v West Indies,30,16,120,6,21*,12.00,152,78.94,0,0,8,3,11,0,1447,1344,34,39.52,5.572,42.55,0,0,4/13,4/13
Lalchand Sitaram Rajput,18-12-1961,INDIA,Right-hand bat,"Right-arm medium, Off-break","January 23,1985",India v England,4,4,9,1,8,3.000,31,29.03,0,0,0,0,2,0,42,42,0,--,6.000,--,0,0,0/18,0/18
Laxman Sivaramakrishnan,31-12-1965,INDIA,Right-hand bat,Leg-break googly,"February 20,1985",India v Pakistan,16,4,5,2,2*,2.500,24,20.83,0,0,0,0,7,0,756,538,15,35.86,4.269,50.40,0,0,3/35,3/35
Laxmi Ratan Shukla,06-05-1981,INDIA,Right-hand bat,Right-arm medium,"March 22,1999",India v Sri Lanka,3,2,18,0,13*,9.000,19,94.73,0,0,1,0,1,0,114,94,1,94.00,4.947,114.0,0,0,1/5,1/5
Madan Lal Udhouram Sharma,20-03-1951,INDIA,Right-hand bat,Right-arm medium,"July 13,1974",England v India,67,35,401,14,53*,19.09,606,66.17,0,1,18,--,18,0,3142,2137,73,29.27,4.080,43.04,0,0,4/20,4/20
Mahendra Singh Dhoni,07-07-1981,INDIA,Right-hand bat,Right-arm medium,"December 23,2004",Bangladesh v India,318,273,9967,79,183*,51.37,11276,88.39,10,67,770,217,297,107,36,31,1,31.00,5.166,36.00,0,0,1/14,1/14
Maninder Singh,13-06-1965,INDIA,Right-hand bat,Slow left-arm,"January 21,1983",Pakistan v India,59,18,49,14,8*,12.25,90,54.44,0,0,1,0,18,0,3133,2066,66,31.30,3.956,47.46,0,0,4/22,4/22
Manoj Prabhakar,15-04-1963,INDIA,Right-hand bat,Right-arm medium,"April 8,1984",India v Sri Lanka,130,98,1858,21,106,24.12,3083,60.26,2,11,156,--,27,0,6360,4534,157,28.87,4.277,40.50,2,0,5/33,5/33
Manoj Kumar Tiwary,14-11-1985,INDIA,Right-hand bat,Leg-break googly,"February 3,2008",Australia v India,12,12,287,1,104*,26.09,403,71.21,1,1,24,3,4,0,132,150,5,30.00,6.818,26.40,0,0,4/61,4/61
Manpreet Singh Gony,04-01-1984,INDIA,Right-hand bat,Right-arm medium,"June 25,2008",Hong Kong v India,2,0,0,0,0*,--,0,--,0,0,0,0,--,--,78,76,2,38.00,5.846,39.00,0,0,2/11,2/11
Margashayam Venkataramana,24-04-1966,INDIA,Right-hand bat,Off-break,"December 17,1988",India v New Zealand,1,1,0,1,0*,--,0,--,0,0,0,0,--,--,60,36,2,18.00,3.600,30.00,0,0,2/36,2/36
Mohammad Azharuddin,08-02-1963,INDIA,Right-hand bat,Right-arm medium,"January 20,1985",India v England,334,308,9378,54,153*,36.92,12673,73.99,7,58,618,74,156,0,552,479,12,39.91,5.206,46.00,0,0,3/19,3/19
Mohammad Kaif,01-12-1980,INDIA,Right-hand bat,Off-break,"January 28,2002",India v England,125,110,2753,24,111*,32.01,3822,72.03,2,17,228,9,55,0,--,--,--,--,--,--,--,--,,
Mohammed Shami,03-09-1990,INDIA,Right-hand bat,Right-arm fast-medium,"January 6,2013",India v Pakistan,50,23,116,12,25,10.54,133,87.21,0,0,8,6,16,0,2525,2309,91,25.37,5.486,27.74,0,0,4/35,4/35
Mohinder Amarnath Bhardwaj,24-09-1950,INDIA,Right-hand bat,Right-arm medium,"June 7,1975",England v India,85,75,1924,12,102*,30.53,3252,59.16,2,13,114,0,23,0,2702,1971,46,42.84,4.376,58.73,0,0,3/12,3/12
Mohit Sharma,18-09-1988,INDIA,Right-hand bat,Right-arm fast-medium,"August 1,2013",Zimbabwe v India,26,9,31,5,11,7.750,66,46.96,0,0,5,0,6,0,1121,1020,31,32.90,5.459,36.16,0,0,2/14,2/14
Mannava Sri Kanth Prasad,24-04-1975,INDIA,Right-hand bat,NaN,"May 14,1998",India v Bangladesh,17,11,131,2,63,14.55,225,58.22,0,1,11,0,14,7,--,--,--,--,--,--,--,--,,
Munaf Musa Patel,12-07-1983,INDIA,Right-hand bat,Right-arm medium-fast,"April 3,2006",India v England,70,27,74,16,15*,6.727,111,66.66,0,0,7,1,11,0,3154,2603,86,30.26,4.951,36.67,0,0,4/20,4/20
Murali Kartik,11-09-1976,INDIA,Left-hand bat,Slow left-arm,"March 16,2002",India v Zimbabwe,37,14,126,5,32*,14.00,178,70.78,0,0,10,1,10,0,1907,1612,37,43.56,5.071,51.54,1,0,6/27,6/27
Murali Vijay,01-04-1984,INDIA,Right-hand bat,Off-break,"February 27,2010",India v South Africa,17,16,339,0,72,21.18,506,66.99,0,1,33,3,9,0,36,37,1,37.00,6.166,36.00,0,--,,
Naman Vijaykumar Ojha,20-07-1983,INDIA,Right-hand bat,Right-arm medium-fast,"June 5,2010",India v Sri Lanka,1,1,1,0,1,1.000,7,14.28,0,0,0,0,0,1,--,--,--,--,--,--,--,--,,
Narendra Deepchand Hirwani,18-10-1968,INDIA,Right-hand bat,Leg-break googly,"January 22,1988",India v West Indies,18,7,8,3,4,2.000,29,27.58,0,0,0,0,2,0,960,719,23,31.26,4.493,41.73,0,0,4/43,4/43
Navjot Singh Sidhu,20-10-1963,INDIA,Right-hand bat,Right-arm medium,"October 9,1987",India v Australia,136,127,4413,8,134*,37.08,6329,69.72,6,33,335,44,20,0,4,3,0,--,4.500,--,0,0,0/1,0/1
Nayan Ramlal Mongia,19-12-1969,INDIA,Right-hand bat,NaN,"February 15,1994",India v Sri Lanka,140,96,1272,33,69,20.19,1845,68.94,0,2,95,8,110,44,--,--,--,--,--,--,--,--,,
Nikhil Chopra,26-12-1973,INDIA,Right-hand bat,Off-break,"May 28,1998",India v Kenya,39,26,310,6,61,15.50,498,62.24,0,1,15,5,16,0,1835,1286,46,27.95,4.204,39.89,1,0,5/21,5/21
Nilesh Moreshwar Kulkarni,03-04-1973,INDIA,Left-hand bat,Slow left-arm,"July 26,1997",Sri Lanka v India,10,5,11,3,5*,5.500,20,55.00,0,0,0,0,2,0,402,357,11,32.45,5.328,36.54,0,0,3/27,3/27
Noel Arthur David,26-02-1971,INDIA,Right-hand bat,Off-break,"April 27,1997",West Indies v India,4,2,9,2,8*,--,10,90.00,0,0,0,0,--,--,192,133,4,33.25,4.156,48.00,0,0,3/21,3/21
Pankaj Dharmani,27-09-1974,INDIA,Right-hand bat,NaN,"October 23,1996",India v South Africa,1,1,8,0,8,8.000,8,100.0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,,
Pankaj Singh,06-05-1985,INDIA,Right-hand bat,Right-arm medium,"June 5,2010",India v Sri Lanka,1,1,3,1,3*,--,3,100.0,0,0,0,0,1,0,42,45,0,--,6.428,--,0,0,0/12,0/12
Paras Laxmikant Mhambrey,20-06-1972,INDIA,Right-hand bat,Right-arm medium,"May 23,1996",England v India,3,1,7,1,7*,--,5,140.0,0,0,1,0,--,--,126,120,3,40.00,5.714,42.00,0,0,2/69,2/69
Parthasarathy Harishchandra Sharma,05-01-1948,INDIA,Right-hand bat,Right-arm medium,"February 21,1976",New Zealand v India,2,2,20,0,14,10.00,39,51.28,0,0,--,--,--,--,--,--,--,--,--,--,--,--,,
Parthiv Ajaybhai Patel,09-03-1985,INDIA,Left-hand bat,Off-break,"January 4,2003",New Zealand v India,38,34,736,3,95,23.74,962,76.50,0,4,79,7,30,9,--,--,--,--,--,--,--,--,,
Parvez Rasool Zarghav,13-02-1989,INDIA,Right-hand bat,Off-break,"June 15,2014",Bangladesh v India,1,0,0,0,0*,--,0,--,0,0,0,0,--,--,60,60,2,30.00,6.000,30.00,0,--,,
Piyush Pramod Chawla,24-12-1988,INDIA,Left-hand bat,Leg-break googly,"May 12,2007",Bangladesh v India,25,12,38,5,13*,5.428,58,65.51,0,0,3,0,9,0,1312,1117,32,34.90,5.108,41.00,0,0,4/17,4/17
Pochiah Krishnamurthy,12-07-1947,INDIA,Right-hand bat,Leg-break,"February 22,1976",New Zealand v India,1,1,6,0,6,6.000,13,46.15,0,0,--,--,1,1,--,--,--,--,--,--,--,--,,
Pragyan Prayish Ojha,05-09-1986,INDIA,Left-hand bat,Slow left-arm,"June 28,2008",Bangladesh v India,18,10,46,8,16*,23.00,112,41.07,0,0,3,0,7,0,876,652,21,31.04,4.465,41.71,0,0,4/21,4/21
Prashant Sridhar Vaidya,23-09-1967,INDIA,Right-hand bat,Right-arm medium-fast,"February 22,1995",Australia v India,4,2,15,0,12,7.500,12,125.0,0,0,2,0,2,0,184,174,4,43.50,5.673,46.00,0,0,2/41,2/41
Pravin Kalyan Amre,14-08-1968,INDIA,Right-hand bat,Leg-break,"November 10,1991",India v South Africa,37,30,513,5,84*,20.52,799,64.20,0,2,28,2,12,0,2,4,0,--,12.00,--,0,0,0/4,0/4
