Name,Date of birth,Team,Batting Style,Bowling Style,ODI Debut,Debut Team,Matches played,Innings,Total Run,Not Out,Highe Score,Batting Avg,Balls faced,Stick rate,100s,50s,4s,6s,Caught,Stumped,Balls,Runs,Wickets,Bowling Avg,Economy,Stick rate,5WI,10WM,BBI,BBM
David John White,26-06-1961,NEW ZEALAND,Right-hand bat,Off-break,"November 2,1990",Pakistan v New Zealand,3,3,37,0,15,12.33,97,38.14,0,0,1,0,1,0,--,--,--,--,--,--,--,--,,
Dayle Robert Hadlee,06-01-1948,NEW ZEALAND,Right-hand bat,Right-arm medium-fast,"February 11,1973",New Zealand v Pakistan,11,7,40,2,20,8.000,85,47.05,0,0,3,0,2,0,540,364,20,18.20,4.044,27.00,0,0,4/30,4/34
Dean Graham Brownlie,30-07-1984,NEW ZEALAND,Right-hand bat,Right-arm medium,"February 3,2012",New Zealand v Zimbabwe,16,15,361,1,63,25.78,486,74.27,0,1,46,1,6,0,--,--,--,--,--,--,--,--,,
Derek Alexander Stirling,05-10-1961,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"March 31,1984",Sri Lanka v New Zealand,6,5,21,2,13*,7.000,39,53.84,0,0,1,0,3,0,246,207,6,34.50,5.048,41.00,0,0,2/29,2/29
Dion Joseph Nash,20-11-1971,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"October 31,1992",Zimbabwe v New Zealand,81,53,624,13,42,15.60,940,66.38,0,0,28,5,25,0,3416,2622,64,40.96,4.605,53.37,0,0,4/38,4/38
Dipak Narshibhai Patel,25-10-1958,NEW ZEALAND,Right-hand bat,Off-break,"March 18,1987",New Zealand v West Indies,75,63,623,10,71,11.75,868,71.77,0,1,37,7,23,0,3251,2261,45,50.24,4.172,72.24,0,0,3/22,3/22
Douglas Andrew John Bracewell,28-09-1990,NEW ZEALAND,Right-hand bat,Right-arm medium,"October 20,2011",Zimbabwe v New Zealand,16,9,79,2,30,11.28,135,58.51,0,0,4,0,3,0,794,667,22,30.31,5.040,36.09,0,0,3/18,3/25
Ervin Bruce McSweeney,08-03-1957,NEW ZEALAND,Right-hand bat,NaN,"January 9,1986",Australia v New Zealand,16,14,73,5,18*,8.111,119,61.34,0,0,3,2,14,3,--,--,--,--,--,--,--,--,,
Evan John Gray,18-11-1954,NEW ZEALAND,Right-hand bat,Slow left-arm,"November 4,1984",Sri Lanka v New Zealand,10,7,98,1,38,16.33,230,42.60,0,0,6,0,3,0,386,286,8,35.75,4.445,48.25,0,0,2/19,2/26
Ewen John Chatfield,03-07-1950,NEW ZEALAND,Right-hand bat,Right-arm medium-fast,"June 16,1979",New Zealand v West Indies,114,48,118,37,19*,10.72,336,35.11,0,0,5,--,19,0,6065,3618,140,25.84,3.579,43.32,1,0,5/34,5/34
Ewen Paul Thompson,17-12-1979,NEW ZEALAND,Left-hand bat,Left-arm fast-medium,"March 11,2009",New Zealand v India,1,0,0,0,0,--,0,--,0,0,0,0,--,--,24,42,0,--,10.50,--,0,0,0/42,0/42
Gareth James Hopkins,24-11-1976,NEW ZEALAND,Right-hand bat,NaN,"June 29,2004",England v New Zealand,26,17,236,1,45,14.75,312,75.64,0,0,19,2,27,1,--,--,--,--,--,--,--,--,,
Gary Keith Robertson,15-07-1960,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"February 15,1981",New Zealand v India,10,6,49,0,17,8.166,48,102.0,0,0,0,--,2,0,498,321,6,53.50,3.867,83.00,0,0,2/29,2/29
Gary Bertram Troup,03-10-1952,NEW ZEALAND,Right-hand bat,Left-arm fast-medium,"October 16,1976",Pakistan v New Zealand,22,12,101,8,39,25.25,140,72.14,0,0,7,2,2,0,1166,791,32,24.71,4.070,36.43,0,0,4/19,4/19
Gavin Rolf Larsen,27-09-1962,NEW ZEALAND,Right-hand bat,Right-arm medium,"March 1,1990",New Zealand v India,121,70,629,27,37,14.62,970,64.84,0,0,29,9,23,0,6368,4000,113,35.39,3.768,56.35,0,0,4/24,4/24
Geoffrey Ian Allott,24-12-1971,NEW ZEALAND,Right-hand bat,Left-arm fast-medium,"February 26,1997",New Zealand v England,31,11,17,6,7*,3.400,56,30.35,0,0,0,0,5,0,1528,1207,52,23.21,4.739,29.38,0,0,4/35,4/35
Geoffrey Philip Howarth,29-03-1951,NEW ZEALAND,Right-hand bat,Off-break,"March 8,1975",New Zealand v England,70,65,1384,5,76,23.06,2301,60.14,0,6,112,--,16,0,90,68,3,22.66,4.533,30.00,0,0,1/4,1/4
Glen Paul Sulzberger,14-03-1973,NEW ZEALAND,Left-hand bat,Off-break,"September 27,2000",Zimbabwe v New Zealand,3,2,9,1,6*,9.000,15,60.00,0,0,0,0,--,--,132,102,3,34.00,4.636,44.00,0,0,1/28,1/28
Glenn Maitland Turner,26-05-1947,NEW ZEALAND,Right-hand bat,Off-break,"February 11,1973",New Zealand v Pakistan,41,40,1598,6,171*,47.00,2303,69.38,3,9,153,4,13,0,6,0,0,--,0.000,--,0,0,0/0,0/0
Graeme William Aldridge,15-11-1977,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"October 22,2011",Zimbabwe v New Zealand,2,0,0,0,0,--,0,--,0,0,0,0,--,--,114,98,1,98.00,5.157,114.0,0,0,1/45,1/45
Graham Ellery Vivian,28-02-1946,NEW ZEALAND,Left-hand bat,Leg-break,"February 11,1973",New Zealand v Pakistan,1,1,14,0,14,14.00,30,46.66,0,0,--,--,--,--,--,--,--,--,--,--,--,--,,
Grant Eric Bradburn,26-05-1966,NEW ZEALAND,Right-hand bat,Off-break,"November 4,1990",Pakistan v New Zealand,11,10,60,3,30*,8.571,130,46.15,0,0,1,0,2,0,385,318,6,53.00,4.955,64.16,0,0,2/18,2/18
Grant David Elliott,21-03-1979,WORLD XI,Right-hand bat,Right-arm fast-medium,"June 18,2008",England v New Zealand,84,69,1976,11,115,34.06,2416,81.78,2,11,151,28,17,0,1302,1179,39,30.23,5.433,33.38,0,0,4/22,4/22
Hamish Kyle Bennett,22-02-1987,NEW ZEALAND,Left-hand bat,Right-arm medium-fast,"October 14,2010",Bangladesh v New Zealand,16,7,10,5,4*,5.000,35,28.57,0,0,0,0,3,0,718,621,27,23.00,5.189,26.59,0,0,4/16,4/16
Hamish John Hamilton Marshall,15-02-1979,NEW ZEALAND,Right-hand bat,Right-arm medium,"November 29,2003",Pakistan v New Zealand,66,62,1454,9,101*,27.43,1989,73.10,1,12,98,8,18,0,--,--,--,--,--,--,--,--,,
Hamish Duncan Rutherford,27-04-1989,NEW ZEALAND,Left-hand bat,Slow left-arm,"February 20,2013",New Zealand v England,4,4,15,0,11,3.750,56,26.78,0,0,2,0,2,0,--,--,--,--,--,--,--,--,,
Heath Te-Ihi-O-Te-Rangi Davis,30-11-1971,NEW ZEALAND,Right-hand bat,Right-arm fast,"April 18,1994",New Zealand v Sri Lanka,11,6,13,4,7*,6.500,33,39.39,0,0,0,0,2,0,432,436,11,39.63,6.055,39.27,0,0,4/35,4/35
Hedley John Howarth,25-12-1943,NEW ZEALAND,Left-hand bat,Slow left-arm,"February 11,1973",New Zealand v Pakistan,9,5,18,2,11,6.000,26,69.23,0,0,0,--,3,0,462,280,11,25.45,3.636,42.00,0,0,3/29,3/29
Iain Edward O'Brien,10-07-1976,NEW ZEALAND,Right-hand bat,Right-arm medium,"February 20,2008",New Zealand v England,10,2,3,2,3*,--,11,27.27,0,0,0,0,1,0,453,488,14,34.85,6.463,32.35,0,0,3/31,3/31
Ian Gareth Butler,24-11-1981,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"February 13,2002",New Zealand v England,26,13,84,5,25,10.50,154,54.54,0,0,6,2,8,0,1109,1038,28,37.07,5.615,39.60,0,0,4/44,4/44
Ian David Stockley Smith,28-02-1957,NEW ZEALAND,Right-hand bat,Right-arm,"November 25,1980",Australia v New Zealand,98,77,1055,16,62*,17.29,1061,99.43,0,3,92,9,81,5,--,--,--,--,--,--,--,--,,
Inderbir Singh Sodhi,31-10-1992,NEW ZEALAND,Right-hand bat,Leg-break googly,"August 2,2015",Zimbabwe v New Zealand,22,7,13,1,5,2.166,41,31.70,0,0,0,0,4,0,1094,1025,29,35.34,5.621,37.72,0,--,,
Jacob David Philip Oram,28-07-1978,NEW ZEALAND,Left-hand bat,Right-arm medium,"January 4,2001",New Zealand v Zimbabwe,161,116,2434,15,101*,24.09,2809,86.65,1,13,182,81,51,0,6911,5047,173,29.17,4.381,39.94,2,0,5/26,5/26
James Edward Charles Franklin,07-11-1980,BARBADOS TRIDENTS,Left-hand bat,Left-arm fast-medium,"January 2,2001",New Zealand v Zimbabwe,110,80,1271,27,98*,23.98,1651,76.98,0,4,97,17,26,0,3848,3354,81,41.40,5.229,47.50,1,0,5/28,5/30
James Andrew Hamilton Marshall,15-02-1979,NEW ZEALAND,Right-hand bat,Right-arm medium,"February 26,2005",New Zealand v Australia,10,10,250,0,161,25.00,313,79.87,1,1,19,4,--,--,--,--,--,--,--,--,--,--,,
Jamie Michael How,19-05-1981,NEW ZEALAND,Right-hand bat,Off-break,"December 31,2005",New Zealand v Sri Lanka,41,37,1046,1,139,29.05,1572,66.53,1,7,117,7,19,0,--,--,--,--,--,--,--,--,,
Jeetan Shashi Patel,07-05-1980,NEW ZEALAND,Right-hand bat,Off-break,"August 31,2005",Zimbabwe v New Zealand,43,15,95,8,34,13.57,162,58.64,0,0,5,2,13,0,2014,1691,49,34.51,5.037,41.10,0,0,3/11,3/11
Jeffrey John Crowe,14-09-1958,NEW ZEALAND,Right-hand bat,Right-arm slow-medium,"January 9,1983",Australia v New Zealand,75,71,1518,12,88*,25.72,2456,61.80,0,7,110,12,28,0,6,1,0,--,1.000,--,0,0,0/0,0/0
Jeffrey William Wilson,24-10-1973,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"March 19,1993",New Zealand v Australia,6,6,103,1,44*,20.60,112,91.96,0,0,7,1,4,0,242,260,4,65.00,6.446,60.50,0,0,2/21,2/21
Jeremy Vernon Coney,21-06-1952,NEW ZEALAND,Right-hand bat,Right-arm medium,"June 9,1979",New Zealand v Sri Lanka,88,80,1874,19,66*,30.72,2885,64.95,0,8,128,12,40,0,2931,2039,54,37.75,4.174,54.27,0,0,4/46,4/46
Jesse Daniel Ryder,06-08-1984,NEW ZEALAND,Left-hand bat,Right-arm medium,"February 9,2008",New Zealand v England,48,42,1362,1,107,33.21,1429,95.31,3,6,152,38,15,0,407,412,12,34.33,6.073,33.91,0,0,3/29,3/29
James Douglas Sheehan Neesham,17-09-1990,NEW ZEALAND,Left-hand bat,Right-arm fast-medium,"January 19,2013",South Africa v New Zealand,41,37,811,7,74,27.03,854,94.96,0,4,84,9,17,0,1190,1293,34,38.02,6.519,35.00,0,0,4/42,4/42
Graham Neil Edwards,27-05-1955,NEW ZEALAND,Right-hand bat,NaN,"February 21,1976",New Zealand v India,6,6,138,0,41,23.00,191,72.25,0,0,11,0,5,0,6,5,1,5.000,5.000,6.000,0,0,1/5,1/5
John Garry Bracewell,15-04-1958,NEW ZEALAND,Right-hand bat,Off-break,"June 11,1983",New Zealand v Pakistan,53,43,512,12,43,16.51,717,71.40,0,0,36,3,19,0,2447,1884,33,57.09,4.619,74.15,0,0,2/3,2/3
John Fulton Reid,03-03-1956,NEW ZEALAND,Left-hand bat,Leg-break,"February 6,1980",New Zealand v West Indies,25,24,633,1,88,27.52,1084,58.39,0,4,28,2,5,0,--,--,--,--,--,--,--,--,,
John Francis MacLean Morrison,27-08-1947,NEW ZEALAND,Right-hand bat,Slow left-arm,"March 9,1975",New Zealand v England,18,15,252,3,55,21.00,430,58.60,0,1,20,0,6,0,283,199,8,24.87,4.219,35.37,0,0,3/24,3/24
John Morton Parker,21-02-1951,NEW ZEALAND,Right-hand bat,Leg-break googly,"March 31,1974",New Zealand v Australia,24,20,248,0,66,12.40,403,61.53,0,1,15,--,11,1,12,10,1,10.00,5.000,12.00,0,0,1/10,1/10
John Geoffrey Wright,05-07-1954,NEW ZEALAND,Left-hand bat,Right-arm medium,"July 15,1978",England v New Zealand,149,148,3891,1,101,26.46,6771,57.46,1,24,368,13,51,0,24,8,0,--,2.000,--,0,0,0/0,0/0
Jonathan Paul Millmow,22-09-1967,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"April 26,1990",Australia v New Zealand,5,1,0,1,0*,--,3,0.000,0,0,0,0,1,0,270,232,4,58.00,5.155,67.50,0,0,2/22,2/22
Justin Thomas Caldwell Vaughan,30-08-1967,NEW ZEALAND,Left-hand bat,Right-arm medium,"December 4,1992",Sri Lanka v New Zealand,18,16,162,7,33,18.00,261,62.06,0,0,7,0,4,0,696,524,15,34.93,4.517,46.40,0,0,4/27,4/33
Kane Stuart Williamson,08-08-1990,NEW ZEALAND,Right-hand bat,Off-break,"August 10,2010",India v New Zealand,128,121,5156,11,145*,46.87,6195,83.22,11,33,474,43,53,0,1329,1207,35,34.48,5.449,37.97,0,0,4/22,4/22
Kenneth Robert Rutherford,26-10-1965,NEW ZEALAND,Right-hand bat,Right-arm medium,"March 27,1985",West Indies v New Zealand,121,115,3143,9,108,29.65,4888,64.30,2,18,223,17,41,0,389,323,10,32.30,4.982,38.90,0,0,2/39,2/39
Kenneth John Wadsworth,30-11-1946,NEW ZEALAND,Right-hand bat,Right-arm slow-medium,"February 11,1973",New Zealand v Pakistan,13,10,258,1,104,28.66,334,77.24,1,0,27,2,13,2,--,--,--,--,--,--,--,--,,
Kerry Peter Walmsley,23-08-1973,NEW ZEALAND,Right-hand bat,Right-arm fast-medium,"November 29,2003",Pakistan v New Zealand,2,0,0,0,0,--,0,--,0,0,0,0,--,--,120,117,2,58.50,5.850,60.00,0,0,1/7,1/53
Kyle David Mills,15-03-1979,NEW ZEALAND,Right-hand bat,Right-arm medium,"April 15,2001",New Zealand v Pakistan,171,101,1047,34,54,15.62,1281,81.73,0,2,76,38,42,0,8230,6485,240,27.02,4.727,34.29,1,0,5/25,5/25
Bernard Lance Cairns,10-10-1949,NEW ZEALAND,Right-hand bat,Right-arm medium-fast,"March 30,1974",New Zealand v Australia,78,65,987,6,60,16.72,937,105.3,0,2,68,39,19,0,3951,2717,89,30.52,4.126,44.39,1,0,5/28,5/28
Lance John Hamilton,05-04-1973,NEW ZEALAND,Right-hand bat,Left-arm fast-medium,"March 1,2005",New Zealand v Australia,2,2,3,2,2*,--,6,50.00,0,0,0,0,--,--,108,143,1,143.0,7.944,108.0,0,0,1/76,1/76
Lee Kenneth Germon,04-11-1968,NEW ZEALAND,Right-hand bat,Leg-break,"December 8,1994",New Zealand v Sri Lanka,37,31,519,5,89,19.96,787,65.94,0,3,28,1,21,9,--,--,--,--,--,--,--,--,,
Llorne Gregory Howell,08-07-1972,NEW ZEALAND,Right-hand bat,Right-arm medium,"February 4,1998",New Zealand v Zimbabwe,12,12,287,0,68,23.91,388,73.96,0,4,31,4,2,0,--,--,--,--,--,--,--,--,,
Lou Vincent,11-11-1978,NEW ZEALAND,Right-hand bat,Right-arm medium,"February 6,2001",New Zealand v Sri Lanka,102,99,2413,10,172,27.11,3453,69.88,3,11,222,37,41,0,20,25,1,25.00,7.500,20.00,0,0,1/0,1/0
Luke Ronchi,23-04-1981,NEW ZEALAND,Right-hand bat,NaN,"June 27,2008",West Indies v Australia,85,68,1397,9,170*,23.67,1220,114.5,1,4,149,43,105,12,--,--,--,--,--,--,--,--,,
Luke James Woodcock,19-03-1982,NEW ZEALAND,Left-hand bat,Slow left-arm,"January 29,2011",New Zealand v Pakistan,4,2,14,1,11,14.00,22,63.63,0,0,1,0,--,--,164,155,3,51.66,5.670,54.66,0,0,2/58,2/58
Mark David Bailey,26-11-1970,NEW ZEALAND,Right-hand bat,Right-arm medium,"October 24,1998",New Zealand v Zimbabwe,1,0,0,0,0,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,,
Mark Gordon Burgess,17-07-1944,NEW ZEALAND,Right-hand bat,Off-break,"February 11,1973",New Zealand v Pakistan,26,20,336,0,47,16.80,515,65.24,0,0,19,2,8,0,72,69,1,69.00,5.750,72.00,0,0,1/10,1/10
Mark William Douglas,20-10-1968,NEW ZEALAND,Left-hand bat,NaN,"April 16,1994",Australia v New Zealand,6,6,55,0,30,9.166,123,44.71,0,0,2,1,2,0,--,--,--,--,--,--,--,--,,
