Name,Date of birth,Team,Batting Style,Bowling Style,ODI Debut,Debut Team,Matches played,Innings,Total Run,Not Out,Highe Score,Batting Avg,Balls faced,Stick rate,100s,50s,4s,6s,Caught,Stumped,Balls,Runs,Wickets,Bowling Avg,Economy,Stick rate,5WI,10WM,BBI,BBM
Nizel Fernandes,03-01-1977,UNITED ARAB EMIRATES,Left-hand bat,Slow left-arm,"June 26,2008",Sri Lanka v United Arab Emirates,1,1,5,0,5,5.000,13,38.46,0,0,0,0,--,--,--,--,--,--,--,--,--,--,,
Ramveer Rai,01-12-1987,UNITED ARAB EMIRATES,Right-hand bat,Slow left-arm,"July 17,2004",Sri Lanka v United Arab Emirates,1,1,39,0,39,39.00,124,31.45,0,0,3,0,--,--,--,--,--,--,--,--,--,--,,
Riaz Husein Poonawala,08-05-1961,UNITED ARAB EMIRATES,Right-hand bat,Off-break,"April 13,1994",United Arab Emirates v India,2,2,44,0,22,22.00,56,78.57,0,0,8,0,1,0,--,--,--,--,--,--,--,--,,
Rizwan Ahmed Latif,05-10-1973,UNITED ARAB EMIRATES,Right-hand bat,Slow left-arm,"July 16,2004",India v United Arab Emirates,1,1,0,0,0,0.000,2,0.000,0,0,0,0,--,--,54,69,2,34.50,7.666,27.00,0,0,2/69,2/69
Rohan Mustafa,07-10-1988,UNITED ARAB EMIRATES,Left-hand bat,Off-break,"February 1,2014",Scotland v United Arab Emirates,26,26,641,0,109,24.65,890,72.02,1,1,60,15,12,0,1203,952,28,34.00,4.748,42.96,1,0,0/6,0/6
Saeed-al-Saffar,31-07-1968,UNITED ARAB EMIRATES,Right-hand bat,Left-arm medium-fast,"March 1,1996",Netherlands v United Arab Emirates,1,0,0,0,0,--,0,--,0,0,0,0,1,0,18,25,0,--,8.333,--,0,0,0/25,0/25
Saleem Raza,05-07-1964,UNITED ARAB EMIRATES,Right-hand bat,Off-break,"April 13,1994",United Arab Emirates v India,6,6,159,0,84,26.50,173,91.90,0,1,15,8,--,--,192,179,3,59.66,5.593,64.00,0,0,1/17,1/17
Salman Faris,18-11-1985,UNITED ARAB EMIRATES,Left-hand bat,Leg-break,"February 1,2014",Scotland v United Arab Emirates,3,3,43,0,27,14.33,79,54.43,0,0,5,0,--,--,--,--,--,--,--,--,--,--,,
Sameer Zia,08-09-1981,UNITED ARAB EMIRATES,Right-hand bat,NaN,"July 17,2004",Sri Lanka v United Arab Emirates,1,1,2,1,2*,--,20,10.00,0,0,0,0,2,0,60,44,1,44.00,4.400,60.00,0,0,1/44,1/44
Saqib Ali,14-04-1978,UNITED ARAB EMIRATES,Right-hand bat,Off-break,"June 24,2008",Bangladesh v United Arab Emirates,5,5,84,1,25*,21.00,129,65.11,0,0,9,0,2,0,60,57,1,57.00,5.700,60.00,0,0,1/44,1/44
Saqlain Haider,10-08-1987,UNITED ARAB EMIRATES,Left-hand bat,NaN,"December 2,2014",United Arab Emirates v Afghanistan,5,4,58,0,28,14.50,77,75.32,0,0,7,0,1,1,--,--,--,--,--,--,--,--,,
Elle Hennadige Shadeep Nadeeja Silva,18-08-1978,UNITED ARAB EMIRATES,Left-hand bat,Slow left-arm,"June 24,2008",Bangladesh v United Arab Emirates,1,1,7,0,7,7.000,13,53.84,0,0,0,0,--,--,42,33,0,--,4.714,--,0,0,0/33,0/33
Shahzad Altaf Hussain,06-10-1957,UNITED ARAB EMIRATES,Right-hand bat,Right-arm medium,"February 16,1996",South Africa v United Arab Emirates,2,0,0,0,0,--,0,--,0,0,0,0,--,--,78,37,1,37.00,2.846,78.00,0,0,1/15,1/15
Shaiman Anwar Butt,15-03-1979,UNITED ARAB EMIRATES,Right-hand bat,Right-arm fast-medium,"February 1,2014",Scotland v United Arab Emirates,32,32,1006,1,106,32.45,1231,81.72,1,9,101,16,11,0,106,124,3,41.33,7.018,35.33,0,--,,
Shaukat Fakirbhai Dukanwala,21-01-1957,UNITED ARAB EMIRATES,Right-hand bat,Off-break,"February 16,1996",South Africa v United Arab Emirates,5,4,84,2,40*,42.00,139,60.43,0,0,6,1,2,0,198,153,6,25.50,4.636,33.00,1,0,5/29,5/29
Sohail Butt,06-06-1966,UNITED ARAB EMIRATES,Right-hand bat,Right-arm fast-medium,"April 13,1994",United Arab Emirates v India,2,2,8,1,6*,8.000,14,57.14,0,0,1,0,--,--,78,79,2,39.50,6.076,39.00,0,0,2/52,2/52
Sultan Mohammad Zarawani,24-01-1961,UNITED ARAB EMIRATES,Right-hand bat,Leg-break googly,"April 13,1994",United Arab Emirates v India,7,6,26,0,13,4.333,62,41.93,0,0,1,0,1,0,264,257,5,51.40,5.840,52.80,0,0,2/49,2/49
Swapnil Prakash Patil,15-04-1985,UNITED ARAB EMIRATES,Right-hand bat,NaN,"February 1,2014",Scotland v United Arab Emirates,13,12,263,2,99*,26.30,404,65.09,0,2,22,2,8,3,--,--,--,--,--,--,--,--,,
Syed Maqsood Ahmed,11-03-1975,UNITED ARAB EMIRATES,Right-hand bat,Right-arm medium,"July 16,2004",India v United Arab Emirates,2,2,18,0,13,9.000,43,41.86,0,0,3,0,1,0,66,84,1,84.00,7.636,66.00,0,0,1/60,1/60
Vikrant Shetty,17-10-1983,UNITED ARAB EMIRATES,Right-hand bat,Off-break,"June 24,2008",Bangladesh v United Arab Emirates,2,2,16,0,9,8.000,29,55.17,0,0,1,0,--,--,--,--,--,--,--,--,--,--,,
Zahid Shah,08-06-1980,UNITED ARAB EMIRATES,Right-hand bat,Right-arm fast-medium,"June 24,2008",Bangladesh v United Arab Emirates,2,2,11,2,6*,--,20,55.00,0,0,2,0,--,--,120,98,6,16.33,4.900,20.00,0,0,3/49,3/49
