Name,Date of birth,Team,Batting Style,Bowling Style,ODI Debut,Debut Team,Matches played,Innings,Total Run,Not Out,Highe Score,Batting Avg,Balls faced,Stick rate,100s,50s,4s,6s,Caught,Stumped,Balls,Runs,Wickets,Bowling Avg,Economy,Stick rate,5WI,10WM,BBI,BBM
Anthony John Ireland,30-08-1984,ZIMBABWE,Right-hand bat,Right-arm medium,"August 24,2005",Zimbabwe v New Zealand,26,13,30,5,8*,3.750,101,29.70,0,0,2,0,2,0,1326,1115,38,29.34,5.045,34.89,0,0,3/41,3/41
Mohammed Ahmed Meman,26-06-1952,ZIMBABWE,Right-hand bat,Off-break,"October 17,1987",India v Zimbabwe,1,1,19,0,19,19.00,22,86.36,0,0,2,0,--,--,41,34,0,--,4.975,--,0,0,0/34,0/34
Barney Guy Rogers,20-08-1982,ZIMBABWE,Left-hand bat,Off-break,"November 23,2002",Zimbabwe v Pakistan,15,15,478,0,84,31.86,689,69.37,0,5,59,3,7,0,324,321,6,53.50,5.944,54.00,0,0,2/55,2/55
Ngonidzashe Blessing Mahwire,31-07-1982,ZIMBABWE,Right-hand bat,Right-arm fast-medium,"January 29,2004",Australia v Zimbabwe,23,19,117,8,22*,10.63,249,46.98,0,0,5,2,6,0,885,775,21,36.90,5.254,42.14,0,0,3/29,3/29
Brendan Ross Murray Taylor,06-02-1986,ZIMBABWE,Right-hand bat,Off-break,"April 20,2004",Zimbabwe v Sri Lanka,182,181,5942,15,145*,35.79,7837,75.81,10,34,513,92,109,27,396,406,9,45.11,6.151,44.00,0,0,3/54,3/54
Brian Andrew Murphy,01-12-1976,ZIMBABWE,Right-hand bat,Leg-break googly,"April 5,2000",Pakistan v Zimbabwe,31,17,72,8,20*,8.000,130,55.38,0,0,5,0,11,0,1422,1130,29,38.96,4.767,49.03,0,0,3/32,3/43
Brian Vitalis Vitori,22-02-1990,ZIMBABWE,Left-hand bat,Left-arm fast-medium,"August 12,2011",Zimbabwe v Bangladesh,24,14,86,3,20*,7.818,90,95.55,0,0,5,7,4,0,1193,1149,32,35.90,5.778,37.28,2,0,5/20,5/20
Bryan Colin Strang,09-06-1972,ZIMBABWE,Right-hand bat,Left-arm medium-fast,"February 22,1995",Zimbabwe v Pakistan,49,26,92,8,18,5.111,220,41.81,0,0,3,2,15,0,2494,1718,46,37.34,4.133,54.21,1,0,6/20,6/20
Cephas Zhuwao,15-12-1984,ZIMBABWE,Left-hand bat,Leg-break,"October 17,2008",Ireland v Zimbabwe,6,6,99,0,45,16.50,78,126.9,0,0,13,6,--,--,18,15,0,--,5.000,--,0,0,0/15,0/15
Chamunorwa Justice Chibhabha,06-09-1986,ZIMBABWE,Right-hand bat,Right-arm medium,"August 31,2005",Zimbabwe v New Zealand,100,100,2346,2,99,23.93,3699,63.42,0,16,222,15,32,0,1649,1593,35,45.51,5.796,47.11,0,0,2/13,2/13
Alan Charles Ingram Lock,10-09-1962,ZIMBABWE,Right-hand bat,Right-arm fast-medium,"January 31,1996",New Zealand v Zimbabwe,8,3,8,2,5,8.000,20,40.00,0,0,1,0,1,0,289,219,8,27.37,4.546,36.12,1,0,5/44,5/44
Christopher Bobby Mpofu,27-11-1985,ZIMBABWE,Right-hand bat,Right-arm fast-medium,"November 28,2004",Zimbabwe v England,79,39,46,19,6*,2.300,198,23.23,0,0,1,0,11,0,3707,3340,87,38.39,5.406,42.60,1,0,6/52,6/52
Craig Richard Ervine,19-08-1985,ZIMBABWE,Left-hand bat,Off-break,"May 28,2010",Zimbabwe v India,80,77,2142,11,130*,32.45,2848,75.21,2,12,184,28,37,0,--,--,--,--,--,--,--,--,,
Craig Neil Evans,29-11-1969,ZIMBABWE,Right-hand bat,Right-arm medium,"October 25,1992",Zimbabwe v India,53,47,764,5,96*,18.19,1006,75.94,0,2,65,16,12,0,964,848,21,40.38,5.278,45.90,0,0,3/11,3/11
Craig Brian Wishart,09-01-1974,ZIMBABWE,Right-hand bat,Right-arm medium,"August 26,1996",Australia v Zimbabwe,90,82,1719,8,172*,23.22,2436,70.56,2,5,144,20,26,0,12,12,0,--,6.000,--,0,0,0/12,0/12
David Hayden Brain,04-10-1964,ZIMBABWE,Right-hand bat,Left-arm fast-medium,"October 25,1992",Zimbabwe v India,23,18,117,4,27,8.357,171,68.42,0,0,10,2,5,0,1091,849,21,40.42,4.669,51.95,0,0,3/49,3/51
David Laud Houghton,23-06-1957,ZIMBABWE,Right-hand bat,Off-break,"June 9,1983",Australia v Zimbabwe,63,60,1530,2,142,26.37,2155,70.99,1,12,116,21,29,2,12,19,1,19.00,9.500,12.00,0,0,1/19,1/19
David Travolta Mutendera,25-01-1979,ZIMBABWE,Right-hand bat,Right-arm fast-medium,"September 25,1999",Kenya v Zimbabwe,9,4,20,2,10,10.00,43,46.51,0,0,2,0,1,0,390,334,9,37.11,5.138,43.33,0,0,3/23,3/23
Dion Digby Ebrahim,07-08-1980,ZIMBABWE,Right-hand bat,Right-arm medium,"April 7,2001",Zimbabwe v Bangladesh,82,76,1443,6,121,20.61,2540,56.81,1,4,104,0,23,0,5,11,0,--,13.20,--,0,0,0/5,0/5
Dirk Peter Viljoen,11-03-1977,ZIMBABWE,Left-hand bat,Slow left-arm,"April 3,1997",Sri Lanka v Zimbabwe,53,43,512,7,63*,14.22,827,61.91,0,2,26,5,18,0,2075,1639,44,37.25,4.739,47.15,0,0,3/20,3/20
Donald Tatenda Tiripano,17-03-1988,ZIMBABWE,Right-hand bat,Right-arm fast-medium,"July 18,2014",Zimbabwe v Afghanistan,15,11,84,3,19,10.50,158,53.16,0,0,5,1,--,--,479,446,14,31.85,5.586,34.21,1,--,,
Douglas Anthony Marillier,24-04-1978,ZIMBABWE,Right-hand bat,Off-break,"September 30,2000",Zimbabwe v New Zealand,48,41,672,4,100,18.16,949,70.81,1,3,62,7,12,0,1574,1235,30,41.16,4.707,52.46,0,0,4/38,4/38
Douglas Tafadzwa Hondo,07-07-1979,ZIMBABWE,Right-hand bat,Right-arm fast-medium,"October 3,2001",Zimbabwe v England,56,29,127,12,17,7.470,249,51.00,0,0,14,0,15,0,2381,2171,61,35.59,5.470,39.03,0,0,4/37,4/37
Duncan Andrew Gwynne Fletcher,27-09-1948,ZIMBABWE,Left-hand bat,Right-arm fast-medium,"June 9,1983",Australia v Zimbabwe,6,6,191,2,71*,47.75,289,66.09,0,2,14,0,--,--,301,221,7,31.57,4.405,43.00,0,0,4/42,4/42
Ebrahim Ali Essop-Adam,16-11-1968,ZIMBABWE,Right-hand bat,Off-break,"November 8,1992",Zimbabwe v New Zealand,1,1,14,1,14*,--,15,93.33,0,0,1,0,2,0,--,--,--,--,--,--,--,--,,
Eddo André Brandes,05-03-1963,ZIMBABWE,Right-hand bat,Right-arm fast-medium,"October 10,1987",New Zealand v Zimbabwe,59,41,404,10,55,13.03,447,90.38,0,2,27,14,11,0,2828,2266,70,32.37,4.807,40.40,2,0,5/28,5/28
Edward Charles Rainsford,14-12-1984,ZIMBABWE,Right-hand bat,Right-arm fast-medium,"May 29,2004",Zimbabwe v Australia,39,23,55,13,9*,5.500,134,41.04,0,0,2,1,9,0,1907,1401,45,31.13,4.408,42.37,1,0,5/36,5/36
Elton Chigumbura,14-03-1986,BARBADOS TRIDENTS,Right-hand bat,Right-arm medium,"April 20,2004",Zimbabwe v Sri Lanka,205,190,4229,24,117,25.47,5231,80.84,2,19,335,104,68,0,4339,4274,101,42.31,5.910,42.96,0,0,4/21,4/28
Everton Zvikomborero Matambanadzo,13-04-1976,ZIMBABWE,Right-hand bat,Right-arm medium-fast,"November 3,1996",Pakistan v Zimbabwe,7,5,8,3,5*,4.000,33,24.24,0,0,0,0,1,0,297,217,11,19.72,4.383,27.00,0,0,4/32,4/32
Forster Mutizwa,24-08-1985,ZIMBABWE,Right-hand bat,Off-break,"January 27,2009",Kenya v Zimbabwe,17,15,403,2,79,31.00,507,79.48,0,4,32,7,9,2,--,--,--,--,--,--,--,--,,
Friday Kasteni,25-03-1988,ZIMBABWE,Left-hand bat,Slow left-arm,"February 10,2007",Zimbabwe v Bangladesh,3,3,18,0,9,6.000,42,42.85,0,0,1,0,--,--,--,--,--,--,--,--,--,--,,
Gary Bazil Brent,13-01-1976,ZIMBABWE,Right-hand bat,Right-arm medium,"October 30,1996",Pakistan v Zimbabwe,70,54,408,20,59*,12.00,699,58.36,0,1,25,5,20,0,3390,2776,75,37.01,4.913,45.20,0,0,4/22,4/22
Gary John Crocker,16-05-1962,ZIMBABWE,Left-hand bat,Left-arm medium-fast,"October 25,1992",Zimbabwe v India,6,5,98,1,50,24.50,105,93.33,0,1,7,2,1,0,238,208,7,29.71,5.243,34.00,0,0,4/26,4/26
Gary Christopher Martin,30-05-1966,ZIMBABWE,Right-hand bat,Right-arm medium,"November 3,1994",Zimbabwe v Sri Lanka,5,4,31,0,16,7.750,65,47.69,0,0,0,0,--,--,132,95,2,47.50,4.318,66.00,0,0,1/15,1/15
Gavin Aubrey Briant,11-04-1969,ZIMBABWE,Right-hand bat,Off-break,"February 1,1993",Pakistan v Zimbabwe,5,5,39,2,16,13.00,69,56.52,0,0,2,0,--,--,--,--,--,--,--,--,--,--,,
Gavin Mackie Ewing,21-01-1981,ZIMBABWE,Right-hand bat,Off-break,"December 1,2004",Zimbabwe v England,7,7,97,0,46,13.85,137,70.80,0,0,9,0,3,0,312,236,5,47.20,4.538,62.40,0,0,3/31,3/31
Gavin James Rennie,12-01-1976,ZIMBABWE,Left-hand bat,Slow left-arm,"October 30,1996",Pakistan v Zimbabwe,40,37,617,6,76,19.90,928,66.48,0,2,34,0,16,0,90,75,2,37.50,5.000,45.00,0,0,1/17,1/17
Gerald Edward Peckover,02-06-1955,ZIMBABWE,Right-hand bat,NaN,"June 13,1983",West Indies v Zimbabwe,3,3,33,1,16*,16.50,54,61.11,0,0,3,0,--,--,--,--,--,--,--,--,--,--,,
Glen Keith Bruk-Jackson,25-04-1969,ZIMBABWE,Right-hand bat,Off-break,"December 27,1993",Pakistan v Zimbabwe,1,1,12,0,12,12.00,33,36.36,0,0,2,0,--,--,--,--,--,--,--,--,--,--,,
Alexander Graeme Cremer,19-09-1986,ZIMBABWE,Right-hand bat,Leg-break googly,"January 27,2009",Kenya v Zimbabwe,96,71,744,20,58,14.58,1196,62.20,0,1,48,5,37,0,4680,3597,120,29.97,4.611,39.00,3,0,6/46,6/46
Grant William Flower,20-12-1970,ZIMBABWE,Right-hand bat,Slow left-arm,"October 25,1992",Zimbabwe v India,221,214,6571,18,142*,33.52,9722,67.58,6,40,555,35,86,0,5462,4225,104,40.62,4.641,52.51,0,0,4/32,4/32
Grant Andrew Paterson,09-06-1960,ZIMBABWE,Right-hand bat,NaN,"June 9,1983",Australia v Zimbabwe,10,10,123,0,27,12.30,327,37.61,0,0,11,0,2,0,--,--,--,--,--,--,--,--,,
Gregory Arthur Lamb,04-03-1980,ZIMBABWE,Right-hand bat,"Right-arm medium, Off-break","March 4,2010",West Indies v Zimbabwe,15,14,197,3,37,17.90,381,51.70,0,0,6,1,--,--,642,467,12,38.91,4.364,53.50,0,0,3/45,3/45
Gregory Mark Strydom,26-03-1984,ZIMBABWE,Right-hand bat,Right-arm medium,"February 25,2006",Zimbabwe v Kenya,12,10,147,0,58,14.70,225,65.33,0,1,17,3,4,0,66,61,1,61.00,5.545,66.00,0,0,1/28,1/28
Guy James Whittall,05-09-1972,ZIMBABWE,Right-hand bat,Right-arm medium,"November 15,1993",Sri Lanka v Zimbabwe,147,142,2705,22,83,22.54,4011,67.43,0,11,208,24,36,0,4060,3481,88,39.55,5.144,46.13,0,0,4/18,4/34
Hamilton Masakadza,09-08-1983,ZIMBABWE,Right-hand bat,"Leg-break googly, Right-arm medium","September 23,2001",Zimbabwe v South Africa,193,192,5355,4,178*,28.48,7245,73.91,5,33,553,79,70,0,1802,1590,38,41.84,5.294,47.42,0,0,3/24,3/24
Heath Hilton Streak,16-03-1974,ZIMBABWE,Right-hand bat,Right-arm fast-medium,"November 10,1993",South Africa v Zimbabwe,189,159,2942,55,79*,28.28,4007,73.42,0,13,203,48,46,0,9468,7129,239,29.82,4.517,39.61,1,0,5/27,5/32
Henry Khaaba Olonga,03-07-1976,ZIMBABWE,Right-hand bat,Right-arm fast,"October 21,1995",Zimbabwe v South Africa,50,27,95,14,31,7.307,163,58.28,0,0,9,3,13,0,2059,1977,58,34.08,5.761,35.50,2,0,6/19,6/19
Iain Peter Butchart,09-05-1960,ZIMBABWE,Right-hand bat,Right-arm medium,"June 9,1983",Australia v Zimbabwe,20,16,252,2,54,18.00,395,63.79,0,1,17,1,4,0,702,640,12,53.33,5.470,58.50,0,0,3/57,3/57
Ian Alan Nicolson,09-10-1986,ZIMBABWE,Right-hand bat,Right-arm fast-medium,"September 30,2010",Zimbabwe v Ireland,2,2,14,0,14,7.000,22,63.63,0,0,1,0,--,--,72,118,2,59.00,9.833,36.00,0,0,1/44,1/44
Jack Gunner Heron,08-11-1948,ZIMBABWE,Right-hand bat,NaN,"June 9,1983",Australia v Zimbabwe,6,6,50,0,18,8.333,163,30.67,0,0,3,0,1,0,--,--,--,--,--,--,--,--,,
John Alexander Rennie,29-07-1970,ZIMBABWE,Right-hand bat,Right-arm medium-fast,"November 10,1993",South Africa v Zimbabwe,44,27,201,12,27,13.40,391,51.40,0,0,16,0,12,0,1965,1564,34,46.00,4.775,57.79,0,0,3/27,3/27
Keegan Orry Meth,08-02-1988,ZIMBABWE,Right-hand bat,Right-arm medium,"February 25,2006",Zimbabwe v Kenya,11,8,106,0,53,13.25,183,57.92,0,1,10,1,1,0,406,419,6,69.83,6.192,67.66,0,0,2/41,2/41
Keith Mbusi Dabengwa,17-08-1980,ZIMBABWE,Left-hand bat,Slow left-arm,"September 4,2005",Zimbabwe v India,37,34,514,7,45,19.03,851,60.39,0,0,32,8,12,0,1109,936,23,40.69,5.064,48.21,0,0,3/15,3/15
Kevin John Arnott,08-03-1961,ZIMBABWE,Right-hand bat,NaN,"October 17,1987",India v Zimbabwe,13,12,238,2,60,23.80,491,48.47,0,3,12,1,3,0,--,--,--,--,--,--,--,--,,
Kevin Malcolm Curran,07-09-1959,ZIMBABWE,Right-hand bat,Right-arm fast-medium,"June 9,1983",Australia v Zimbabwe,11,11,287,0,73,26.09,430,66.74,0,2,21,4,1,0,506,398,9,44.22,4.719,56.22,0,0,3/65,3/65
Kevin Gary Duers,30-06-1960,ZIMBABWE,Right-hand bat,Right-arm medium-fast,"February 23,1992",Sri Lanka v Zimbabwe,6,2,7,1,5,7.000,20,35.00,0,0,0,0,2,0,300,256,3,85.33,5.120,100.0,0,0,1/17,1/17
Kyle Malcolm Jarvis,16-02-1989,ZIMBABWE,Right-hand bat,Right-arm fast-medium,"October 12,2009",Zimbabwe v Kenya,34,24,99,7,20,5.823,198,50.00,0,0,9,0,8,0,1636,1595,37,43.10,5.849,44.21,0,0,3/15,3/15
Malcolm Peter Jarvis,06-12-1955,ZIMBABWE,Right-hand bat,Left-arm medium-fast,"October 13,1987",Australia v Zimbabwe,12,5,37,3,17,18.50,67,55.22,0,0,2,1,1,0,601,451,9,50.11,4.502,66.77,0,0,2/37,2/37
Malcolm Noel Waller,28-09-1984,ZIMBABWE,Right-hand bat,Off-break,"January 19,2009",Bangladesh v Zimbabwe,79,72,1264,6,99*,19.15,1641,77.02,0,5,131,12,22,0,666,566,10,56.60,5.099,66.60,0,0,1/9,1/9
Mark Greville Burmester,24-01-1968,ZIMBABWE,Right-hand bat,Right-arm medium,"March 3,1992",New Zealand v Zimbabwe,8,7,109,1,39,18.16,212,51.41,0,0,7,0,2,0,209,213,5,42.60,6.114,41.80,0,0,3/36,3/36
Mark Hamilton Dekker,05-12-1969,ZIMBABWE,Left-hand bat,"Left-arm medium, Slow left-arm","October 31,1992",Zimbabwe v New Zealand,23,22,379,2,79,18.95,798,47.49,0,2,16,3,5,0,347,290,9,32.22,5.014,38.55,0,0,2/16,2/16
Mark Andrew Vermeulen,02-03-1979,ZIMBABWE,Right-hand bat,Off-break,"October 21,2000",Sri Lanka v Zimbabwe,43,43,868,4,92,22.25,1223,70.97,0,6,110,2,19,0,5,5,1,5.000,6.000,5.000,0,0,1/5,1/5
Michael Tawanda Chinouya,09-06-1986,ZIMBABWE,Right-hand bat,Right-arm fast-medium,"July 28,2013",Zimbabwe v India,2,2,6,1,6*,6.000,8,75.00,0,0,1,0,--,--,66,50,1,50.00,4.545,66.00,0,0,1/36,1/36
Mluleki Luke Nkala,01-04-1981,ZIMBABWE,Right-hand bat,Right-arm fast-medium,"September 27,1998",Zimbabwe v India,50,35,324,5,47,10.80,526,61.59,0,0,22,4,6,0,1582,1570,22,71.36,5.954,71.90,0,0,3/12,3/12
Murray William Goodwin,11-12-1972,ZIMBABWE,Right-hand bat,Leg-break,"January 22,1998",Sri Lanka v Zimbabwe,71,70,1818,3,112*,27.13,2654,68.50,2,8,160,8,20,0,248,210,4,52.50,5.080,62.00,0,0,1/12,1/12
Natsai M'shangwe,09-02-1991,ZIMBABWE,Right-hand bat,Leg-break googly,"October 25,2011",Zimbabwe v New Zealand,6,6,38,1,16,7.600,45,84.44,0,0,0,5,1,0,336,260,3,86.66,4.642,112.0,0,0,1/24,1/24
Neil Clarkson Johnson,24-01-1970,ZIMBABWE,Left-hand bat,"Right-arm fast-medium, Off-break","October 24,1998",New Zealand v Zimbabwe,48,48,1679,2,132*,36.50,2389,70.28,4,11,173,12,19,0,1503,1220,35,34.85,4.870,42.94,0,0,4/42,4/42
Njabulo Ncube,14-10-1989,ZIMBABWE,Right-hand bat,Right-arm fast-medium,"October 25,2011",Zimbabwe v New Zealand,1,1,0,1,0*,--,0,--,0,0,0,0,--,--,53,69,3,23.00,7.811,17.66,0,0,3/69,3/69
Paul Andrew Strang,28-07-1970,ZIMBABWE,Right-hand bat,Leg-break googly,"December 2,1994",Australia v Zimbabwe,95,73,1090,24,47*,22.24,1651,66.02,0,0,71,5,30,0,4351,3173,96,33.05,4.375,45.32,2,0,5/21,5/21
Harry Peter Rinke,05-11-1981,ZIMBABWE,Right-hand bat,Right-arm fast-medium,"February 25,2006",Zimbabwe v Kenya,18,18,317,0,72,17.61,378,83.86,0,3,41,2,--,--,277,273,8,34.12,5.913,34.62,0,0,2/11,2/11
Peter Walter Edward Rawson,25-05-1957,ZIMBABWE,Right-hand bat,Right-arm fast-medium,"June 9,1983",Australia v Zimbabwe,10,8,80,3,24*,16.00,123,65.04,0,0,5,1,4,0,571,427,12,35.58,4.486,47.58,0,0,3/47,3/47
Mpumelelo Mbangwa,26-06-1976,ZIMBABWE,Right-hand bat,Right-arm fast-medium,"November 1,1996",Pakistan v Zimbabwe,29,13,34,6,11,4.857,56,60.71,0,0,2,1,3,0,1369,1140,11,103.6,4.996,124.4,0,0,2/16,2/24
Prosper Utseya,26-03-1985,ZIMBABWE,Right-hand bat,Off-break,"April 20,2004",Zimbabwe v Sri Lanka,164,132,1406,48,68*,16.73,2408,58.38,0,4,88,17,50,0,8571,6239,133,46.90,4.367,64.44,1,0,4/38,4/38
Raymond William Price,12-06-1976,ZIMBABWE,Right-hand bat,Slow left-arm,"September 14,2002",India v Zimbabwe,102,59,406,17,46,9.666,701,57.91,0,0,31,5,17,0,5374,3575,100,35.75,3.991,53.74,0,0,4/22,4/22
Regis Wiriranai Chakabva,20-09-1987,ZIMBABWE,Right-hand bat,Off-break,"October 19,2008",Kenya v Zimbabwe,34,31,454,1,45,15.13,813,55.84,0,0,32,1,20,3,--,--,--,--,--,--,--,--,,
Richard William Sims,23-07-1979,ZIMBABWE,Right-hand bat,Off-break,"November 23,2002",Zimbabwe v Pakistan,3,2,31,1,24,31.00,67,46.26,0,0,3,0,1,0,132,127,0,--,5.772,--,0,0,0/18,0/18
Richmond Mutumbami,11-06-1989,ZIMBABWE,Right-hand bat,Off-break,"July 24,2014",Zimbabwe v Afghanistan,31,29,552,2,74,20.44,777,71.04,0,3,54,11,21,5,--,--,--,--,--,--,--,--,,
Robin David Brown,11-03-1951,ZIMBABWE,Right-hand bat,Right-arm medium,"June 11,1983",India v Zimbabwe,7,7,110,0,38,15.71,334,32.93,0,0,8,0,5,0,--,--,--,--,--,--,--,--,,
Ryan Shaun Higgins,24-03-1988,ZIMBABWE,Right-hand bat,Leg-break googly,"February 26,2006",Zimbabwe v Kenya,11,8,15,2,7*,2.500,63,23.80,0,0,0,0,5,0,544,380,13,29.23,4.191,41.84,0,0,4/21,4/21
Sean Gerard Davies,15-10-1973,ZIMBABWE,Left-hand bat,Right-arm medium-fast,"January 28,1996",New Zealand v Zimbabwe,4,4,67,0,45,16.75,173,38.72,0,0,4,1,--,--,--,--,--,--,--,--,--,--,,
Sean Michael Ervine,06-12-1982,ZIMBABWE,Left-hand bat,Right-arm medium,"October 10,2001",Zimbabwe v England,42,34,698,7,100,25.85,816,85.53,1,2,62,14,5,0,1649,1561,41,38.07,5.679,40.21,0,0,3/29,3/29
Sean Colin Williams,26-09-1986,ZIMBABWE,Left-hand bat,Slow left-arm,"February 25,2005",South Africa v Zimbabwe,116,112,3087,14,102,31.50,3810,81.02,1,27,247,32,42,0,3412,2774,58,47.82,4.878,58.82,0,0,3/15,3/15
Shingirai Winston Masakadza,04-09-1986,ZIMBABWE,Right-hand bat,Right-arm fast-medium,"March 4,2010",West Indies v Zimbabwe,16,11,170,3,45*,21.25,177,96.04,0,0,17,8,7,0,791,891,25,35.64,6.758,31.64,0,0,4/32,4/46
Sikandar Raza Butt,24-04-1986,ZIMBABWE,Right-hand bat,Off-break,"May 3,2013",Zimbabwe v Bangladesh,85,82,2381,13,141,34.50,2926,81.37,3,13,209,51,36,0,2318,1872,50,37.44,4.845,46.36,0,--,,
Stephen Guy Peall,02-09-1969,ZIMBABWE,Left-hand bat,Off-break,"October 31,1992",Zimbabwe v New Zealand,21,15,91,1,21,6.500,150,60.66,0,0,10,0,1,0,900,678,8,84.75,4.520,112.5,0,0,3/54,3/54
Stuart Vance Carlisle,10-05-1972,ZIMBABWE,Right-hand bat,Right-arm medium,"February 22,1995",Zimbabwe v Pakistan,111,107,2740,8,121*,27.67,4325,63.35,3,9,209,28,39,0,--,--,--,--,--,--,--,--,,
Stuart Matsikenyeri,03-05-1983,ZIMBABWE,Right-hand bat,Off-break,"November 23,2002",Zimbabwe v Pakistan,113,110,2224,9,90,22.01,3074,72.34,0,13,209,18,37,0,920,778,16,48.62,5.073,57.50,0,0,2/25,2/25
Tafadzwa Paul Kamungozi,08-06-1987,ZIMBABWE,Right-hand bat,Leg-break,"September 20,2006",South Africa v Zimbabwe,14,11,27,6,12*,5.400,55,49.09,0,0,5,0,6,0,636,548,12,45.66,5.169,53.00,0,0,2/36,2/36
Tafadzwa Vintlane Mufambisi,17-12-1986,ZIMBABWE,Right-hand bat,Off-break,"August 2,2006",Zimbabwe v Bangladesh,6,6,55,0,21,9.166,90,61.11,0,0,6,0,1,0,--,--,--,--,--,--,--,--,,
Tatenda Taibu,14-05-1983,ZIMBABWE,Right-hand bat,Right-arm medium,"June 23,2001",Zimbabwe v West Indies,150,137,3393,21,107*,29.25,5021,67.57,2,22,235,32,114,33,84,61,2,30.50,4.357,42.00,0,0,2/42,2/42
Tawanda Mupariwa,16-04-1985,ZIMBABWE,Right-hand bat,Right-arm fast-medium,"April 27,2004",Zimbabwe v Sri Lanka,40,32,185,10,33,8.409,326,56.74,0,0,14,2,9,0,2019,1690,57,29.64,5.022,35.42,0,0,4/39,4/39
Tendai Larry Chatara,28-02-1991,ZIMBABWE,Right-hand bat,Right-arm fast-medium,"February 24,2013",West Indies v Zimbabwe,54,35,148,14,23,7.047,283,52.29,0,0,13,2,5,0,2642,2259,73,30.94,5.130,36.19,0,0,3/20,3/20
Terrence Duffin,20-03-1982,ZIMBABWE,Left-hand bat,Right-arm medium,"February 25,2006",Zimbabwe v Kenya,23,23,546,0,88,23.73,993,54.98,0,3,57,0,6,0,--,--,--,--,--,--,--,--,,
Timycen Maruma,19-04-1988,ZIMBABWE,Right-hand bat,Leg-break googly,"August 22,2007",Zimbabwe v South Africa,17,16,157,0,32,9.812,306,51.30,0,0,11,4,8,0,225,230,4,57.50,6.133,56.25,0,0,2/50,2/50
Tinashe Panyangara,21-10-1985,ZIMBABWE,Right-hand bat,Right-arm fast-medium,"April 20,2004",Zimbabwe v Sri Lanka,65,49,239,13,33,6.638,463,51.61,0,0,19,4,9,0,3242,3025,65,46.53,5.598,49.87,0,0,3/28,3/28
Tinotenda Mbiri Kanayi Mawoyo,08-01-1986,ZIMBABWE,Right-hand bat,Right-arm medium-fast,"December 8,2006",Bangladesh v Zimbabwe,7,7,58,0,15,8.285,160,36.25,0,0,4,0,2,0,--,--,--,--,--,--,--,--,,
Confidence Tinotenda Mutombodzi,21-12-1990,ZIMBABWE,Right-hand bat,Leg-break googly,"February 26,2013",West Indies v Zimbabwe,11,10,112,1,27,12.44,160,70.00,0,0,7,3,4,0,311,278,6,46.33,5.363,51.83,0,0,2/28,2/28
