Name,Date of birth,Team,Batting Style,Bowling Style,ODI Debut,Debut Team,Matches played,Innings,Total Run,Not Out,Highe Score,Batting Avg,Balls faced,Stick rate,100s,50s,4s,6s,Caught,Stumped,Balls,Runs,Wickets,Bowling Avg,Economy,Stick rate,5WI,10WM,BBI,BBM
Khalid Khan,07-02-1971,HONG KONG,Right-hand bat,Right-arm medium-fast,"July 16,2004",Bangladesh v Hong Kong,2,2,5,0,3,2.500,8,62.50,0,0,0,0,--,--,108,93,3,31.00,5.166,36.00,0,0,2/62,2/62
Manoj Cheruparambil,24-10-1979,HONG KONG,Right-hand bat,Right-arm medium,"July 16,2004",Bangladesh v Hong Kong,2,2,30,0,30,15.00,52,57.69,0,0,3,1,--,--,--,--,--,--,--,--,--,--,,
Mark Sinclair Chapman,27-06-1994,NEW ZEALAND,Left-hand bat,Slow left-arm,"November 16,2015",United Arab Emirates v Hong Kong,5,5,160,1,124*,40.00,174,91.95,1,0,12,3,1,0,--,--,--,--,--,--,--,--,,
Munir Ahmed Dar,12-04-1974,HONG KONG,Right-hand bat,Slow left-arm,"June 24,2008",Pakistan v Hong Kong,2,2,18,0,14,9.000,16,112.5,0,0,4,0,--,--,108,89,0,--,4.944,--,0,0,0/34,0/34
Nadeem Ahmed,28-09-1987,HONG KONG,Right-hand bat,Off-break,"July 18,2004",Hong Kong v Pakistan,23,15,58,3,14,4.833,140,41.42,0,0,4,0,12,0,1243,866,38,22.78,4.180,32.71,0,0,4/21,4/21
Najeeb Aamer,25-09-1971,HONG KONG,Left-hand bat,Slow left-arm,"July 16,2004",Bangladesh v Hong Kong,4,4,38,1,21,12.66,64,59.37,0,0,6,0,1,0,240,172,3,57.33,4.300,80.00,0,0,2/40,2/40
Nasir Hameed,04-04-1969,HONG KONG,Right-hand bat,NaN,"July 18,2004",Hong Kong v Pakistan,1,1,0,0,0,0.000,1,0.000,0,0,0,0,--,--,--,--,--,--,--,--,--,--,,
Nizakat Khan,08-07-1992,HONG KONG,Right-hand bat,Leg-break,"May 1,2014",Afghanistan v Hong Kong,18,18,570,0,94,31.66,688,82.84,0,2,58,15,8,0,139,104,4,26.00,4.489,34.75,0,--,,
Rahul Sharma,30-11-1986,INDIA,Right-hand bat,Leg-break googly,"December 8,2011",India v West Indies,4,1,1,0,1,1.000,2,50.00,0,0,0,0,1,0,206,177,6,29.50,5.155,34.33,0,0,3/13,3/13
Rahul Sharma,14-09-1960,HONG KONG,Right-hand bat,Off-break,"July 16,2004",Bangladesh v Hong Kong,2,2,11,0,10,5.500,24,45.83,0,0,1,0,1,0,--,--,--,--,--,--,--,--,,
John Patrick Roy Lamsam,15-05-1980,HONG KONG,Right-hand bat,Right-arm medium,"July 16,2004",Bangladesh v Hong Kong,2,2,24,0,16,12.00,47,51.06,0,0,4,0,1,0,36,47,0,--,7.833,--,0,0,0/20,0/20
Sher Bhadur Lama,09-01-1973,HONG KONG,Right-hand bat,Right-arm medium,"July 16,2004",Bangladesh v Hong Kong,1,1,16,1,16*,--,48,33.33,0,0,1,0,--,--,--,--,--,--,--,--,--,--,,
Skhawat Ali,05-05-1985,HONG KONG,Right-hand bat,Right-arm medium,"June 24,2008",Pakistan v Hong Kong,4,4,46,0,28,11.50,109,42.20,0,0,7,0,--,--,48,68,0,--,8.500,--,0,0,0/68,0/68
Tabarak Hussain Dar,03-05-1976,HONG KONG,Right-hand bat,Right-arm medium,"July 16,2004",Bangladesh v Hong Kong,4,4,101,0,36,25.25,175,57.71,0,0,13,0,--,--,--,--,--,--,--,--,--,--,,
Tanvir Afzal,12-06-1988,HONG KONG,Right-hand bat,Right-arm medium-fast,"May 1,2014",Afghanistan v Hong Kong,18,17,280,2,73,18.66,244,114.7,0,1,17,17,2,0,804,554,19,29.15,4.134,42.31,0,--,,
Timothy Trudeau Smart,10-07-1972,HONG KONG,Right-hand bat,NaN,"July 16,2004",Bangladesh v Hong Kong,2,2,34,0,25,17.00,94,36.17,0,0,2,0,3,0,--,--,--,--,--,--,--,--,,
Waqas Barkat,17-02-1990,HONG KONG,Right-hand bat,Leg-break,"May 1,2014",Afghanistan v Hong Kong,10,10,102,2,27,12.75,184,55.43,0,0,10,0,3,0,90,75,0,--,5.000,--,0,--,,
Zain Abbas,16-04-1986,HONG KONG,Right-hand bat,Right-arm medium,"June 24,2008",Pakistan v Hong Kong,1,1,26,1,26*,--,54,48.14,0,0,2,0,--,--,36,56,1,56.00,9.333,36.00,0,0,1/56,1/56
