Name,Date of birth,Team,Batting Style,Bowling Style,ODI Debut,Debut Team,Matches played,Innings,Total Run,Not Out,Highe Score,Batting Avg,Balls faced,Stick rate,100s,50s,4s,6s,Caught,Stumped,Balls,Runs,Wickets,Bowling Avg,Economy,Stick rate,5WI,10WM,BBI,BBM
Daan Lodewijk Samuel van Bunge,19-10-1982,NETHERLANDS,Right-hand bat,Leg-break,"September 16,2002",Sri Lanka v Netherlands,37,31,633,1,80,21.10,953,66.42,0,3,57,15,11,0,331,329,11,29.90,5.963,30.09,0,0,3/16,3/16
Darron John Reekers,26-05-1973,NETHERLANDS,Right-hand bat,Right-arm medium,"July 4,2006",Netherlands v Sri Lanka,19,19,481,0,104,25.31,412,116.7,1,0,81,6,7,0,510,436,13,33.53,5.129,39.23,0,0,3/54,3/54
Dirk Peter Nannes,16-05-1976,NETHERLANDS,Right-hand bat,Left-arm fast-medium,"August 28,2009",Scotland v Australia,1,1,1,0,1*,1.000,2,50.00,0,0,0,0,--,--,42,20,1,20.00,2.857,42.00,0,0,1/0,1/0
Edgar Schiferli,17-05-1976,NETHERLANDS,Right-hand bat,Right-arm medium-fast,"September 16,2002",Sri Lanka v Netherlands,30,22,161,6,41,10.06,218,73.85,0,0,18,5,3,0,1294,1008,33,30.54,4.673,39.21,0,0,4/23,4/23
Eric Laurentius Gouka,29-01-1970,NETHERLANDS,Right-hand bat,Right-arm medium,"February 17,1996",Netherlands v New Zealand,3,2,19,1,19,19.00,36,52.77,0,0,2,0,--,--,22,51,1,51.00,13.90,22.00,0,0,1/32,1/32
Eric Stefan Szwarczynski,13-02-1983,NETHERLANDS,Right-hand bat,Right-arm medium,"July 6,2006",Netherlands v Sri Lanka,41,40,1102,3,98,29.78,1615,68.23,0,10,106,6,7,0,--,--,--,--,--,--,--,--,,
Jan Feiko Kloppenburg,19-06-1974,NETHERLANDS,Right-hand bat,Right-arm medium,"September 21,2002",Netherlands v Pakistan,6,6,165,0,121,27.50,265,62.26,1,0,12,4,1,0,242,191,8,23.87,4.735,30.25,0,0,4/42,4/42
Goniamalimage Jude Anthony Flavian Aponso,28-10-1952,NETHERLANDS,Left-hand bat,Leg-break,"February 17,1996",Netherlands v New Zealand,5,4,120,0,58,30.00,247,48.58,0,1,11,1,--,--,242,257,2,128.5,6.371,121.0,0,0,1/57,1/57
Floris Jansen,10-06-1962,NETHERLANDS,Right-hand bat,Right-arm medium,"February 22,1996",England v Netherlands,2,0,0,0,0,--,0,--,0,0,0,0,1,0,54,62,1,62.00,6.888,54.00,0,0,1/40,1/40
Geert-Maarten C Mol,12-10-1983,NETHERLANDS,Left-hand bat,Leg-break,"July 11,2007",Ireland v Netherlands,6,4,25,2,14,12.50,54,46.29,0,0,4,0,2,0,162,112,3,37.33,4.148,54.00,0,0,2/23,2/23
Hendrik-Jan Christiaan Mol,29-03-1977,NETHERLANDS,Left-hand bat,Left-arm medium,"September 21,2002",Netherlands v Pakistan,11,9,67,1,23,8.375,183,36.61,0,0,5,0,2,0,182,149,5,29.80,4.912,36.40,0,0,2/17,2/17
Jacob-Jan Esmeijer,28-05-1972,NETHERLANDS,Right-hand bat,Slow left-arm,"September 16,2002",Sri Lanka v Netherlands,6,5,10,1,7,2.500,43,23.25,0,0,1,0,3,0,228,208,0,--,5.473,--,0,0,0/16,0/16
Jeroen Smits,21-06-1972,NETHERLANDS,Right-hand bat,NaN,"February 12,2003",India v Netherlands,38,19,169,9,29*,16.90,360,46.94,0,0,10,0,41,7,--,--,--,--,--,--,--,--,,
Klaas-Jan Jeroen van Noortwijk,10-07-1970,NETHERLANDS,Right-hand bat,Right-arm medium,"February 17,1996",Netherlands v New Zealand,9,9,322,2,134*,46.00,428,75.23,1,1,26,6,--,--,--,--,--,--,--,--,--,--,,
Lesley Willem Stokkers,01-11-1987,NETHERLANDS,Right-hand bat,Off-break,"August 8,2008",Netherlands v Bermuda,1,1,15,1,15*,--,40,37.50,0,0,0,0,1,0,--,--,--,--,--,--,--,--,,
Lucas Petrus van Troost,28-12-1969,NETHERLANDS,Left-hand bat,Left-arm medium,"September 16,2002",Sri Lanka v Netherlands,23,20,284,2,40,15.77,456,62.28,0,0,27,6,6,0,246,280,4,70.00,6.829,61.50,0,0,2/29,2/29
Mangesh Panchal,27-12-1973,NETHERLANDS,Right-hand bat,Leg-break,"August 18,2007",Netherlands v Bermuda,1,0,0,0,0,--,0,--,0,0,0,0,--,--,30,10,0,--,2.000,--,0,0,0/10,0/10
Marcelis Michael Catharinus Schewe,10-05-1969,NETHERLANDS,Right-hand bat,NaN,"February 17,1996",Netherlands v New Zealand,5,4,49,1,20,16.33,68,72.05,0,0,3,0,2,1,--,--,--,--,--,--,--,--,,
Mark Benjamin Sebastiaan Jonkman,20-03-1986,NETHERLANDS,Right-hand bat,Right-arm medium-fast,"November 26,2006",Canada v Netherlands,16,9,59,4,16,11.80,79,74.68,0,0,6,0,1,0,719,565,24,23.54,4.714,29.95,0,0,3/24,3/24
Maurits Maarten Alexander Jonkman,20-03-1986,NETHERLANDS,Right-hand bat,Right-arm medium,"August 20,2007",Netherlands v Bermuda,4,2,20,0,13,10.00,51,39.21,0,0,2,0,1,0,136,114,6,19.00,5.029,22.66,0,0,3/23,3/23
Maurits William Albert van Nierop,11-05-1983,NETHERLANDS,Right-hand bat,Right-arm medium,"November 28,2006",Bermuda v Netherlands,2,2,35,1,31*,35.00,49,71.42,0,0,4,1,--,--,--,--,--,--,--,--,--,--,,
Michael James Gratton Rippon,14-09-1991,NETHERLANDS,Right-hand bat,Chinaman,"July 7,2013",Netherlands v Ireland,4,2,17,1,14*,17.00,24,70.83,0,0,1,1,2,0,132,98,5,19.60,4.454,26.40,0,0,4/37,4/37
Michael Richard Swart,01-10-1982,NETHERLANDS,Right-hand bat,Off-break,"June 28,2011",Scotland v Netherlands,12,11,197,1,52,19.70,272,72.42,0,1,19,5,5,0,366,306,3,102.0,5.016,122.0,0,0,1/5,1/5
Mohammad Kashif Hussain,03-12-1984,NETHERLANDS,Right-hand bat,Slow left-arm,"July 4,2006",Netherlands v Sri Lanka,11,3,1,0,1,0.333,17,5.882,0,0,0,0,2,0,450,410,9,45.55,5.466,50.00,0,0,3/42,3/42
Mudassar Bukhari,26-12-1983,NETHERLANDS,Right-hand bat,Right-arm fast-medium,"July 3,2007",Canada v Netherlands,46,34,516,4,71,17.20,671,76.90,0,2,38,19,6,0,2036,1602,57,28.10,4.721,35.71,0,0,3/12,3/12
Neil Kruger,15-08-1981,NETHERLANDS,Right-hand bat,Right-arm medium,"June 28,2011",Scotland v Netherlands,2,2,39,0,34,19.50,75,52.00,0,0,3,0,2,0,--,--,--,--,--,--,--,--,,
Nickholas Alexander Statham,15-03-1975,NETHERLANDS,Right-hand bat,Off-break,"February 16,2003",England v Netherlands,3,3,7,0,7,2.333,50,14.00,0,0,0,0,--,--,--,--,--,--,--,--,--,--,,
Nolan Ewatt Clarke,22-06-1948,NETHERLANDS,Right-hand bat,Leg-break googly,"February 17,1996",Netherlands v New Zealand,5,5,50,0,32,10.00,112,44.64,0,0,8,1,3,0,--,--,--,--,--,--,--,--,,
Paul Adriaan van Meekeren,15-01-1993,NETHERLANDS,Right-hand bat,Right-arm medium,"May 31,2013",Netherlands v South Africa,2,1,15,1,15*,--,17,88.23,0,0,1,0,--,--,66,79,1,79.00,7.181,66.00,0,0,1/9,1/9
Peter William Borren,21-08-1983,NETHERLANDS,Right-hand bat,Right-arm medium,"July 4,2006",Netherlands v Sri Lanka,58,50,1004,5,96,22.31,1176,85.37,0,5,85,18,28,0,1979,1620,46,35.21,4.911,43.02,0,0,4/32,4/32
Peter Edward Cantrell,28-10-1962,NETHERLANDS,Right-hand bat,Off-break,"February 17,1996",Netherlands v New Zealand,5,5,160,0,47,32.00,307,52.11,0,0,14,0,--,--,186,170,3,56.66,5.483,62.00,0,0,1/18,1/18
Pieter Marinus Seelaar,02-07-1987,NETHERLANDS,Right-hand bat,Slow left-arm,"July 6,2006",Netherlands v Sri Lanka,37,21,97,10,34*,8.818,181,53.59,0,0,8,2,11,0,1685,1329,42,31.64,4.732,40.11,0,0,4/15,4/15
Paul-Jan Bakker,19-08-1957,NETHERLANDS,Right-hand bat,Right-arm medium-fast,"February 17,1996",Netherlands v New Zealand,5,1,1,1,1*,--,4,25.00,0,0,0,0,--,--,258,215,3,71.66,5.000,86.00,0,0,2/51,2/51
Reinout Hans Scholte,10-08-1967,NETHERLANDS,Right-hand bat,NaN,"September 16,2002",Sri Lanka v Netherlands,5,5,39,0,12,7.800,135,28.88,0,0,2,0,--,--,--,--,--,--,--,--,--,--,,
Robert Frank van Oosterom,16-10-1968,NETHERLANDS,Right-hand bat,NaN,"March 1,1996",Netherlands v United Arab Emirates,3,3,7,2,5*,7.000,27,25.92,0,0,0,0,2,0,--,--,--,--,--,--,--,--,,
Roland Philippe Lefebvre,07-02-1963,NETHERLANDS,Right-hand bat,Right-arm medium,"February 17,1996",Netherlands v New Zealand,11,11,171,5,45,28.50,280,61.07,0,0,11,3,4,0,534,346,9,38.44,3.887,59.33,0,0,2/38,2/38
Ruud Gerard Nijman,15-06-1982,NETHERLANDS,Right-hand bat,Right-arm medium-fast,"April 19,2009",Kenya v Netherlands,1,0,0,0,0,--,0,--,0,0,0,0,--,--,49,31,3,10.33,3.795,16.33,0,0,3/31,3/31
Ryan Neil ten Doeschate,30-06-1980,NETHERLANDS,Right-hand bat,Right-arm medium-fast,"July 4,2006",Netherlands v Sri Lanka,33,32,1541,9,119,67.00,1756,87.75,5,9,132,29,13,0,1580,1327,55,24.12,5.039,28.72,0,0,4/31,4/31
Stephanus Johannes Myburgh,28-02-1984,NETHERLANDS,Left-hand bat,Off-break,"September 12,2011",Netherlands v Kenya,11,11,265,1,56,26.50,305,86.88,0,2,32,7,1,0,--,--,--,--,--,--,--,--,,
Steven Willem Lubbers,24-03-1953,NETHERLANDS,Right-hand bat,Off-break,"February 17,1996",Netherlands v New Zealand,4,4,24,1,9,8.000,37,64.86,0,0,2,0,1,0,216,187,5,37.40,5.194,43.20,0,0,3/48,3/48
Timotheus Bernardus Maria de Leede,25-01-1968,NETHERLANDS,Right-hand bat,Right-arm medium,"February 17,1996",Netherlands v New Zealand,29,25,400,1,58*,16.66,628,63.69,0,2,39,5,7,0,1139,999,29,34.44,5.262,39.27,0,0,4/35,4/35
Timothy George Johannus Gruijters,28-08-1991,NETHERLANDS,Right-hand bat,Right-arm medium,"February 16,2010",Kenya v Netherlands,5,4,68,1,32,22.66,116,58.62,0,0,5,2,2,0,120,79,2,39.50,3.950,60.00,0,0,2/37,2/37
Timm van der Gugten,25-02-1991,NETHERLANDS,Right-hand bat,Right-arm fast-medium,"March 29,2012",Afghanistan v Netherlands,4,2,4,0,2,2.000,6,66.66,0,0,0,0,--,--,126,85,8,10.62,4.047,15.75,1,0,5/24,5/24
Tom Lexley William Cooper,26-11-1986,NETHERLANDS,Right-hand bat,Off-break,"June 15,2010",Netherlands v Scotland,23,22,976,2,101,48.80,1391,70.16,1,8,82,4,12,0,553,438,13,33.69,4.752,42.53,0,0,3/11,3/11
Tom Nico de Grooth,15-05-1979,NETHERLANDS,Right-hand bat,Off-break,"August 6,2006",Scotland v Netherlands,34,32,480,4,97,17.14,776,61.85,0,1,46,2,6,0,6,2,1,2.000,2.000,6.000,0,0,1/2,1/2
Thomas Josephus Heggelman,16-01-1987,NETHERLANDS,Right-hand bat,Right-arm medium,"August 16,2010",Ireland v Netherlands,5,5,27,0,22,5.400,85,31.76,0,0,0,0,1,0,102,86,5,17.20,5.058,20.40,0,0,3/29,3/29
Victor D Grandia,10-01-1979,NETHERLANDS,Right-hand bat,Right-arm medium,"September 16,2002",Sri Lanka v Netherlands,1,1,0,0,0,0.000,5,0.000,0,0,0,0,--,--,30,40,1,40.00,8.000,30.00,0,0,1/40,1/40
Vinoo Arsh Baldewpersad Tewarie,14-09-1991,NETHERLANDS,NaN,NaN,"June 29,2011",Scotland v Netherlands,1,1,4,0,4,4.000,22,18.18,0,0,0,0,--,--,--,--,--,--,--,--,--,--,,
Vivian Jilling Kingma,23-10-1994,NETHERLANDS,Right-hand bat,Right-arm medium,"January 28,2014",Canada v Netherlands,1,0,0,0,0,--,0,--,0,0,0,0,--,--,12,11,0,--,5.500,--,0,0,0/11,0/11
Wesley Barresi,03-05-1984,NETHERLANDS,Right-hand bat,NaN,"July 1,2010",Netherlands v Scotland,28,27,783,4,137*,34.04,1041,75.21,1,5,76,14,13,8,18,20,0,--,6.666,--,0,0,0/20,0/20
Wilfred Patrick Diepeveen,18-06-1985,NETHERLANDS,Right-hand bat,Leg-break,"September 13,2011",Netherlands v Kenya,1,1,6,0,6,6.000,7,85.71,0,0,1,0,--,--,--,--,--,--,--,--,--,--,,
