Name,Date of birth,Team,Batting Style,Bowling Style,ODI Debut,Debut Team,Matches played,Innings,Total Run,Not Out,Highe Score,Batting Avg,Balls faced,Stick rate,100s,50s,4s,6s,Caught,Stumped,Balls,Runs,Wickets,Bowling Avg,Economy,Stick rate,5WI,10WM,BBI,BBM
Austin Conroy Lenroy Richards,14-11-1983,WEST INDIES,Left-hand bat,Right-arm medium,"July 12,2007",Scotland v West Indies,1,1,2,0,2,2.000,2,100.0,0,0,0,0,1,0,--,--,--,--,--,--,--,--,,
Barrington St Aubyn Browne,16-09-1967,WEST INDIES,Right-hand bat,Right-arm fast,"October 20,1994",India v West Indies,4,3,8,2,8*,8.000,24,33.33,0,0,0,0,--,--,180,156,2,78.00,5.200,90.00,0,0,2/50,2/50
Bernard Denis Julien,13-03-1950,WEST INDIES,Right-hand bat,"Left-arm fast-medium, Chinaman, Slow left-arm","September 5,1973",England v West Indies,12,8,86,2,26*,14.33,148,58.10,0,0,5,--,4,0,762,463,18,25.72,3.645,42.33,0,0,4/20,4/20
Brendan Paul Nash,14-12-1977,WEST INDIES,Left-hand bat,"Slow left-arm, Left-arm medium","August 20,2008",Bermuda v West Indies,9,7,104,3,39*,26.00,141,73.75,0,0,11,1,1,0,294,224,5,44.80,4.571,58.80,0,0,3/56,3/56
Brenton Anthony Parchment,24-06-1982,WEST INDIES,Right-hand bat,Off-break,"December 4,2007",Zimbabwe v West Indies,7,7,122,0,48,17.42,218,55.96,0,0,16,1,--,--,--,--,--,--,--,--,--,--,,
Brian Charles Lara,02-05-1969,WEST INDIES,Left-hand bat,Leg-break googly,"November 9,1990",Pakistan v West Indies,299,289,10405,32,169,40.48,13085,79.51,19,63,1036,133,120,0,49,61,4,15.25,7.469,12.25,0,0,2/5,2/5
Cameron Eustace Cuffy,08-02-1970,WEST INDIES,Right-hand bat,Right-arm fast,"October 17,1994",India v West Indies,41,22,62,8,17*,4.428,125,49.60,0,0,3,1,5,0,2153,1436,41,35.02,4.001,52.51,0,0,4/24,4/24
Carl Llewellyn Hooper,15-12-1966,WEST INDIES,Right-hand bat,Off-break,"March 18,1987",New Zealand v West Indies,227,206,5761,43,113*,35.34,7516,76.64,7,29,409,65,120,0,9573,6958,193,36.05,4.361,49.60,0,0,4/34,4/34
Carl McArthur Tuckett,18-05-1970,WEST INDIES,Right-hand bat,Right-arm fast-medium,"April 8,1998",West Indies v England,1,0,0,0,0,--,0,--,0,0,0,0,--,--,48,41,2,20.50,5.125,24.00,0,0,2/41,2/41
Carlisle Alonza Best,14-05-1959,WEST INDIES,Right-hand bat,"Right-arm medium, Off-break","March 4,1986",West Indies v England,24,23,473,4,100,24.89,690,68.55,1,2,38,3,5,0,19,12,0,--,3.789,--,0,0,0/2,0/2
Carlos Ricardo Brathwaite,18-07-1988,WEST INDIES,Right-hand bat,Right-arm fast-medium,"October 18,2011",Bangladesh v West Indies,28,26,323,2,33*,13.45,391,82.60,0,0,20,12,9,0,1284,1163,26,44.73,5.434,49.38,1,--,,
Carlton Seymour Baugh,23-06-1982,WEST INDIES,Right-hand bat,Leg-break googly,"May 17,2003",West Indies v Australia,47,35,482,11,49,20.08,719,67.03,0,0,37,7,39,12,--,--,--,--,--,--,--,--,,
Chadwick Antonio Kirkpatrick Walton,03-07-1985,WEST INDIES,Right-hand bat,NaN,"September 23,2009",Pakistan v West Indies,9,8,53,0,19,6.625,86,61.62,0,0,7,0,9,1,--,--,--,--,--,--,--,--,,
Christopher Henry Gayle,21-09-1979,WEST INDIES,Left-hand bat,Off-break,"September 11,1999",India v West Indies,281,276,9585,17,215,37.00,11170,85.81,23,48,1063,267,119,0,7268,5791,165,35.09,4.780,44.04,1,0,5/34,5/34
Clayton Benjamin Lambert,10-02-1962,WEST INDIES,Left-hand bat,Off-break,"March 15,1990",West Indies v England,12,12,407,0,119,33.91,540,75.37,1,2,45,7,--,--,72,74,0,--,6.166,--,0,0,0/1,0/1
Clive Hubert Lloyd,31-08-1944,WEST INDIES,Left-hand bat,Right-arm medium,"September 5,1973",England v West Indies,87,69,1977,19,102,39.54,2314,85.43,1,11,149,23,39,0,352,210,8,26.25,3.579,44.00,0,0,2/4,2/4
Colin Everton Hunte Croft,15-03-1953,WEST INDIES,Right-hand bat,Right-arm fast,"March 16,1977",West Indies v Pakistan,19,6,18,4,8,9.000,38,47.36,0,0,1,0,1,0,1070,620,30,20.66,3.476,35.66,1,0,6/15,6/15
Colin Ellsworth Laurie Stuart,28-09-1973,WEST INDIES,Right-hand bat,Right-arm fast-medium,"January 17,2001",Australia v West Indies,5,1,3,1,3*,--,13,23.07,0,0,0,0,1,0,258,205,8,25.62,4.767,32.25,1,0,5/44,5/44
Collis Llewellyn King,11-06-1951,WEST INDIES,Right-hand bat,Right-arm medium,"August 26,1976",England v West Indies,18,14,280,2,86,23.33,248,112.9,0,1,18,6,6,0,744,529,11,48.09,4.266,67.63,0,0,4/23,4/23
Corey Dalanelo Collymore,21-12-1977,WEST INDIES,Right-hand bat,Right-arm fast-medium,"September 11,1999",India v West Indies,84,35,104,17,13*,5.777,261,39.84,0,0,5,2,12,0,4074,2924,83,35.22,4.306,49.08,1,0,5/48,5/51
Courtney Oswald Browne,07-12-1970,WEST INDIES,Right-hand bat,NaN,"October 11,1995",Sri Lanka v West Indies,46,32,415,8,46*,17.29,590,70.33,0,0,27,5,59,9,--,--,--,--,--,--,--,--,,
Courtney Andrew Walsh,30-10-1962,WEST INDIES,Right-hand bat,Right-arm fast,"January 10,1985",Sri Lanka v West Indies,205,79,321,33,30*,6.978,451,71.17,0,0,22,8,27,0,10822,6918,227,30.47,3.835,47.67,1,0,5/1,5/1
Curtly Elconn Lynwall Ambrose,21-09-1963,WEST INDIES,Left-hand bat,Right-arm fast,"March 12,1988",West Indies v Pakistan,176,96,639,36,31*,10.65,985,64.87,0,0,39,10,45,0,9353,5429,225,24.12,3.482,41.56,4,0,5/17,5/17
Dale Maurice Richards,16-07-1976,WEST INDIES,Right-hand bat,NaN,"July 26,2009",West Indies v Bangladesh,8,7,179,0,59,25.57,251,71.31,0,2,21,3,5,0,--,--,--,--,--,--,--,--,,
Danza Pacino Hyatt,17-03-1983,WEST INDIES,Right-hand bat,Right-arm medium,"June 11,2011",West Indies v India,9,9,112,1,39,14.00,188,59.57,0,0,8,6,1,0,--,--,--,--,--,--,--,--,,
Daren Ganga,14-01-1979,TRINIDAD AND TOBAGO,Right-hand bat,Off-break,"February 2,1999",South Africa v West Indies,35,34,843,1,71,25.54,1414,59.61,0,9,69,7,11,0,1,4,0,--,24.00,--,0,0,0/0,0/0
Daren Brent Lyle Powell,15-04-1978,WEST INDIES,Right-hand bat,Right-arm fast-medium,"December 3,2002",Bangladesh v West Indies,55,25,118,3,48*,5.363,164,71.95,0,0,4,5,13,0,2850,2239,71,31.53,4.713,40.14,0,0,4/27,4/27
Darren Michael Bravo,06-02-1989,TRINIDAD AND TOBAGO,Left-hand bat,Left-arm medium,"June 26,2009",West Indies v India,94,91,2595,10,124,32.03,3714,69.87,3,17,222,55,30,0,--,--,--,--,--,--,--,--,,
Darren Julius Garvey Sammy,20-12-1983,WORLD XI,Right-hand bat,Right-arm medium,"July 8,2004",New Zealand v West Indies,126,105,1871,30,89,24.94,1870,100.0,0,9,145,84,67,0,4956,3851,81,47.54,4.662,61.18,0,0,4/16,4/16
Darryl Brown,18-12-1973,WEST INDIES,Right-hand bat,Right-arm medium,"December 16,2001",West Indies v Zimbabwe,3,2,10,1,9,10.00,20,50.00,0,0,0,1,--,--,150,124,5,24.80,4.960,30.00,0,0,3/21,3/21
Dave Mohammed,08-10-1979,TRINIDAD AND TOBAGO,Left-hand bat,Chinaman,"May 10,2006",West Indies v Zimbabwe,7,1,0,1,0*,--,2,0.000,0,0,0,0,1,0,353,235,10,23.50,3.994,35.30,0,0,3/37,3/37
David Eddison Bernard,19-07-1981,WEST INDIES,Right-hand bat,Right-arm medium-fast,"May 25,2003",West Indies v Australia,20,12,141,2,38,14.10,219,64.38,0,0,10,0,7,0,624,526,14,37.57,5.057,44.57,0,0,3/32,3/32
David Anthony Murray,29-05-1950,WEST INDIES,Right-hand bat,NaN,"September 7,1973",England v West Indies,10,7,45,2,35,9.000,140,32.14,0,0,6,0,16,0,--,--,--,--,--,--,--,--,,
David Williams,04-11-1963,WEST INDIES,Right-hand bat,Leg-break,"January 5,1988",India v West Indies,36,23,147,7,32*,9.187,242,60.74,0,0,11,0,35,10,--,--,--,--,--,--,--,--,,
Deighton Kelvin Butler,17-07-1974,WEST INDIES,Left-hand bat,Left-arm fast-medium,"August 2,2005",Sri Lanka v West Indies,5,4,25,3,13*,25.00,34,73.52,0,0,4,0,--,--,246,188,3,62.66,4.585,82.00,0,0,1/25,1/25
Denesh Ramdin,13-03-1985,TRINIDAD AND TOBAGO,Right-hand bat,NaN,"July 31,2005",India v West Indies,139,110,2200,22,169,25.00,2738,80.35,2,8,165,31,181,7,--,--,--,--,--,--,--,--,,
Derick Recaldo Parry,22-12-1954,WEST INDIES,Right-hand bat,Off-break,"April 12,1978",West Indies v Australia,6,5,61,1,32,15.25,77,79.22,0,0,1,--,8,0,330,259,11,23.54,4.709,30.00,0,0,3/47,3/47
Deryck Lance Murray,20-05-1943,WEST INDIES,Right-hand bat,Leg-break,"September 5,1973",England v West Indies,26,17,294,5,61*,24.50,446,65.91,0,2,16,0,37,1,--,--,--,--,--,--,--,--,,
Desmond Leo Haynes,15-02-1956,WEST INDIES,Right-hand bat,"Right-arm medium, Leg-break","February 22,1978",West Indies v Australia,238,237,8648,28,152*,41.37,13655,63.33,17,57,755,41,59,0,30,24,0,--,4.800,--,0,0,0/2,0/2
Devendra Bishoo,06-11-1985,WEST INDIES,Left-hand bat,Leg-break googly,"March 17,2011",England v West Indies,28,17,90,5,16,7.500,158,56.96,0,0,10,0,4,0,1416,1124,31,36.25,4.762,45.67,0,0,3/30,3/30
Devon Sheldon Smith,21-10-1981,WEST INDIES,Left-hand bat,Off-break,"May 17,2003",West Indies v Australia,47,45,1059,2,107,24.62,1505,70.36,1,5,110,9,13,0,17,17,0,--,6.000,--,0,0,0/3,0/3
Devon Cuthbert Thomas,12-11-1989,WEST INDIES,Right-hand bat,Right-arm medium,"July 28,2009",West Indies v Bangladesh,21,19,238,2,37,14.00,364,65.38,0,0,19,2,23,6,7,11,2,5.500,9.428,3.500,0,0,2/11,2/11
Dinanath Ramnarine,04-06-1975,WEST INDIES,Left-hand bat,Leg-break googly,"June 6,1997",West Indies v Sri Lanka,4,3,5,0,2,1.666,13,38.46,0,0,0,0,--,--,200,164,3,54.66,4.920,66.66,0,0,2/52,2/52
Dwayne John Bravo,07-10-1983,TRINIDAD AND TOBAGO,Right-hand bat,Right-arm fast-medium,"April 18,2004",West Indies v England,164,141,2968,24,112*,25.36,3605,82.33,2,10,240,58,73,0,6511,5874,199,29.51,5.413,32.71,1,0,6/43,6/43
Dwayne Romel Smith,12-04-1983,WEST INDIES,Right-hand bat,Right-arm medium,"January 25,2004",South Africa v West Indies,105,89,1560,5,97,18.57,1683,92.69,0,8,142,64,31,0,2726,2285,61,37.45,5.029,44.68,1,0,5/45,5/45
Eldine Ashworth Elderfield Baptiste,12-03-1960,WEST INDIES,Right-hand bat,Right-arm fast-medium,"October 13,1983",India v West Indies,43,16,184,4,31,15.33,241,76.34,0,0,8,0,14,0,2214,1511,36,41.97,4.094,61.50,0,0,2/10,2/10
Everton Hugh Mattis,11-04-1957,WEST INDIES,Right-hand bat,Off-break,"February 4,1981",West Indies v England,2,2,86,0,62,43.00,190,45.26,0,1,6,0,2,0,--,--,--,--,--,--,--,--,,
Ezra Alphonsa Moseley,05-01-1958,WEST INDIES,Right-hand bat,Right-arm fast-medium,"February 14,1990",West Indies v England,9,6,7,2,2*,1.750,15,46.66,0,0,0,0,--,--,330,278,7,39.71,5.054,47.14,0,0,2/52,2/52
Sheik Faoud Ahamul Fasiel Bacchus,31-01-1954,WEST INDIES,Right-hand bat,Right-arm medium,"February 22,1978",West Indies v Australia,29,26,612,3,80*,26.60,903,67.77,0,3,48,--,10,0,--,--,--,--,--,--,--,--,,
Fidel Henderson Edwards,06-02-1982,WEST INDIES,Right-hand bat,Right-arm fast,"November 29,2003",Zimbabwe v West Indies,50,22,73,14,13,9.125,160,45.62,0,0,5,0,4,0,2138,1812,60,30.20,5.085,35.63,2,0,6/22,6/22
Floyd Lamonte Reifer,23-07-1972,WEST INDIES,Left-hand bat,Right-arm medium,"June 6,1997",West Indies v Sri Lanka,8,8,117,0,40,14.62,229,51.09,0,0,10,2,3,0,--,--,--,--,--,--,--,--,,
Franklyn Albert Rose,01-02-1972,WEST INDIES,Right-hand bat,Right-arm fast,"April 26,1997",West Indies v India,27,23,217,5,30,12.05,265,81.88,0,0,15,6,6,0,1326,1046,29,36.06,4.733,45.72,1,0,5/23,5/23
Garfield St Aubrun Sobers,28-07-1936,WEST INDIES,Left-hand bat,"Left-arm fast-medium, Slow left-arm, Chinaman","September 5,1973",England v West Indies,1,1,0,0,0,0.000,6,0.000,0,0,0,0,1,0,63,31,1,31.00,2.952,63.00,0,0,1/3,1/31
Gavin Courtney Tonge,13-02-1983,WEST INDIES,Right-hand bat,Right-arm fast-medium,"July 28,2009",West Indies v Bangladesh,5,4,10,2,5,5.000,16,62.50,0,0,1,0,--,--,300,224,5,44.80,4.480,60.00,0,0,4/25,4/25
Cuthbert Gordon Greenidge,01-05-1951,WEST INDIES,Right-hand bat,"Right-arm medium, Off-break","June 11,1975",Pakistan v West Indies,128,127,5134,13,133*,45.03,7852,65.38,11,31,463,74,45,0,60,45,1,45.00,4.500,60.00,0,0,1/21,1/21
Augustine Lawrence Logie,28-09-1960,WEST INDIES,Right-hand bat,Off-break,"December 19,1981",Pakistan v West Indies,158,133,2809,36,109*,28.95,3802,73.88,1,14,208,8,61,0,24,18,0,--,4.500,--,0,0,0/0,0/0
Hamish Arbeb Gervais Anthony,16-01-1971,WEST INDIES,Right-hand bat,Right-arm fast-medium,"October 11,1995",Sri Lanka v West Indies,3,3,23,0,21,7.666,22,104.5,0,0,0,2,--,--,156,143,3,47.66,5.500,52.00,0,0,2/47,2/47
Henderson Ricardo Bryan,17-03-1970,WEST INDIES,Right-hand bat,Right-arm fast-medium,"April 11,1999",West Indies v Australia,15,8,43,2,11,7.166,71,60.56,0,0,4,0,4,0,722,518,12,43.16,4.304,60.16,0,0,4/24,4/24
Ian Raphael Bishop,24-10-1967,WEST INDIES,Right-hand bat,Right-arm fast,"May 21,1988",England v West Indies,84,44,405,19,33*,16.20,776,52.19,0,0,14,5,12,0,4332,3127,118,26.50,4.331,36.71,2,0,5/25,5/25
Ian David Russell Bradshaw,09-07-1974,WEST INDIES,Left-hand bat,Left-arm fast-medium,"May 1,2004",West Indies v England,62,34,287,11,37,12.47,480,59.79,0,0,18,4,6,0,3172,2299,78,29.47,4.348,40.66,0,0,3/15,3/15
Irvine Theodore Shillingford,18-04-1944,WEST INDIES,Right-hand bat,Off-break,"February 22,1978",West Indies v Australia,2,2,30,0,24,15.00,38,78.94,0,0,4,0,2,0,--,--,--,--,--,--,--,--,,
Jason Omar Holder,05-11-1991,BARBADOS TRIDENTS,Right-hand bat,Right-arm medium-fast,"February 1,2013",Australia v West Indies,77,62,1229,16,99*,26.71,1281,95.94,0,6,90,41,31,0,3686,3316,106,31.28,5.397,34.77,2,0,4/13,4/13
Jason Nazimuddin Mohammed,23-09-1986,TRINIDAD AND TOBAGO,Right-hand bat,Off-break,"December 11,2011",India v West Indies,26,22,529,1,91*,25.19,761,69.51,0,4,44,10,3,0,134,116,0,--,5.194,--,0,--,,
Peter Jeffrey Leroy Dujon,28-05-1956,WEST INDIES,Right-hand bat,Right-arm medium,"December 5,1981",Pakistan v West Indies,169,120,1945,36,82*,23.15,2868,67.81,0,6,133,2,183,21,--,--,--,--,--,--,--,--,,
Jermaine Blackwood,20-11-1991,WEST INDIES,Right-hand bat,Off-break,"November 4,2015",Sri Lanka v West Indies,2,2,11,0,9,5.500,23,47.82,0,0,1,0,1,0,18,16,0,--,5.333,--,0,--,,
Jermaine Jay Charles Lawson,13-01-1982,WEST INDIES,Right-hand bat,Right-arm fast-medium,"December 11,2001",Sri Lanka v West Indies,13,5,18,2,8,6.000,16,112.5,0,0,2,0,--,--,558,498,17,29.29,5.354,32.82,0,0,4/43,4/57
Jerome Everton Taylor,22-06-1984,WEST INDIES,Right-hand bat,Right-arm fast,"June 11,2003",West Indies v Sri Lanka,90,42,278,9,43*,8.424,323,86.06,0,0,31,5,20,0,4341,3780,128,29.53,5.224,33.91,1,0,5/11,5/48
James Clive Adams,09-01-1968,WEST INDIES,Left-hand bat,Slow left-arm,"December 17,1992",Pakistan v West Indies,127,105,2204,28,82,28.62,3614,60.98,0,14,148,3,68,5,1856,1499,43,34.86,4.845,43.16,1,0,5/17,5/37
Joel Garner,16-12-1952,WEST INDIES,Right-hand bat,Right-arm fast,"March 16,1977",West Indies v Pakistan,98,41,239,15,37*,9.192,334,71.55,0,0,4,3,30,0,5330,2752,146,18.84,3.097,36.50,3,0,5/31,5/31
Johnson Charles,14-01-1989,WEST INDIES,Right-hand bat,NaN,"March 16,2012",West Indies v Australia,48,48,1283,0,130,26.72,1531,83.80,2,4,140,35,21,1,5,12,0,--,14.40,--,0,--,,
Junior Randalph Murray,20-01-1968,WEST INDIES,Right-hand bat,NaN,"December 4,1992",Pakistan v West Indies,55,36,678,6,86,22.60,929,72.98,0,5,63,6,46,7,--,--,--,--,--,--,--,--,,
Keith Lloyd Thomas Arthurton,21-02-1965,WEST INDIES,Left-hand bat,Slow left-arm,"October 22,1988",Pakistan v West Indies,105,93,1904,20,84,26.08,2822,67.46,0,9,132,19,27,0,1384,1159,42,27.59,5.024,32.95,0,0,4/31,4/31
Keith David Boyce,11-10-1943,WEST INDIES,Right-hand bat,Right-arm fast-medium,"September 5,1973",England v West Indies,8,4,57,0,34*,14.25,77,74.02,0,0,5,0,--,--,456,313,13,24.07,4.118,35.07,0,0,4/42,4/50
Keith Fitzpatrick Semple,21-08-1970,WEST INDIES,Right-hand bat,Right-arm medium,"January 22,1999",South Africa v West Indies,7,6,64,0,23,10.66,165,38.78,0,0,3,1,2,0,132,121,3,40.33,5.500,44.00,0,0,2/35,2/35
Kemar Andre Jamal Roach,30-06-1988,BRISBANE HEAT,Right-hand bat,Right-arm fast,"August 20,2008",Bermuda v West Indies,72,45,216,28,34,12.70,416,51.92,0,0,17,3,17,0,3601,2968,109,27.22,4.945,33.03,3,0,6/27,6/27
Kenneth Charlie Griffith Benjamin,08-04-1967,WEST INDIES,Right-hand bat,Right-arm fast,"December 4,1992",Pakistan v West Indies,26,13,65,7,17,10.83,80,81.25,0,0,3,0,4,0,1319,923,33,27.96,4.198,39.96,0,0,3/32,3/34
Kerry Clifford Bryan Jeremy,06-02-1980,WEST INDIES,Right-hand bat,Right-arm fast-medium,"October 4,2000",Sri Lanka v West Indies,6,4,17,2,8*,8.500,42,40.47,0,0,2,0,--,--,192,163,4,40.75,5.093,48.00,0,0,2/42,2/42
Kieran Omar Akeem Powell,06-03-1990,WEST INDIES,Left-hand bat,Right-arm medium,"July 31,2009",West Indies v Bangladesh,39,37,897,0,83,24.24,1144,78.40,0,8,102,12,10,0,--,--,--,--,--,--,--,--,,
Kieron Adrian Pollard,12-05-1987,TRINIDAD AND TOBAGO,Right-hand bat,Right-arm medium,"April 10,2007",West Indies v South Africa,101,95,2289,6,119,25.71,2464,92.89,3,9,145,110,53,0,2044,1956,50,39.12,5.741,40.88,0,0,3/17,3/17
Kirk Anton Edwards,03-11-1984,WEST INDIES,Right-hand bat,Off-break,"March 20,2011",India v West Indies,16,16,331,2,123*,23.64,494,67.00,1,0,23,7,2,0,--,--,--,--,--,--,--,--,,
Kraigg Clairmonte Brathwaite,01-12-1992,WEST INDIES,Right-hand bat,Off-break,"September 30,2016",Pakistan v West Indies,10,10,278,0,78,27.80,483,57.55,0,1,15,0,3,0,152,140,1,140.0,5.526,152.0,0,--,,
Lancelot Richard Gibbs,29-09-1934,WEST INDIES,Right-hand bat,Off-break,"September 5,1973",England v West Indies,3,1,0,1,0*,--,0,--,0,0,0,0,--,--,156,59,2,29.50,2.269,78.00,0,0,1/5,1/12
Hilary Angelo Gomes,13-07-1953,WEST INDIES,Left-hand bat,"Right-arm medium, Off-break","April 12,1978",West Indies v Australia,83,64,1415,15,101,28.87,2561,55.25,1,6,67,--,14,0,1345,1045,41,25.48,4.661,32.80,0,0,4/31,4/31
Laurie Rohan Williams,12-12-1968,WEST INDIES,Right-hand bat,Right-arm medium,"March 30,1996",West Indies v New Zealand,15,13,124,2,41,11.27,186,66.66,0,0,10,0,8,0,659,556,18,30.88,5.062,36.61,0,0,3/16,3/16
Lawrence George Rowe,08-01-1949,WEST INDIES,Right-hand bat,Left-arm fast-medium,"December 20,1975",Australia v West Indies,11,8,136,0,60,17.00,244,55.73,0,1,10,0,2,0,--,--,--,--,--,--,--,--,,
Lendl Mark Platter Simmons,25-01-1985,TRINIDAD AND TOBAGO,Right-hand bat,Right-arm medium-fast,"December 7,2006",Pakistan v West Indies,68,65,1958,3,122,31.58,2680,73.05,2,16,162,50,28,0,156,172,1,172.0,6.615,156.0,0,0,1/3,1/3
Leon Vivian Garrick,11-11-1976,WEST INDIES,Right-hand bat,Right-arm medium,"April 28,2001",West Indies v South Africa,3,3,99,0,76,33.00,204,48.52,0,1,8,0,--,--,--,--,--,--,--,--,--,--,,
Leon Rayon Johnson,08-08-1987,WEST INDIES,Left-hand bat,Leg-break,"August 20,2008",Bermuda v West Indies,6,6,98,0,51,16.33,175,56.00,0,1,10,2,2,0,--,--,--,--,--,--,--,--,,
Lionel Sionne Baker,06-09-1984,WEST INDIES,Left-hand bat,Right-arm fast-medium,"November 12,2008",Pakistan v West Indies,10,4,13,2,11*,6.500,23,56.52,0,0,2,0,1,0,426,355,11,32.27,5.000,38.72,0,0,3/47,3/47
Mahendra Veeren Nagamootoo,09-10-1975,WEST INDIES,Left-hand bat,Leg-break googly,"July 16,2000",West Indies v Zimbabwe,24,18,162,6,33,13.50,270,60.00,0,0,17,1,6,0,1189,998,18,55.44,5.036,66.05,0,0,4/32,4/32
Malcolm Denzil Marshall,18-04-1958,WEST INDIES,Right-hand bat,Right-arm fast,"May 28,1980",England v West Indies,136,83,955,19,66,14.92,1247,76.58,0,2,60,13,15,0,7175,4233,157,26.96,3.539,45.70,0,0,4/18,4/18
Marlon Ian Black,07-06-1975,WEST INDIES,Right-hand bat,Right-arm fast-medium,"January 14,2001",Australia v West Indies,5,2,4,0,4,2.000,14,28.57,0,0,1,0,--,--,228,196,0,--,5.157,--,0,0,0/12,0/19
Marlon Nathaniel Samuels,05-01-1981,WEST INDIES,Right-hand bat,Off-break,"October 4,2000",Sri Lanka v West Indies,199,188,5472,26,133*,33.77,7248,75.49,10,30,510,116,50,0,5009,4040,85,47.52,4.839,58.92,0,0,3/15,3/23
Maurice Linton Churchill Foster,09-05-1943,WEST INDIES,Right-hand bat,Off-break,"September 5,1973",England v West Indies,2,1,25,0,25,25.00,62,40.32,0,0,4,0,--,--,30,22,2,11.00,4.400,15.00,0,0,2/22,2/22
Mervyn Dillon,05-06-1974,WEST INDIES,Right-hand bat,Right-arm fast-medium,"November 3,1997",South Africa v West Indies,108,51,227,20,21*,7.322,411,55.23,0,0,11,3,20,0,5480,4218,130,32.44,4.618,42.15,3,0,5/29,5/29
Michael Anthony Holding,16-02-1954,WEST INDIES,Right-hand bat,Right-arm fast,"August 26,1976",England v West Indies,102,42,282,11,64,9.096,365,77.26,0,2,21,4,30,0,5473,3034,142,21.36,3.326,38.54,1,0,5/17,5/26
Miguel Lamar Cummins,05-09-1990,WEST INDIES,Left-hand bat,Right-arm fast,"February 23,2014",West Indies v Ireland,11,3,10,1,5,5.000,27,37.03,0,0,1,0,1,0,450,474,9,52.66,6.320,50.00,0,0,1/26,1/32
Milton Robert Pydanna,27-01-1950,WEST INDIES,Right-hand bat,NaN,"November 21,1980",Pakistan v West Indies,3,1,2,1,2*,--,3,66.66,0,0,0,0,2,1,--,--,--,--,--,--,--,--,,
Milton Aster Small,12-02-1964,WEST INDIES,Right-hand bat,Right-arm fast-medium,"February 29,1984",West Indies v Australia,2,0,0,0,0,--,0,--,0,0,0,0,1,0,84,54,1,54.00,3.857,84.00,0,0,1/40,1/40
Narsingh Deonarine,16-08-1983,WEST INDIES,Left-hand bat,Off-break,"July 31,2005",India v West Indies,31,29,682,3,65*,26.23,989,68.95,0,4,57,9,9,0,501,475,6,79.16,5.688,83.50,0,0,2/18,2/18
Nehemiah Odolphus Perry,16-06-1968,WEST INDIES,Right-hand bat,Off-break,"April 11,1999",West Indies v Australia,21,16,212,8,52*,26.50,340,62.35,0,1,12,0,4,0,946,783,20,39.15,4.966,47.30,0,0,3/45,3/45
