Name,Date of birth,Team,Batting Style,Bowling Style,ODI Debut,Debut Team,Matches played,Innings,Total Run,Not Out,Highe Score,Batting Avg,Balls faced,Stick rate,100s,50s,4s,6s,Caught,Stumped,Balls,Runs,Wickets,Bowling Avg,Economy,Stick rate,5WI,10WM,BBI,BBM
Edmund Christopher Joyce,22-09-1978,IRELAND,Left-hand bat,Right-arm medium,"June 13,2006",Ireland v England,78,77,2622,8,160*,38.00,3630,72.23,6,15,255,25,27,0,--,--,--,--,--,--,--,--,,
Edward James Richardson,22-07-1990,IRELAND,Right-hand bat,Right-arm medium,"September 6,2013",Ireland v Scotland,2,1,12,0,12,12.00,18,66.66,0,0,2,0,--,--,66,54,2,27.00,4.909,33.00,0,0,2/39,2/39
Gary Edward Kidd,18-09-1985,IRELAND,Left-hand bat,Slow left-arm,"July 11,2007",Ireland v Netherlands,6,1,15,0,15,15.00,25,60.00,0,0,2,0,1,0,216,172,1,172.0,4.777,216.0,0,0,1/27,1/27
Gary Craig Wilson,05-02-1986,IRELAND,Right-hand bat,NaN,"June 23,2007",Ireland v India,96,90,1909,11,113,24.16,2640,72.31,1,12,173,20,66,10,--,--,--,--,--,--,--,--,,
George Henry Dockrell,22-07-1992,IRELAND,Right-hand bat,Slow left-arm,"April 15,2010",West Indies v Ireland,77,49,436,22,62*,16.14,612,71.24,0,1,35,6,32,0,3788,2907,81,35.88,4.604,46.76,0,0,4/20,4/20
Greg James Thompson,17-09-1987,IRELAND,Right-hand bat,Leg-break,"March 18,2008",Bangladesh v Ireland,3,2,2,0,2,1.000,21,9.523,0,0,0,0,1,0,72,73,1,73.00,6.083,72.00,0,0,1/35,1/35
James Douglas Hall,19-10-1988,IRELAND,Right-hand bat,Off-break,"July 1,2010",Ireland v Kenya,3,3,28,0,15,9.333,75,37.33,0,0,3,0,--,--,--,--,--,--,--,--,--,--,,
James Norman Knight Shannon,12-02-1990,IRELAND,Right-hand bat,Off-break,"May 26,2013",Ireland v Pakistan,1,1,2,0,2,2.000,8,25.00,0,0,0,0,--,--,--,--,--,--,--,--,--,--,,
Jeremy Paul Bray,30-11-1973,IRELAND,Left-hand bat,NaN,"June 13,2006",Ireland v England,15,15,401,1,116,28.64,594,67.50,2,0,44,6,6,0,--,--,--,--,--,--,--,--,,
John Francis Mooney,10-02-1982,IRELAND,Left-hand bat,Right-arm medium,"June 13,2006",Ireland v England,64,55,963,14,96,23.48,1214,79.32,0,3,92,14,19,0,1797,1635,48,34.06,5.459,37.43,0,0,4/27,4/27
Kenneth Edward Desmond Carroll,22-03-1983,IRELAND,Right-hand bat,Chinaman,"January 31,2007",Bermuda v Ireland,6,6,70,0,28,11.66,126,55.55,0,0,4,1,4,0,6,8,0,--,8.000,--,0,0,0/8,0/8
Kevin Joseph O'Brien,04-03-1984,IRELAND,Right-hand bat,Right-arm medium-fast,"June 13,2006",Ireland v England,125,114,3126,15,142,31.57,3496,89.41,2,16,284,77,53,0,4029,3531,111,31.81,5.258,36.29,0,0,4/13,4/13
William Kyle McCallan,27-08-1975,IRELAND,Right-hand bat,Off-break,"June 13,2006",Ireland v England,39,28,361,10,50*,20.05,417,86.57,0,1,36,2,4,0,1804,1208,39,30.97,4.017,46.25,0,0,4/30,4/30
Max Christian Sorensen,18-11-1985,IRELAND,Right-hand bat,Right-arm fast-medium,"September 3,2013",Ireland v England,13,8,125,2,31,20.83,155,80.64,0,0,12,3,3,0,543,520,16,32.50,5.745,33.93,0,0,3/17,3/17
Niall John O'Brien,08-11-1981,IRELAND,Left-hand bat,NaN,"August 5,2006",Scotland v Ireland,100,98,2559,9,109,28.75,3597,71.14,1,18,217,30,89,13,--,--,--,--,--,--,--,--,,
Nigel Geoffrey Jones,22-04-1982,IRELAND,Right-hand bat,Right-arm medium,"July 1,2010",Ireland v Kenya,14,9,74,4,25*,14.80,102,72.54,0,0,2,0,7,0,389,234,10,23.40,3.609,38.90,0,0,2/19,2/19
Paul John Kevin Mooney,15-10-1976,IRELAND,Right-hand bat,Right-arm medium,"June 13,2006",Ireland v England,4,3,12,2,11*,12.00,9,133.3,0,0,1,0,2,0,87,100,0,--,6.896,--,0,0,0/17,0/17
Paul Robert Stirling,03-09-1990,IRELAND,Right-hand bat,Off-break,"July 1,2008",Ireland v New Zealand,97,95,3295,2,177,35.43,3648,90.32,7,16,368,72,38,0,2308,1841,40,46.02,4.786,57.70,1,0,4/11,4/11
Peter Christopher Connell,13-08-1981,IRELAND,Right-hand bat,Right-arm medium-fast,"July 1,2008",Ireland v New Zealand,13,5,40,3,22*,20.00,73,54.79,0,0,6,1,1,0,564,518,13,39.84,5.510,43.38,0,0,3/8,3/8
Peter Gerard Gillespie,11-05-1974,IRELAND,Right-hand bat,Right-arm medium,"June 13,2006",Ireland v England,5,4,2,0,2,0.500,14,14.28,0,0,0,0,--,--,--,--,--,--,--,--,--,--,,
Philip Steven Eaglestone,17-06-1982,IRELAND,Left-hand bat,Left-arm fast-medium,"July 1,2008",Ireland v New Zealand,1,1,4,0,4,4.000,3,133.3,0,0,1,0,--,--,42,60,1,60.00,8.571,42.00,0,0,1/60,1/60
Regan Morris West,27-04-1979,IRELAND,Left-hand bat,"Slow left-arm, Left-arm fast-medium","August 25,2008",Ireland v Kenya,10,4,61,2,29*,30.50,41,148.7,0,0,6,3,4,0,447,279,9,31.00,3.745,49.66,0,0,4/26,4/26
Reinhardt Strydom,16-06-1977,IRELAND,Left-hand bat,Left-arm medium-fast,"March 18,2008",Bangladesh v Ireland,9,6,83,0,37,13.83,155,53.54,0,0,8,1,3,0,48,63,1,63.00,7.875,48.00,0,0,1/63,1/63
Roger Kyran Whelan,27-07-1980,IRELAND,Right-hand bat,Right-arm fast-medium,"June 23,2007",Ireland v India,2,2,5,0,5,2.500,12,41.66,0,0,1,0,--,--,90,99,2,49.50,6.600,45.00,0,0,1/43,1/43
Rory Desmond McCann,11-01-1985,IRELAND,Right-hand bat,NaN,"July 1,2010",Ireland v Kenya,8,5,44,1,18,11.00,77,57.14,0,0,3,0,9,0,--,--,--,--,--,--,--,--,,
Ryan Samuel Haire,01-05-1981,IRELAND,Left-hand bat,Leg-break,"July 1,2008",Ireland v New Zealand,2,2,56,0,54,28.00,72,77.77,0,1,7,1,2,0,--,--,--,--,--,--,--,--,,
Stuart Robert Thompson,15-08-1991,IRELAND,Left-hand bat,Right-arm medium,"September 8,2013",Ireland v Scotland,20,15,228,1,39,16.28,251,90.83,0,0,24,3,8,0,559,490,12,40.83,5.259,46.58,0,0,2/17,2/17
Marthinus Jacobus Fourie,23-07-1979,IRELAND,Right-hand bat,Right-arm medium,"June 23,2007",Ireland v India,7,5,42,3,19*,21.00,51,82.35,0,0,4,1,--,--,179,128,1,128.0,4.290,179.0,0,0,1/33,1/33
Timothy James Murtagh,02-08-1981,IRELAND,Left-hand bat,Right-arm fast-medium,"June 23,2012",Ireland v Australia,42,26,153,8,23*,8.500,218,70.18,0,0,16,1,11,0,2148,1625,49,33.16,4.539,43.83,0,0,3/23,3/23
David Trent Johnston,29-04-1974,IRELAND,Right-hand bat,Right-arm fast-medium,"June 13,2006",Ireland v England,67,53,743,15,45*,19.55,786,94.52,0,0,48,23,25,0,2930,2115,66,32.04,4.331,44.39,1,0,5/14,5/14
William Thomas Stuart Porterfield,06-09-1984,IRELAND,Left-hand bat,Off-break,"August 5,2006",Scotland v Ireland,119,117,3692,3,139,32.38,5283,69.88,11,15,385,27,57,0,--,--,--,--,--,--,--,--,,
